stop_id,search_details_id,search_details_type,search_details_description,,
1450753,1634255,ActionTaken,Citation,,
1449030,1632493,ActionTaken,Verbal Warning,,
1449033,NULL,NULL,NULL,,
1449050,1632508,ActionTaken,Citation,,
1449067,1632530,ActionTaken,Verbal Warning,,
1449035,NULL,NULL,NULL,,
1449031,NULL,NULL,NULL,,
1450883,1634398,ActionTaken,Citation,,
1450754,1634256,ActionTaken,Citation,,
1450798,1634303,ActionTaken,Citation,,
1450782,1634287,ActionTaken,Citation,,
1449053,1632512,ActionTaken,Citation,,
1451029,1634546,ActionTaken,Written Warning,,
1450994,1634511,ActionTaken,Citation,,
1451041,1634557,ActionTaken,Citation,,
1449034,1632494,ActionTaken,Verbal Warning,,
1450799,1634304,ActionTaken,Citation,,
1450781,1634286,ActionTaken,Citation,,
1450800,1634305,ActionTaken,Citation,,
1449945,1633418,ActionTaken,Citation,,
1450801,1634306,ActionTaken,Citation,,
1449089,NULL,NULL,NULL,,
1450984,1634499,ActionTaken,Citation,,
1450877,1634392,ActionTaken,Citation,,
1450745,1634245,ActionTaken,Citation,,
1449930,1633403,ActionTaken,Citation,,
1450802,1634307,ActionTaken,Citation,,
1450780,1634285,ActionTaken,Citation,,
1450755,1634257,ActionTaken,Written Warning,,
1450803,1634308,ActionTaken,Citation,,
1449941,1633414,ActionTaken,Citation,,
1449052,1632511,ActionTaken,Citation,,
1450757,1634262,ActionTaken,Citation,,
1449064,NULL,NULL,NULL,,
1450758,1634263,ActionTaken,Citation,,
1449070,1632535,ActionTaken,Citation,,
1449065,1632528,ActionTaken,Citation,,
1449073,1632538,ActionTaken,Citation,,
1449068,NULL,NULL,NULL,,
1449066,1632529,ActionTaken,Citation,,
1450736,1634236,ActionTaken,Citation,,
1450759,1634264,ActionTaken,Citation,,
1450765,1634270,ActionTaken,Citation,,
1450879,1634394,ActionTaken,Citation,,
1449071,1632536,ActionTaken,Verbal Warning,,
1449079,1632543,ActionTaken,Other,,
1449079,1632544,ActionTakenOther,ARRESTED,,
1449079,1632545,SearchType,Vehicle,,
1449079,1632546,SearchBasis,4th Waiver Search,,
1449077,NULL,NULL,NULL,,
1450775,1634280,ActionTaken,Citation,,
1449950,1633423,ActionTaken,Written Warning,,
1449076,1632541,ActionTaken,Citation,,
1449948,1633421,ActionTaken,Citation,,
1449072,1632537,ActionTaken,Verbal Warning,,
1449074,1632539,ActionTaken,Verbal Warning,,
1449075,1632540,ActionTaken,Citation,,
1449080,NULL,NULL,NULL,,
1450760,1634265,ActionTaken,Written Warning,,
1449949,1633422,ActionTaken,Citation,,
1449078,1632542,ActionTaken,Verbal Warning,,
1449081,NULL,NULL,NULL,,
1449937,1633410,ActionTaken,Citation,,
1449083,1632547,ActionTaken,Citation,,
1449082,NULL,NULL,NULL,,
1449084,1632548,ActionTaken,Citation,,
1449085,1632549,ActionTaken,Citation,,
1449086,1632550,ActionTaken,Citation,,
1449130,1632591,ActionTaken,Verbal Warning,,
1449087,1632551,ActionTaken,Verbal Warning,,
1449088,1632552,ActionTaken,Citation,,
1449090,1632553,ActionTaken,Verbal Warning,,
1449091,NULL,NULL,NULL,,
1449106,1632569,SearchType,Driver,,
1449106,1632570,SearchBasis,Inventory Search [Prior to Impound],,
1449095,1632557,ActionTaken,Citation,,
1449095,1632558,ActionTaken,FI,,
1449095,1632559,SearchType,Vehicle,,
1449095,1632560,SearchType,Driver,,
1449095,1632561,SearchType,Passenger,,
1449095,1632562,SearchBasis,4th Waiver Search,,
1449096,NULL,NULL,NULL,,
1449093,1632555,ActionTaken,Verbal Warning,,
1449094,1632556,ActionTaken,Citation,,
1449097,1632563,ActionTaken,Citation,,
1449099,NULL,NULL,NULL,,
1449098,1632564,ActionTaken,Verbal Warning,,
1449100,NULL,NULL,NULL,,
1449101,NULL,NULL,NULL,,
1449102,1632565,ActionTaken,Verbal Warning,,
1449103,1632566,ActionTaken,Citation,,
1449107,1632571,ActionTaken,Citation,,
1449104,1632567,ActionTaken,Verbal Warning,,
1449092,1632554,ActionTaken,Verbal Warning,,
1449109,1632573,ActionTaken,Verbal Warning,,
1449110,1632574,ActionTaken,Citation,,
1449105,1632568,ActionTaken,Verbal Warning,,
1449114,NULL,NULL,NULL,,
1449108,1632572,ActionTaken,Verbal Warning,,
1449113,1632577,ActionTaken,Citation,,
1449111,1632575,ActionTaken,Citation,,
1449165,1632623,ActionTaken,Citation,,
1449115,NULL,NULL,NULL,,
1449112,1632576,ActionTaken,Citation,,
1449116,NULL,NULL,NULL,,
1449118,1632579,ActionTaken,Citation,,
1449117,1632578,ActionTaken,Verbal Warning,,
1449124,1632584,ActionTaken,Citation,,
1449124,1632585,SearchType,Vehicle,,
1449124,1632586,SearchBasis,Inventory Search [Prior to Impound],,
1449119,1632580,ActionTaken,Verbal Warning,,
1449129,NULL,NULL,NULL,,
1449125,1632587,ActionTaken,Citation,,
1449122,NULL,NULL,NULL,,
1449120,1632581,ActionTaken,Verbal Warning,,
1449121,1632582,ActionTaken,Verbal Warning,,
1449123,1632583,ActionTaken,Verbal Warning,,
1449127,1632589,ActionTaken,Citation,,
1449126,1632588,ActionTaken,Citation,,
1450790,1634295,ActionTaken,Citation,,
1449128,1632590,ActionTaken,Verbal Warning,,
1449131,NULL,NULL,NULL,,
1449951,1633424,ActionTaken,Citation,,
1449951,1633424,SearchType,Vehicle,,
1449951,1633424,SearchType,Driver,,
1449951,1633424,SearchBasis,Consent Search,,
1449133,1632593,ActionTaken,Citation,,
1449132,1632592,ActionTaken,Verbal Warning,,
1449134,1632594,ActionTaken,Verbal Warning,,
1449141,1632602,ActionTaken,Citation,,
1449149,NULL,NULL,NULL,,
1449148,1632610,ActionTaken,Citation,,
1449144,1632604,ActionTaken,Verbal Warning,,
1449144,1632605,SearchType,Vehicle,,
1449144,1632606,SearchType,Driver,,
1449144,1632607,SearchBasis,Odor of Contraband, MARIJUANA ODOR,
1449135,1632595,ActionTaken,FI,,
1449135,1632596,SearchType,Driver,,
1449135,1632597,SearchBasis,Consent Search,,
1449136,1632598,ActionTaken,Verbal Warning,,
1449138,NULL,NULL,NULL,,
1449150,NULL,NULL,NULL,,
1449140,1632601,ActionTaken,Verbal Warning,,
1449143,1632603,ActionTaken,Citation,,
1449139,1632600,ActionTaken,Verbal Warning,,
1449137,1632599,ActionTaken,Verbal Warning,,
1449142,NULL,NULL,NULL,,
1449145,1632608,ActionTaken,Verbal Warning,,
1449146,NULL,NULL,NULL,,
1449151,NULL,NULL,NULL,,
1449154,NULL,NULL,NULL,,
1449155,NULL,NULL,NULL,,
1449147,1632609,ActionTaken,Verbal Warning,,
1449152,1632611,ActionTaken,Citation,,
1449153,1632612,ActionTaken,Verbal Warning,,
1449158,1632615,ActionTaken,Citation,,
1449157,1632614,ActionTaken,Written Warning,,
1449156,1632613,ActionTaken,Citation,,
1449160,1632617,ActionTaken,Verbal Warning,,
1449162,1632619,ActionTaken,Citation,,
1449159,1632616,ActionTaken,Verbal Warning,,
1449163,1632620,ActionTaken,Citation,,
1449167,1632625,ActionTaken,Written Warning,,
1449161,1632618,ActionTaken,Verbal Warning,,
1449166,1632624,ActionTaken,Citation,,
1449164,1632621,ActionTaken,Other,,
1449164,1632622,ActionTakenOther,SIGNED OFF TICKET,,
1449168,1632626,ActionTaken,Verbal Warning,,
1449170,1632628,ActionTaken,Verbal Warning,,
1449170,1632629,SearchType,Vehicle,,
1449170,1632630,SearchBasis,Consent Search,,
1449169,1632627,ActionTaken,Written Warning,,
1449171,1632631,ActionTaken,Verbal Warning,,
1449178,1632638,ActionTaken,Written Warning,,
1449175,1632635,ActionTaken,FI,,
1449172,1632632,ActionTaken,Verbal Warning,,
1449174,1632634,ActionTaken,Verbal Warning,,
1449179,1632639,ActionTaken,Citation,,
1449180,1632640,ActionTaken,Verbal Warning,,
1449173,1632633,ActionTaken,FI,,
1449176,1632636,ActionTaken,Verbal Warning,,
1449177,1632637,ActionTaken,Verbal Warning,,
1449186,1632644,ActionTaken,Citation,,
1449183,1632642,ActionTaken,Written Warning,,
1449181,NULL,NULL,NULL,,
1449184,NULL,NULL,NULL,,
1449188,NULL,NULL,NULL,,
1449182,1632641,ActionTaken,Verbal Warning,,
1449196,1632655,ActionTaken,FI,,
1449187,1632645,ActionTaken,Verbal Warning,,
1449185,1632643,ActionTaken,Verbal Warning,,
1449189,1632646,ActionTaken,Verbal Warning,,
1449189,1632647,SearchType,Vehicle,,
1449189,1632648,SearchBasis,Consent Search,,
1449194,1632653,ActionTaken,Written Warning,,
1449190,1632649,ActionTaken,Verbal Warning,,
1449198,1632657,ActionTaken,Citation,,
1449198,1632658,SearchType,Vehicle,,
1449198,1632659,SearchType,Driver,,
1449198,1632660,SearchBasis,Consent Search,,
1449193,1632652,ActionTaken,Verbal Warning,,
1449191,1632650,ActionTaken,Verbal Warning,,
1449192,1632651,ActionTaken,Verbal Warning,,
1449195,1632654,ActionTaken,Verbal Warning,,
1449197,1632656,ActionTaken,Verbal Warning,,
1449202,1632663,ActionTaken,Citation,,
1449199,1632661,ActionTaken,Verbal Warning,,
1451021,1634539,ActionTaken,Citation,,
1449278,1632744,ActionTaken,Verbal Warning,,
1449278,1632745,ActionTaken,FI,,
1449279,1632746,ActionTaken,Citation,,
1449201,1632662,ActionTaken,Citation,,
1449200,NULL,NULL,NULL,,
1449276,1632743,ActionTaken,Verbal Warning,,
1449298,1632761,SearchType,Driver,,
1449298,1632762,SearchBasis,Search incident to Arrest,,
1449204,1632665,ActionTaken,Citation,,
1449277,NULL,NULL,NULL,,
1449205,1632666,ActionTaken,Verbal Warning,,
1449206,1632667,ActionTaken,Citation,,
1449207,1632668,ActionTaken,Verbal Warning,,
1449209,1632670,ActionTaken,Citation,,
1449280,NULL,NULL,NULL,,
1449285,1632751,ActionTaken,Citation,,
1449208,1632669,ActionTaken,Citation,,
1449210,1632671,ActionTaken,Citation,,
1449281,1632747,ActionTaken,Verbal Warning,,
1449211,1632672,ActionTaken,Verbal Warning,,
1449214,1632675,ActionTaken,Written Warning,,
1449212,1632673,ActionTaken,Citation,,
1449215,1632676,ActionTaken,Verbal Warning,,
1449215,1632677,SearchType,Vehicle,,
1449215,1632678,SearchBasis,Consent Search,,
1449230,1632694,ActionTaken,Citation,,
1449230,1632695,SearchType,Driver,,
1449230,1632696,SearchBasis,4th Waiver Search,,
1449514,1632974,ActionTaken,Verbal Warning,,
1449213,1632674,ActionTaken,Verbal Warning,,
1449216,1632679,ActionTaken,Verbal Warning,,
1449217,1632680,ActionTaken,Verbal Warning,,
1449218,1632681,ActionTaken,Citation,,
1449220,1632683,ActionTaken,Citation,,
1449219,1632682,ActionTaken,Citation,,
1449221,1632684,ActionTaken,Verbal Warning,,
1449224,1632687,ActionTaken,Verbal Warning,,
1449223,1632686,ActionTaken,Verbal Warning,,
1449222,1632685,ActionTaken,Verbal Warning,,
1449226,1632690,ActionTaken,Citation,,
1449229,1632693,ActionTaken,Citation,,
1449228,1632692,ActionTaken,Verbal Warning,,
1449227,1632691,ActionTaken,Verbal Warning,,
1449225,1632688,SearchType,Driver,,
1449225,1632689,SearchBasis,Contraband Visible,,
1449231,1632697,ActionTaken,Citation,,
1449324,1632785,ActionTaken,Verbal Warning,,
1449952,1633425,ActionTaken,Citation,,
1449240,NULL,NULL,NULL,,
1449232,1632698,ActionTaken,Citation,,
1449233,1632699,ActionTaken,Verbal Warning,,
1449234,1632700,ActionTaken,Citation,,
1449267,1632733,ActionTaken,Citation,,
1449235,1632701,ActionTaken,Verbal Warning,,
1449236,1632702,ActionTaken,Verbal Warning,,
1449241,1632705,ActionTaken,Citation,,
1449237,1632703,ActionTaken,Verbal Warning,,
1449561,1633031,ActionTaken,Written Warning,,
1449245,1632709,ActionTaken,Citation,,
1449238,1632704,ActionTaken,Verbal Warning,,
1450915,1634430,ActionTaken,Written Warning,,
1449247,1632711,ActionTaken,Citation,,
1449239,NULL,NULL,NULL,,
1449256,1632720,ActionTaken,Verbal Warning,,
1449242,1632706,ActionTaken,Verbal Warning,,
1449243,1632707,ActionTaken,Citation,,
1449244,1632708,ActionTaken,Citation,,
1449246,1632710,ActionTaken,Citation,,
1449248,1632712,ActionTaken,Citation,,
1449252,1632717,ActionTaken,Citation,,
1449249,1632713,ActionTaken,Other,,
1449249,1632714,ActionTakenOther,DL310,,
1449251,1632716,ActionTaken,Verbal Warning,,
1449250,1632715,ActionTaken,Written Warning,,
1449253,1632718,ActionTaken,Citation,,
1449259,1632723,ActionTaken,Citation,,
1449259,1632724,SearchType,Vehicle,,
1449259,1632725,SearchBasis,Inventory Search [Prior to Impound],,
1449254,1632719,ActionTaken,Written Warning,,
1449255,NULL,NULL,NULL,,
1449258,1632722,ActionTaken,Verbal Warning,,
1449257,1632721,ActionTaken,Verbal Warning,,
1449260,1632726,ActionTaken,Verbal Warning,,
1449261,1632727,ActionTaken,Citation,,
1449263,1632729,ActionTaken,Citation,,
1449262,1632728,ActionTaken,Verbal Warning,,
1449264,1632730,ActionTaken,Verbal Warning,,
1449268,1632734,ActionTaken,Verbal Warning,,
1449265,1632731,ActionTaken,Verbal Warning,,
1449266,1632732,ActionTaken,Verbal Warning,,
1449270,1632737,ActionTaken,Citation,,
1449269,1632735,ActionTaken,Verbal Warning,,
1449269,1632736,ActionTaken,FI,,
1449271,1632738,ActionTaken,Citation,,
1449577,1633046,ActionTaken,Citation,,
1449273,1632740,ActionTaken,Verbal Warning,,
1449275,1632742,ActionTaken,Citation,,
1449272,1632739,ActionTaken,Verbal Warning,,
1449274,1632741,ActionTaken,Citation,,
1449288,1632754,ActionTaken,Verbal Warning,,
1449284,1632750,ActionTaken,Verbal Warning,,
1449282,1632748,ActionTaken,Verbal Warning,,
1449286,1632752,ActionTaken,Written Warning,,
1449290,1632755,ActionTaken,Citation,,
1449953,1633426,ActionTaken,Written Warning,,
1449283,1632749,ActionTaken,Citation,,
1449287,1632753,ActionTaken,Verbal Warning,,
1449289,NULL,NULL,NULL,,
1449291,1632756,ActionTaken,Citation,,
1449312,1632774,ActionTaken,Verbal Warning,,
1449292,1632757,ActionTaken,Citation,,
1449293,1632758,ActionTaken,Citation,,
1449294,NULL,NULL,NULL,,
1449296,NULL,NULL,NULL,,
1449301,1632765,ActionTaken,Citation,,
1449295,1632759,ActionTaken,Verbal Warning,,
1449297,1632760,ActionTaken,Verbal Warning,,
1449304,1632768,ActionTaken,Citation,,
1449300,1632764,ActionTaken,Citation,,
1449299,1632763,ActionTaken,Citation,,
1449305,1632769,ActionTaken,Verbal Warning,,
1449306,NULL,NULL,NULL,,
1449302,1632766,ActionTaken,Citation,,
1449303,1632767,ActionTaken,Verbal Warning,,
1449307,NULL,NULL,NULL,,
1449311,1632773,ActionTaken,Citation,,
1449308,1632770,ActionTaken,Verbal Warning,,
1461124,NULL,NULL,NULL,,
1449317,NULL,NULL,NULL,,
1449310,1632772,ActionTaken,Written Warning,,
1449320,1632781,ActionTaken,Verbal Warning,,
1449314,1632776,ActionTaken,Citation,,
1449313,1632775,ActionTaken,Verbal Warning,,
1449309,1632771,ActionTaken,Verbal Warning,,
1449315,1632777,ActionTaken,Written Warning,,
1449327,1632788,ActionTaken,Citation,,
1449328,NULL,NULL,NULL,,
1449316,1632778,ActionTaken,Verbal Warning,,
1449331,1632791,ActionTaken,Citation,,
1449332,1632792,ActionTaken,Citation,,
1449333,1632793,ActionTaken,Citation,,
1449319,1632780,ActionTaken,FI,,
1449321,1632782,ActionTaken,Citation,,
1449318,1632779,ActionTaken,Verbal Warning,,
1449334,1632794,ActionTaken,Citation,,
1449335,1632795,ActionTaken,Citation,,
1449336,1632796,ActionTaken,Citation,,
1449337,NULL,NULL,NULL,,
1449323,1632784,ActionTaken,Citation,,
1449338,NULL,NULL,NULL,,
1449322,1632783,ActionTaken,Citation,,
1449326,1632787,ActionTaken,Citation,,
1449325,1632786,ActionTaken,Citation,,
1449329,1632789,ActionTaken,Verbal Warning,,
1449330,1632790,ActionTaken,Verbal Warning,,
1449339,NULL,NULL,NULL,,
1449343,1632800,ActionTaken,Citation,,
1449340,NULL,NULL,NULL,,
1449346,NULL,NULL,NULL,,
1449347,NULL,NULL,NULL,,
1449344,1632801,ActionTaken,Verbal Warning,,
1449360,1632825,ActionTaken,Verbal Warning,,
1449342,1632798,ActionTaken,Verbal Warning,,
1449342,1632799,ActionTaken,FI,,
1449345,1632802,ActionTaken,Verbal Warning,,
1449348,NULL,NULL,NULL,,
1449349,1632803,ActionTaken,Verbal Warning,,
1449341,1632797,ActionTaken,Citation,,
1449351,1632805,ActionTaken,Verbal Warning,,
1449350,1632804,ActionTaken,Verbal Warning,,
1449352,1632806,ActionTaken,FI,,
1449352,1632807,SearchType,Vehicle,,
1449352,1632808,SearchType,Driver,,
1449352,1632809,SearchBasis,4th Waiver Search,,
1449357,1632818,ActionTaken,Citation,,
1449359,NULL,NULL,NULL,,
1449354,1632811,ActionTaken,Verbal Warning,,
1449353,1632810,ActionTaken,Verbal Warning,,
1449358,1632819,ActionTaken,Verbal Warning,,
1449358,1632820,ActionTaken,FI,,
1449358,1632821,SearchType,Vehicle,,
1449358,1632822,SearchType,Driver,,
1449358,1632823,SearchType,Passenger,,
1449358,1632824,SearchBasis,Consent Search,,
1449355,1632812,ActionTaken,Verbal Warning,,
1449355,1632813,ActionTaken,FI,,
1449355,1632814,SearchType,Vehicle,,
1449355,1632815,SearchType,Driver,,
1449355,1632816,SearchBasis,Consent Search,,
1449356,1632817,ActionTaken,Verbal Warning,,
1449401,1632863,ActionTaken,Citation,,
1449400,1632862,ActionTaken,Citation,,
1449361,1632826,ActionTaken,Verbal Warning,,
1449363,NULL,NULL,NULL,,
1449362,1632827,ActionTaken,Citation,,
1449364,NULL,NULL,NULL,,
1449366,1632829,ActionTaken,Citation,,
1449365,1632828,ActionTaken,Verbal Warning,,
1449377,1632840,ActionTaken,Citation,,
1449369,1632832,ActionTaken,Verbal Warning,,
1449373,1632836,ActionTaken,Verbal Warning,,
1449371,1632834,ActionTaken,Citation,,
1449372,1632835,ActionTaken,Verbal Warning,,
1449367,1632830,ActionTaken,Verbal Warning,,
1449368,1632831,ActionTaken,FI,,
1449370,1632833,ActionTaken,Verbal Warning,,
1449422,1632884,ActionTaken,FI,,
1449374,1632837,ActionTaken,Verbal Warning,,
1449378,1632841,ActionTaken,Written Warning,,
1449381,1632843,ActionTaken,Verbal Warning,,
1449375,1632838,ActionTaken,Verbal Warning,,
1449376,1632839,ActionTaken,Verbal Warning,,
1449380,1632842,ActionTaken,Verbal Warning,,
1449379,NULL,NULL,NULL,,
1449385,1632847,ActionTaken,Citation,,
1449382,1632844,ActionTaken,Verbal Warning,,
1449388,1632850,ActionTaken,Written Warning,,
1449383,1632845,ActionTaken,Verbal Warning,,
1449384,1632846,ActionTaken,Verbal Warning,,
1449553,1633016,ActionTaken,Other,,
1449553,1633017,ActionTakenOther,ARREST,,
1449553,1633018,SearchType,Vehicle,,
1449553,1633019,SearchType,Driver,,
1449553,1633020,SearchBasis,Search incident to Arrest,,
1449386,1632848,ActionTaken,Verbal Warning,,
1449393,1632855,ActionTaken,Citation,,
1449403,1632865,ActionTaken,Citation,,
1449407,1632869,ActionTaken,Verbal Warning,,
1449411,1632873,ActionTaken,Citation,,
1449420,1632882,ActionTaken,Citation,,
1449431,1632893,ActionTaken,Citation,,
1449425,1632887,ActionTaken,FI,,
1449435,1632897,ActionTaken,Citation,,
1449451,1632913,ActionTaken,Citation,,
1449464,1632925,ActionTaken,Citation,,
1449479,1632939,ActionTaken,Verbal Warning,,
1449479,1632940,SearchBasis,4th Waiver Search,,
1449515,1632975,ActionTaken,Verbal Warning,,
1449455,1632917,ActionTaken,Verbal Warning,,
1449458,1632920,ActionTaken,Verbal Warning,,
1451244,1634782,ActionTaken,Citation,,
1451243,1634781,ActionTaken,Citation,,
1451245,1634783,ActionTaken,Written Warning,,
1449535,1632995,ActionTaken,Citation,,
1449467,1632928,ActionTaken,Citation,,
1449463,NULL,NULL,NULL,,
1449581,1633051,ActionTaken,Verbal Warning,,
1449582,1633052,ActionTaken,Verbal Warning,,
1449465,1632926,ActionTaken,Verbal Warning,,
1449483,1632944,ActionTaken,Citation,,
1449583,1633053,ActionTaken,Written Warning,,
1451251,1634789,ActionTaken,Citation,,
1449472,1632933,ActionTaken,Verbal Warning,,
1449476,1632936,ActionTaken,Verbal Warning,,
1449485,1632946,ActionTaken,Verbal Warning,,
1449494,1632955,ActionTaken,Citation,,
1449488,1632949,ActionTaken,Verbal Warning,,
1449491,1632952,ActionTaken,Verbal Warning,,
1449519,1632979,ActionTaken,Citation,,
1449528,1632988,ActionTaken,Citation,,
1449521,1632981,ActionTaken,Written Warning,,
1449548,1633008,ActionTaken,Verbal Warning,,
1449549,1633009,SearchType,Vehicle,,
1449549,1633010,SearchType,Driver,,
1449549,1633011,SearchType,Passenger,,
1449549,1633012,SearchBasis,4th Waiver Search,,
1449533,1632993,ActionTaken,Verbal Warning,,
1449660,1633123,ActionTaken,Citation,,
1449550,1633013,ActionTaken,Verbal Warning,,
1449560,1633030,ActionTaken,Citation,,
1449558,1633025,ActionTaken,Other,,
1449558,1633026,ActionTakenOther,ARRESTED,,
1449558,1633027,SearchType,Driver,,
1449558,1633028,SearchBasis,Search incident to Arrest,,
1449551,1633014,ActionTaken,Verbal Warning,,
1449552,1633015,ActionTaken,Verbal Warning,,
1449555,1633022,ActionTaken,Citation,,
1449554,1633021,ActionTaken,Verbal Warning,,
1449557,1633024,ActionTaken,Verbal Warning,,
1449556,1633023,ActionTaken,Verbal Warning,,
1449559,1633029,ActionTaken,Written Warning,,
