name,age,pop_2010,pop_2016
Minnesota,62,59251,68734
Minnesota,63,56901,66167
Minnesota,64,42862,63990
Minnesota,65,43172,60839
Minnesota,66,42986,57770
Minnesota,67,43310,54569
Minnesota,68,37781,52953
Minnesota,69,35321,54993
Minnesota,70,33176,39756
Minnesota,71,32159,39252
Minnesota,72,30221,38355
Minnesota,73,28797,39649
Minnesota,74,27504,34112
Minnesota,75,26278,31369
Minnesota,76,24460,29435
Minnesota,77,24355,27987
Minnesota,78,23858,26368
Minnesota,79,23164,24360
Minnesota,80,22000,23079
Minnesota,81,20888,21603
Minnesota,82,20407,19438
Minnesota,83,19155,18955
Minnesota,84,17466,18022
Mississippi,0,40260,37310
Mississippi,1,41658,37659
Mississippi,2,43338,37969
Mississippi,3,44066,37578
Mississippi,4,41633,38185
Mississippi,5,41389,38583
Mississippi,6,40882,39113
Mississippi,7,40392,40255
Mississippi,8,40504,42656
Mississippi,9,42504,43229
Mississippi,10,42944,41577
Mississippi,11,41556,40982
Mississippi,12,41394,40750
Mississippi,13,40799,40049
Mississippi,14,41555,39844
Mississippi,15,42570,41651
Mississippi,16,43438,42550
Mississippi,17,44677,41346
Mississippi,18,45615,40838
Mississippi,19,46941,40858
Mississippi,20,44812,40533
Mississippi,21,42573,41486
Mississippi,22,40104,42346
Mississippi,23,39262,42277
Mississippi,24,38926,42322
Mississippi,25,39171,42793
Mississippi,26,37932,43332
Mississippi,27,39391,40081
Mississippi,28,39071,37713
Mississippi,29,39967,36642
Mississippi,30,39929,37271
Mississippi,31,36984,38009
Mississippi,32,37274,36569
Mississippi,33,36364,37905
Mississippi,34,35479,38206
Mississippi,35,35903,38722
Mississippi,36,35045,39338
Mississippi,37,36579,36642
Mississippi,38,38239,35766
Mississippi,39,39728,36215
Mississippi,40,39087,34403
Mississippi,41,36603,35324
Mississippi,42,36523,34191
Mississippi,43,36311,35343
Mississippi,44,37691,36953
Mississippi,45,41180,38701
Mississippi,46,41055,38533
Mississippi,47,41521,36172
Mississippi,48,41607,35539
Mississippi,49,42224,35431
Mississippi,50,43336,36066
Mississippi,51,41299,38833
Mississippi,52,41735,39799
Mississippi,53,41539,40082
Mississippi,54,40423,40054
Mississippi,55,40737,40328
Mississippi,56,38159,41428
Mississippi,57,36602,39915
Mississippi,58,36093,39215
Mississippi,59,34845,39678
Mississippi,60,34809,38122
Mississippi,61,33039,38067
Mississippi,62,34177,36392
Mississippi,63,33349,34241
Mississippi,64,25383,33393
Mississippi,65,25679,32638
Mississippi,66,25643,31899
Mississippi,67,25248,30516
Mississippi,68,22658,30071
Mississippi,69,21304,31495
Mississippi,70,20672,23012
Mississippi,71,19894,22642
Mississippi,72,19078,22105
Mississippi,73,17301,22230
Mississippi,74,17012,19443
Mississippi,75,16052,17948
Mississippi,76,13989,17218
Mississippi,77,13991,16073
Mississippi,78,13046,15492
Mississippi,79,12813,13568
Mississippi,80,11915,12800
Mississippi,81,11172,12205
Mississippi,82,10474,10163
Mississippi,83,9865,9639
Mississippi,84,8291,8820
Missouri,0,76119,74205
Missouri,1,76778,74559
Missouri,2,79085,75705
Missouri,3,79276,74640
Missouri,4,78980,74849
Missouri,5,78027,75282
Missouri,6,78210,75964
Missouri,7,77141,76056
Missouri,8,77332,78605
Missouri,9,79753,78778
Missouri,10,80115,78694
Missouri,11,79190,77891
Missouri,12,79459,78279
Missouri,13,78586,77349
Missouri,14,79575,76874
Missouri,15,80801,79050
Missouri,16,82643,80698
Missouri,17,84355,79320
Missouri,18,86607,76136
Missouri,19,86981,78518
Missouri,20,85145,80156
Missouri,21,82233,82282
Missouri,22,79755,83636
Missouri,23,79344,83667
Missouri,24,80970,87779
Missouri,25,80004,87972
Missouri,26,78253,84989
Missouri,27,81092,80742
Missouri,28,79335,78238
Missouri,29,80212,77722
Missouri,30,80566,79989
Missouri,31,74143,80335
Missouri,32,73856,77576
Missouri,33,71519,80040
Missouri,34,69266,79595
Missouri,35,71391,79364
Missouri,36,67877,80288
Missouri,37,71098,75122
Missouri,38,75449,72699
Missouri,39,79769,71821
Missouri,40,78893,68386
Missouri,41,73843,70549
Missouri,42,73239,67366
Missouri,43,75381,69073
Missouri,44,77540,73462
Missouri,45,85213,78071
Missouri,46,86987,78020
Missouri,47,89132,73730
Missouri,48,90644,72001
Missouri,49,92107,73172
Missouri,50,92415,74844
Missouri,51,88936,81476
Missouri,52,89354,84601
Missouri,53,87761,85976
Missouri,54,85114,87138
Missouri,55,83822,88906
Missouri,56,80486,88517
Missouri,57,77469,86008
Missouri,58,75851,85445
Missouri,59,72292,84730
Missouri,60,71321,81157
Missouri,61,69508,79748
Missouri,62,70373,76979
Missouri,63,69399,73152
Missouri,64,52688,71070
Missouri,65,53912,68587
Missouri,66,54482,65810
Missouri,67,54546,64295
Missouri,68,48942,62841
Missouri,69,45171,65777
Missouri,70,42178,47521
Missouri,71,41157,47506
Missouri,72,38538,47134
Missouri,73,36011,48243
Missouri,74,35553,42259
Missouri,75,34399,38738
Missouri,76,31700,35938
Missouri,77,31033,33773
Missouri,78,29700,31792
Missouri,79,28439,28975
Missouri,80,26797,27548
Missouri,81,25278,26196
Missouri,82,23967,23637
Missouri,83,22559,22344
Missouri,84,20153,20810
Montana,0,12157,12644
Montana,1,12450,12683
Montana,2,12515,12603
Montana,3,12980,12650
Montana,4,12321,12449
Montana,5,12232,12311
Montana,6,12132,12539
Montana,7,12039,12806
Montana,8,12110,12957
Montana,9,12252,13266
Montana,10,12013,12909
Montana,11,12215,12723
Montana,12,12179,12478
Montana,13,12318,12496
Montana,14,12399,12350
Montana,15,12583,12546
Montana,16,13139,12562
Montana,17,13529,12639
Montana,18,13641,12404
Montana,19,13674,13338
Montana,20,13563,13481
Montana,21,13226,14021
Montana,22,13282,14690
Montana,23,12948,15060
Montana,24,12792,14900
Montana,25,12913,14174
Montana,26,12655,13630
Montana,27,12733,12951
Montana,28,12569,12771
Montana,29,12340,12366
Montana,30,12561,12522
Montana,31,11666,13078
Montana,32,11963,13054
Montana,33,11222,13523
Montana,34,10882,13336
Montana,35,10904,13186
Montana,36,10484,13293
Montana,37,10680,12376
Montana,38,11107,12361
Montana,39,12022,12016
Montana,40,11682,11138
Montana,41,11325,11272
Montana,42,11027,10940
Montana,43,11345,10885
Montana,44,11719,11389
Montana,45,13064,12166
Montana,46,13614,12151
Montana,47,14215,11667
Montana,48,14739,11202
Montana,49,15255,11490
Montana,50,15729,11909
Montana,51,15397,12757
Montana,52,16054,13607
Montana,53,15718,14030
Montana,54,15880,14525
Montana,55,15755,15107
Montana,56,15567,15446
Montana,57,15490,15201
Montana,58,14843,15610
Montana,59,14243,15616
Montana,60,13887,15444
Montana,61,13209,15313
Montana,62,13236,15174
Montana,63,12811,15065
Montana,64,9801,14483
Montana,65,9881,13934
Montana,66,9930,13469
Montana,67,9894,12877
Montana,68,8616,12482
Montana,69,8235,12798
Montana,70,7605,9327
Montana,71,7257,9234
Montana,72,6744,8969
Montana,73,6537,9228
Montana,74,6043,7809
Montana,75,5681,7303
Montana,76,5168,6626
Montana,77,5042,6210
Montana,78,4925,5744
Montana,79,4821,5434
Montana,80,4692,4887
Montana,81,4418,4624
Montana,82,4105,4030
Montana,83,3693,3727
Montana,84,3434,3553
Nebraska,0,26082,26640
Nebraska,1,26275,26824
Nebraska,2,26674,26728
Nebraska,3,26548,26284
Nebraska,4,26328,26333
Nebraska,5,26207,26005
Nebraska,6,26172,26597
Nebraska,7,25577,26512
Nebraska,8,25506,26921
Nebraska,9,25466,26796
Nebraska,10,25164,26748
Nebraska,11,24615,26465
Nebraska,12,24223,26505
Nebraska,13,24270,25834
Nebraska,14,24434,25409
Nebraska,15,24989,25762
Nebraska,16,25201,25678
Nebraska,17,25489,25284
Nebraska,18,26389,25157
Nebraska,19,26728,27631
Nebraska,20,26634,27907
Nebraska,21,25362,28057
Nebraska,22,25256,27213
Nebraska,23,25006,27292
Nebraska,24,25356,27742
Nebraska,25,25785,25589
Nebraska,26,25028,24348
Nebraska,27,25677,23356
Nebraska,28,25481,24041
Nebraska,29,25360,24095
Nebraska,30,25295,25210
Nebraska,31,22906,25892
Nebraska,32,23129,25402
Nebraska,33,22049,25948
Nebraska,34,21651,26085
Nebraska,35,22482,25703
Nebraska,36,20658,25826
Nebraska,37,21122,23585
Nebraska,38,22448,23083
Nebraska,39,22691,22655
Nebraska,40,23060,21686
Nebraska,41,21632,22404
Nebraska,42,21086,20912
Nebraska,43,21629,21018
Nebraska,44,22300,22023
Nebraska,45,24370,22694
Nebraska,46,24844,22847
Nebraska,47,25860,21682
Nebraska,48,26276,21048
Nebraska,49,26799,21269
Nebraska,50,27322,21685
Nebraska,51,25870,23433
Nebraska,52,25982,24208
Nebraska,53,25363,25021
Nebraska,54,25595,25369
Nebraska,55,25033,25809
Nebraska,56,24134,26298
Nebraska,57,23401,25287
Nebraska,58,23325,25006
Nebraska,59,21765,24618
Nebraska,60,21322,24098
Nebraska,61,20327,23798
Nebraska,62,20172,22899
Nebraska,63,19232,21794
Nebraska,64,14434,21537
Nebraska,65,14847,20441
Nebraska,66,14801,19709
Nebraska,67,14337,18696
Nebraska,68,12996,18092
Nebraska,69,11853,18490
Nebraska,70,11523,13092
Nebraska,71,11221,13346
Nebraska,72,10889,13147
Nebraska,73,10624,13126
Nebraska,74,10035,11422
Nebraska,75,9988,10475
Nebraska,76,9215,10008
Nebraska,77,9181,9548
Nebraska,78,9161,9156
Nebraska,79,8890,8716
Nebraska,80,8362,8132
Nebraska,81,8102,7851
Nebraska,82,7638,7075
Nebraska,83,7074,6779
Nebraska,84,6632,6621
Nevada,0,36505,36972
Nevada,1,36851,37097
Nevada,2,38548,36932
Nevada,3,38256,36679
Nevada,4,37317,36782
Nevada,5,36684,37079
Nevada,6,36716,37491
Nevada,7,36214,37756
Nevada,8,36291,39415
Nevada,9,37171,39333
Nevada,10,37035,38580
Nevada,11,36710,37606
Nevada,12,36070,37996
Nevada,13,36383,37310
Nevada,14,36995,37033
Nevada,15,37124,37845
Nevada,16,36895,38249
Nevada,17,37363,37272
Nevada,18,36255,33560
Nevada,19,34789,30527
Nevada,20,35110,32259
Nevada,21,33711,34599
Nevada,22,34028,36479
Nevada,23,35242,39055
Nevada,24,36568,40823
Nevada,25,37903,43727
Nevada,26,37546,45362
Nevada,27,39489,43654
Nevada,28,39304,42103
Nevada,29,39421,41427
Nevada,30,40531,41391
Nevada,31,37293,41947
Nevada,32,37543,40165
Nevada,33,37127,41201
Nevada,34,36099,41411
Nevada,35,37372,40421
Nevada,36,36187,41457
Nevada,37,37237,38986
Nevada,38,38630,37721
Nevada,39,40794,38216
Nevada,40,41421,37038
Nevada,41,37895,37621
Nevada,42,37262,37144
Nevada,43,36661,37569
Nevada,44,37303,39201
Nevada,45,39831,41015
Nevada,46,38906,41929
Nevada,47,38556,39093
Nevada,48,37839,37982
Nevada,49,38285,37258
Nevada,50,38528,37942
Nevada,51,36322,39469
Nevada,52,36562,39851
Nevada,53,35834,39430
Nevada,54,35412,38532
Nevada,55,35449,39050
Nevada,56,33763,39138
Nevada,57,32592,37226
Nevada,58,31763,36988
Nevada,59,30971,36743
Nevada,60,31780,36339
Nevada,61,30609,36006
Nevada,62,32159,34746
Nevada,63,31881,33677
Nevada,64,24494,32582
Nevada,65,24911,31798
Nevada,66,24702,32287
Nevada,67,24738,31512
Nevada,68,21445,32162
Nevada,69,19704,32733
Nevada,70,18981,24441
Nevada,71,17486,23814
Nevada,72,16588,23525
Nevada,73,15077,23170
Nevada,74,14148,20156
Nevada,75,13409,17929
Nevada,76,11905,17078
Nevada,77,11498,15276
Nevada,78,10584,14196
Nevada,79,10108,12738
Nevada,80,9439,11494
Nevada,81,8242,10415
Nevada,82,7722,9010
Nevada,83,7023,8387
Nevada,84,6462,7484
New Hampshire,0,12994,12479
New Hampshire,1,13521,12624
New Hampshire,2,13959,12914
New Hampshire,3,14584,13127
New Hampshire,4,14748,13056
New Hampshire,5,14961,13658
New Hampshire,6,15290,13534
New Hampshire,7,15603,13771
New Hampshire,8,15888,14281
New Hampshire,9,16013,14682
New Hampshire,10,16522,15040
New Hampshire,11,16439,15199
New Hampshire,12,16919,15486
New Hampshire,13,17092,15692
New Hampshire,14,17647,15800
New Hampshire,15,18010,16050
New Hampshire,16,18247,16722
New Hampshire,17,18794,16473
New Hampshire,18,19070,17902
New Hampshire,19,19459,18902
New Hampshire,20,18545,19197
New Hampshire,21,18290,19319
New Hampshire,22,16790,17684
New Hampshire,23,15359,17202
New Hampshire,24,15231,17065
New Hampshire,25,14545,16893
New Hampshire,26,14282,16414
New Hampshire,27,14764,15856
New Hampshire,28,14507,15924
New Hampshire,29,14711,16174
New Hampshire,30,14932,16651
New Hampshire,31,14077,15639
New Hampshire,32,14323,15374
New Hampshire,33,13699,15449
New Hampshire,34,14092,15570
New Hampshire,35,14944,15442
New Hampshire,36,14672,15688
New Hampshire,37,15947,14889
New Hampshire,38,17404,14634
New Hampshire,39,18957,14241
New Hampshire,40,19090,14143
New Hampshire,41,18804,15106
New Hampshire,42,19014,14762
New Hampshire,43,19694,15670
New Hampshire,44,20232,17198
New Hampshire,45,22092,18612
New Hampshire,46,22377,19010
New Hampshire,47,22670,18601
New Hampshire,48,22841,18622
New Hampshire,49,23439,19236
New Hampshire,50,23441,19599
New Hampshire,51,23024,21164
New Hampshire,52,22681,21932
New Hampshire,53,22096,21959
New Hampshire,54,21112,22055
New Hampshire,55,20928,22660
New Hampshire,56,19867,22509
New Hampshire,57,19455,22128
New Hampshire,58,18583,21914
New Hampshire,59,17436,21519
New Hampshire,60,17317,20339
New Hampshire,61,17172,20103
New Hampshire,62,17834,19000
New Hampshire,63,17270,18434
New Hampshire,64,12362,17536
New Hampshire,65,12193,16673
New Hampshire,66,12478,16099
New Hampshire,67,12516,15942
New Hampshire,68,10651,16066
New Hampshire,69,9333,16635
New Hampshire,70,8843,11507
New Hampshire,71,8206,11086
New Hampshire,72,7858,10900
New Hampshire,73,7461,11210
New Hampshire,74,7217,9550
New Hampshire,75,6949,8327
New Hampshire,76,6349,7648
New Hampshire,77,6398,7029
New Hampshire,78,6160,6602
New Hampshire,79,5917,6156
New Hampshire,80,5637,5962
New Hampshire,81,5231,5659
New Hampshire,82,5064,5031
New Hampshire,83,4765,4832
New Hampshire,84,4273,4574
New Jersey,0,104987,102267
New Jersey,1,105451,103306
New Jersey,2,109277,104711
New Jersey,3,110985,104938
New Jersey,4,110323,106110
New Jersey,5,111604,108710
New Jersey,6,113145,107920
New Jersey,7,111938,106565
New Jersey,8,112715,110250
New Jersey,9,115350,111621
New Jersey,10,116934,111309
New Jersey,11,116316,112259
New Jersey,12,116735,114334
New Jersey,13,118011,113677
New Jersey,14,119341,113222
New Jersey,15,122302,116277
New Jersey,16,123536,118968
New Jersey,17,126269,118291
New Jersey,18,117235,112357
New Jersey,19,108274,104511
New Jersey,20,108419,107619
New Jersey,21,105789,112164
New Jersey,22,106925,113224
New Jersey,23,107703,116504
New Jersey,24,110246,118115
New Jersey,25,110097,117181
New Jersey,26,107489,118168
New Jersey,27,110520,113285
New Jersey,28,110526,112840
New Jersey,29,112224,115303
New Jersey,30,116522,117025
New Jersey,31,108997,117751
New Jersey,32,111123,114563
New Jersey,33,108865,115972
New Jersey,34,109676,115865
New Jersey,35,113867,115696
New Jersey,36,110139,120385
New Jersey,37,114171,113834
New Jersey,38,120135,112777
New Jersey,39,128780,112899
New Jersey,40,132470,110624
New Jersey,41,125999,115062
New Jersey,42,127373,111435
New Jersey,43,129265,113332
New Jersey,44,133798,117989
New Jersey,45,141327,125347
New Jersey,46,140672,129960
New Jersey,47,140275,124195
New Jersey,48,140257,124075
New Jersey,49,141413,125132
New Jersey,50,142077,128458
New Jersey,51,137126,134454
New Jersey,52,135792,135959
New Jersey,53,131560,134604
New Jersey,54,127908,133509
New Jersey,55,125078,134174
New Jersey,56,116069,134219
New Jersey,57,113247,129831
New Jersey,58,107678,127345
New Jersey,59,103487,124745
New Jersey,60,103072,119139
New Jersey,61,98012,116291
New Jersey,62,101703,108794
New Jersey,63,100652,103295
New Jersey,64,77104,97921
New Jersey,65,75305,94131
New Jersey,66,73724,91336
New Jersey,67,77466,87267
New Jersey,68,65539,86713
New Jersey,69,58939,93086
New Jersey,70,57002,68885
New Jersey,71,54263,66102
New Jersey,72,52280,63478
New Jersey,73,49127,67448
New Jersey,74,47791,58173
New Jersey,75,45811,51426
New Jersey,76,42713,48553
New Jersey,77,43055,45838
New Jersey,78,42284,43640
New Jersey,79,41853,40174
New Jersey,80,40279,37964
New Jersey,81,37613,35968
New Jersey,82,36157,32466
New Jersey,83,33850,31242
New Jersey,84,31335,29996
New Mexico,0,28180,25075
New Mexico,1,28683,25482
New Mexico,2,29631,25957
New Mexico,3,29468,26178
New Mexico,4,29021,26258
New Mexico,5,28938,27218
New Mexico,6,28569,27308
New Mexico,7,28335,27273
New Mexico,8,28643,28608
New Mexico,9,28824,28377
New Mexico,10,28969,28191
New Mexico,11,28761,28093
New Mexico,12,28073,27899
New Mexico,13,27857,27229
New Mexico,14,28031,27411
New Mexico,15,28801,27868
New Mexico,16,29423,28351
New Mexico,17,30468,27887
New Mexico,18,30708,27308
New Mexico,19,30043,26949
New Mexico,20,29332,27298
New Mexico,21,27517,28059
New Mexico,22,27265,28254
New Mexico,23,27443,29087
New Mexico,24,27426,29539
New Mexico,25,27923,29014
New Mexico,26,27021,28980
New Mexico,27,27578,27373
New Mexico,28,27335,27009
New Mexico,29,27031,26911
New Mexico,30,27423,26974
New Mexico,31,25069,27518
New Mexico,32,24659,26854
New Mexico,33,24428,26912
New Mexico,34,24110,26807
New Mexico,35,24230,26135
New Mexico,36,23281,26890
New Mexico,37,23930,24909
New Mexico,38,24590,23737
New Mexico,39,25771,23495
New Mexico,40,26055,23168
New Mexico,41,24631,23216
New Mexico,42,23976,22463
New Mexico,43,24536,22790
New Mexico,44,25025,23597
New Mexico,45,27763,24410
New Mexico,46,27754,24957
New Mexico,47,28991,23810
New Mexico,48,29688,23289
New Mexico,49,30213,23208
New Mexico,50,30411,23688
New Mexico,51,28937,25996
New Mexico,52,29567,26490
New Mexico,53,29151,27394
New Mexico,54,28980,28103
New Mexico,55,28714,28748
New Mexico,56,27834,28765
New Mexico,57,27590,27834
New Mexico,58,26780,27915
New Mexico,59,25850,27815
New Mexico,60,26118,27404
New Mexico,61,25118,27336
New Mexico,62,25343,26327
New Mexico,63,24564,26044
New Mexico,64,18991,25009
New Mexico,65,19335,24566
New Mexico,66,18586,24453
New Mexico,67,18399,23671
New Mexico,68,16334,23235
New Mexico,69,15236,23810
New Mexico,70,14551,17861
New Mexico,71,14048,17549
New Mexico,72,13174,16786
New Mexico,73,12370,16690
New Mexico,74,11761,14677
New Mexico,75,11498,13593
New Mexico,76,10152,12543
New Mexico,77,9803,11976
New Mexico,78,9679,10998
New Mexico,79,9098,10260
New Mexico,80,8654,9516
New Mexico,81,7752,8972
New Mexico,82,7289,7788
New Mexico,83,6530,7115
New Mexico,84,6015,6771
New York,0,231872,233692
New York,1,228324,232647
New York,2,233072,229937
New York,3,232970,232293
New York,4,229582,231488
New York,5,230797,235003
New York,6,232285,229543
New York,7,231693,222723
New York,8,232511,228433
New York,9,236670,228940
New York,10,240496,227929
New York,11,237605,229115
New York,12,239517,231319
New York,13,243311,231622
New York,14,250526,231647
New York,15,258066,237450
New York,16,264616,244054
New York,17,271017,242724
New York,18,279823,256456
New York,19,292035,255697
New York,20,292090,263079
New York,21,280317,269659
New York,22,276733,275679
New York,23,274365,285538
New York,24,280939,289949
New York,25,283971,304888
New York,26,271590,311074
New York,27,276436,299160
New York,28,272202,294843
New York,29,270051,287964
New York,30,279135,286120
New York,31,253300,286537
New York,32,254741,270968
New York,33,246100,271225
New York,34,242031,267892
New York,35,251853,259824
New York,36,233875,271087
New York,37,240916,250957
New York,38,252167,244739
New York,39,272393,243040
New York,40,282985,234255
New York,41,262720,244454
New York,42,264338,232347
New York,43,266386,233412
New York,44,277267,243910
New York,45,296251,261590
New York,46,291441,274139
New York,47,290565,260379
New York,48,286629,258107
New York,49,292773,258580
New York,50,301831,266313
New York,51,284287,283311
New York,52,285747,284312
New York,53,276413,281236
New York,54,271275,276850
New York,55,270589,279285
New York,56,251207,287111
New York,57,246145,274024
New York,58,238084,270492
New York,59,231280,265338
New York,60,232798,254856
New York,61,221185,253650
New York,62,224484,237821
New York,63,218330,227077
New York,64,169446,217965
New York,65,168338,211255
New York,66,161823,207607
New York,67,166572,197880
New York,68,144057,192189
New York,69,132423,200584
New York,70,129492,149051
New York,71,121751,146281
New York,72,118401,138313
New York,73,110680,144321
New York,74,107066,125559
New York,75,103357,113097
New York,76,94966,108711
New York,77,94564,101364
New York,78,91174,97373
New York,79,90747,89224
New York,80,88241,84325
New York,81,82307,80794
New York,82,79500,72180
New York,83,73677,69029
New York,84,67936,64972
North Carolina,0,123334,120842
North Carolina,1,125071,121976
North Carolina,2,127755,121168
North Carolina,3,128666,121420
North Carolina,4,127212,120904
North Carolina,5,126082,123328
North Carolina,6,126417,125504
North Carolina,7,125169,127739
North Carolina,8,127037,131432
North Carolina,9,131239,132166
North Carolina,10,130243,131304
North Carolina,11,127490,130436
North Carolina,12,125761,131026
North Carolina,13,123398,129649
North Carolina,14,124211,130289
North Carolina,15,125824,133824
North Carolina,16,127463,134819
North Carolina,17,129250,130875
North Carolina,18,133286,133006
North Carolina,19,136860,130395
North Carolina,20,133171,127891
North Carolina,21,126635,127498
North Carolina,22,121499,128793
North Carolina,23,118655,133119
North Carolina,24,119927,136229
North Carolina,25,120179,137864
North Carolina,26,117383,136665
North Carolina,27,122448,133892
North Carolina,28,121245,129889
North Carolina,29,122852,126755
North Carolina,30,125916,126202
North Carolina,31,119680,127020
North Carolina,32,122956,123195
North Carolina,33,119846,126779
North Carolina,34,118526,127544
North Carolina,35,124620,127425
North Carolina,36,121796,130670
North Carolina,37,127575,125240
North Carolina,38,133974,125768
North Carolina,39,142219,125072
North Carolina,40,139626,121781
North Carolina,41,131619,127111
North Carolina,42,129545,125447
North Carolina,43,129716,129171
North Carolina,44,131342,136891
North Carolina,45,139406,144757
North Carolina,46,140175,143903
North Carolina,47,139473,135468
North Carolina,48,138689,132458
North Carolina,49,138890,131665
North Carolina,50,139848,132510
North Carolina,51,134003,139439
North Carolina,52,134762,141613
North Carolina,53,131256,140904
North Carolina,54,129466,139541
North Carolina,55,127461,139936
North Carolina,56,123618,140414
North Carolina,57,120229,135669
North Carolina,58,117387,134295
North Carolina,59,111864,133346
North Carolina,60,112273,129087
North Carolina,61,110631,127408
North Carolina,62,114918,124194
North Carolina,63,113091,119678
North Carolina,64,87110,116696
North Carolina,65,86965,112652
North Carolina,66,85957,109692
North Carolina,67,85758,107768
North Carolina,68,75080,108663
North Carolina,69,69281,111968
North Carolina,70,65333,83403
North Carolina,71,61658,81517
North Carolina,72,58840,78509
North Carolina,73,54542,79452
North Carolina,74,54173,68189
North Carolina,75,51506,61972
North Carolina,76,45700,57177
North Carolina,77,44904,52768
North Carolina,78,42086,49730
North Carolina,79,39479,45268
North Carolina,80,38209,43024
North Carolina,81,35578,40843
North Carolina,82,33652,35452
North Carolina,83,30655,33129
North Carolina,84,27315,30479
North Dakota,0,8931,11505
North Dakota,1,9116,11432
North Dakota,2,8938,11246
North Dakota,3,8938,10525
North Dakota,4,8672,10528
North Dakota,5,8436,10112
North Dakota,6,8255,9923
North Dakota,7,7902,9939
North Dakota,8,7755,9912
North Dakota,9,7728,9913
North Dakota,10,7738,9659
North Dakota,11,7819,9312
North Dakota,12,8106,9123
North Dakota,13,8050,8778
North Dakota,14,8077,8596
North Dakota,15,8184,8501
North Dakota,16,8553,8640
North Dakota,17,8673,8666
North Dakota,18,9772,9787
North Dakota,19,11883,12563
North Dakota,20,11973,12390
North Dakota,21,11487,12684
North Dakota,22,11335,13896
North Dakota,23,10994,13492
North Dakota,24,10571,13346
North Dakota,25,10124,12584
North Dakota,26,9586,12071
North Dakota,27,9700,11590
North Dakota,28,9416,10457
North Dakota,29,8920,10391
North Dakota,30,8911,10960
North Dakota,31,8152,10726
North Dakota,32,7997,10398
North Dakota,33,7484,10700
North Dakota,34,7285,10554
North Dakota,35,7293,10099
North Dakota,36,7045,9781
North Dakota,37,7080,9201
North Dakota,38,7279,8829
North Dakota,39,7629,8288
North Dakota,40,7669,8087
North Dakota,41,7413,7927
North Dakota,42,7348,7719
North Dakota,43,7485,7525
North Dakota,44,7812,7863
North Dakota,45,8448,8171
North Dakota,46,8806,8152
North Dakota,47,9380,7974
North Dakota,48,9563,7834
North Dakota,49,9979,7874
North Dakota,50,10199,8192
North Dakota,51,10000,8700
North Dakota,52,10125,9152
North Dakota,53,9848,9601
North Dakota,54,10042,9695
North Dakota,55,9895,10147
North Dakota,56,9417,10179
North Dakota,57,9348,10026
North Dakota,58,9069,9929
North Dakota,59,8205,9786
North Dakota,60,7959,9582
North Dakota,61,7615,9421
North Dakota,62,7534,8924
North Dakota,63,7084,8674
North Dakota,64,5679,8324
North Dakota,65,5674,7716
North Dakota,66,5628,7199
North Dakota,67,5394,6877
North Dakota,68,4818,6616
North Dakota,69,4514,6822
North Dakota,70,4254,5034
North Dakota,71,4319,4967
North Dakota,72,4165,4873
North Dakota,73,4114,4840
North Dakota,74,3993,4266
North Dakota,75,3939,3876
North Dakota,76,3648,3676
North Dakota,77,3649,3604
North Dakota,78,3648,3484
North Dakota,79,3484,3376
North Dakota,80,3449,3229
North Dakota,81,3315,3139
North Dakota,82,3114,2883
North Dakota,83,2907,2766
North Dakota,84,2763,2609
Ohio,0,139042,137896
Ohio,1,142120,138919
Ohio,2,144818,140841
Ohio,3,147833,141018
Ohio,4,147043,139249
Ohio,5,146140,138840
Ohio,6,148915,140007
Ohio,7,147347,141576
Ohio,8,150501,145293
Ohio,9,154986,146739
Ohio,10,155807,147107
Ohio,11,154038,146211
Ohio,12,154731,148738
Ohio,13,153104,147562
Ohio,14,157018,148405
Ohio,15,159229,153713
Ohio,16,162020,155872
Ohio,17,166058,154186
Ohio,18,168224,151384
Ohio,19,168053,152802
Ohio,20,163758,151041
Ohio,21,156699,151645
Ohio,22,151067,152828
Ohio,23,144244,154034
Ohio,24,145350,160351
Ohio,25,144725,160709
Ohio,26,138994,162281
Ohio,27,142934,156002
Ohio,28,143398,152778
Ohio,29,145764,147974
Ohio,30,147405,147426
Ohio,31,138371,148009
Ohio,32,137693,140554
Ohio,33,133191,142836
Ohio,34,132697,144089
Ohio,35,137121,144286
Ohio,36,132232,147449
Ohio,37,138660,139510
Ohio,38,148893,136201
Ohio,39,159711,134154
Ohio,40,157543,130290
Ohio,41,149344,135377
Ohio,42,147721,131298
Ohio,43,150769,134980
Ohio,44,154542,143996
Ohio,45,166183,154596
Ohio,46,168163,155314
Ohio,47,169142,147489
Ohio,48,173430,144637
Ohio,49,177432,146439
Ohio,50,180180,148843
Ohio,51,177587,158432
Ohio,52,181532,162756
Ohio,53,175938,162775
Ohio,54,171560,165546
Ohio,55,170215,169268
Ohio,56,160620,170551
Ohio,57,157103,168657
Ohio,58,153358,170625
Ohio,59,145487,168270
Ohio,60,144371,161362
Ohio,61,140036,159048
Ohio,62,143037,151529
Ohio,63,139191,145553
Ohio,64,98780,140432
Ohio,65,98945,135023
Ohio,66,99389,130018
Ohio,67,104013,126369
Ohio,68,92415,124255
Ohio,69,84107,131188
Ohio,70,79864,90430
Ohio,71,78146,87077
Ohio,72,75496,85371
Ohio,73,70028,91079
Ohio,74,67850,80220
Ohio,75,65742,72493
Ohio,76,58625,67272
Ohio,77,58734,64039
Ohio,78,57501,61571
Ohio,79,56936,56295
Ohio,80,54535,53178
Ohio,81,51188,50509
Ohio,82,49886,44294
