name,age,pop_2010,pop_2016
Ohio,83,46253,42126
Ohio,84,42004,39675
Oklahoma,0,51949,52409
Oklahoma,1,52676,53454
Oklahoma,2,53328,53251
Oklahoma,3,53861,54172
Oklahoma,4,52312,53624
Oklahoma,5,52374,53514
Oklahoma,6,52161,53727
Oklahoma,7,51400,53720
Oklahoma,8,51828,54795
Oklahoma,9,51577,54809
Oklahoma,10,52222,53652
Oklahoma,11,51585,53659
Oklahoma,12,50985,53520
Oklahoma,13,49529,52618
Oklahoma,14,49363,52317
Oklahoma,15,49941,52454
Oklahoma,16,50854,53066
Oklahoma,17,51747,52811
Oklahoma,18,54088,50964
Oklahoma,19,55513,50838
Oklahoma,20,54512,51955
Oklahoma,21,52632,53371
Oklahoma,22,51380,55221
Oklahoma,23,50937,55592
Oklahoma,24,52119,57871
Oklahoma,25,52460,58184
Oklahoma,26,51302,56778
Oklahoma,27,53091,53929
Oklahoma,28,51883,52282
Oklahoma,29,51313,51204
Oklahoma,30,52496,52025
Oklahoma,31,47264,53687
Oklahoma,32,46927,52501
Oklahoma,33,45767,54177
Oklahoma,34,44954,53409
Oklahoma,35,46678,52167
Oklahoma,36,43409,53095
Oklahoma,37,44919,48843
Oklahoma,38,46484,47149
Oklahoma,39,48539,46995
Oklahoma,40,49027,45114
Oklahoma,41,44707,46854
Oklahoma,42,43924,44306
Oklahoma,43,43741,44881
Oklahoma,44,45183,46079
Oklahoma,45,50294,48258
Oklahoma,46,50761,48827
Oklahoma,47,52610,45568
Oklahoma,48,52900,43989
Oklahoma,49,53946,43602
Oklahoma,50,55491,44131
Oklahoma,51,51979,48578
Oklahoma,52,53135,50092
Oklahoma,53,52174,51320
Oklahoma,54,51406,51494
Oklahoma,55,51151,52302
Oklahoma,56,48665,53363
Oklahoma,57,47084,50872
Oklahoma,58,45286,50417
Oklahoma,59,43728,50343
Oklahoma,60,43645,48619
Oklahoma,61,42168,48545
Oklahoma,62,43063,46667
Oklahoma,63,42633,44362
Oklahoma,64,33009,42334
Oklahoma,65,34546,41155
Oklahoma,66,34126,39929
Oklahoma,67,32772,38792
Oklahoma,68,29998,38048
Oklahoma,69,27965,40188
Oklahoma,70,27036,29650
Oklahoma,71,25497,30202
Oklahoma,72,24133,29419
Oklahoma,73,22330,29027
Oklahoma,74,22096,25480
Oklahoma,75,21789,23484
Oklahoma,76,19606,22721
Oklahoma,77,19019,21134
Oklahoma,78,17599,19689
Oklahoma,79,17071,17804
Oklahoma,80,16295,16782
Oklahoma,81,14485,16204
Oklahoma,82,13853,14323
Oklahoma,83,12913,13311
Oklahoma,84,11767,12226
Oregon,0,46042,46900
Oregon,1,47019,47327
Oregon,2,48344,47315
Oregon,3,48503,46994
Oregon,4,47648,47264
Oregon,5,47167,47214
Oregon,6,47679,48142
Oregon,7,47047,48301
Oregon,8,47119,49465
Oregon,9,48202,49749
Oregon,10,48968,48859
Oregon,11,48367,48451
Oregon,12,47999,48471
Oregon,13,48712,48005
Oregon,14,48507,47726
Oregon,15,49062,48791
Oregon,16,49423,50045
Oregon,17,50645,49708
Oregon,18,52237,49103
Oregon,19,53409,48679
Oregon,20,52299,49891
Oregon,21,50384,51641
Oregon,22,49176,53435
Oregon,23,49553,55300
Oregon,24,50623,57187
Oregon,25,52133,60325
Oregon,26,51608,59877
Oregon,27,52850,58363
Oregon,28,53717,56037
Oregon,29,53579,55011
Oregon,30,54928,56256
Oregon,31,50887,56787
Oregon,32,52276,56285
Oregon,33,50505,57165
Oregon,34,49817,57632
Oregon,35,50261,57347
Oregon,36,47854,58346
Oregon,37,48419,54291
Oregon,38,50246,53755
Oregon,39,53741,53258
Oregon,40,54226,51555
Oregon,41,50272,52022
Oregon,42,47698,49704
Oregon,43,47481,49502
Oregon,44,48161,51341
Oregon,45,50618,54272
Oregon,46,51332,55039
Oregon,47,52466,51913
Oregon,48,53380,49207
Oregon,49,54820,48249
Oregon,50,55810,48726
Oregon,51,53835,50435
Oregon,52,55584,51688
Oregon,53,55624,52663
Oregon,54,55266,53178
Oregon,55,56488,54876
Oregon,56,55954,55311
Oregon,57,55780,54007
Oregon,58,53698,54715
Oregon,59,51468,55688
Oregon,60,51537,54526
Oregon,61,49014,55535
Oregon,62,49785,55471
Oregon,63,49193,54859
Oregon,64,36613,52968
Oregon,65,37000,51264
Oregon,66,36650,50329
Oregon,67,35923,48546
Oregon,68,31400,47666
Oregon,69,28874,49428
Oregon,70,27166,35704
Oregon,71,25592,35222
Oregon,72,23956,34202
Oregon,73,22416,34081
Oregon,74,21064,29205
Oregon,75,20174,26318
Oregon,76,18383,24465
Oregon,77,18097,22430
Oregon,78,17666,20830
Oregon,79,17280,19124
Oregon,80,16256,17580
Oregon,81,15300,16300
Oregon,82,14895,14400
Oregon,83,14180,13625
Oregon,84,13388,12905
Pennsylvania,0,141549,140495
Pennsylvania,1,143641,141680
Pennsylvania,2,147390,143286
Pennsylvania,3,148588,143037
Pennsylvania,4,148367,143267
Pennsylvania,5,148230,144764
Pennsylvania,6,150513,144363
Pennsylvania,7,149530,144469
Pennsylvania,8,150523,148714
Pennsylvania,9,154837,149313
Pennsylvania,10,157503,149879
Pennsylvania,11,155680,149595
Pennsylvania,12,156560,152077
Pennsylvania,13,158332,151142
Pennsylvania,14,163107,151803
Pennsylvania,15,167787,156229
Pennsylvania,16,172917,160946
Pennsylvania,17,177246,159746
Pennsylvania,18,189180,168885
Pennsylvania,19,198032,177276
Pennsylvania,20,191785,170654
Pennsylvania,21,183000,169655
Pennsylvania,22,172533,165362
Pennsylvania,23,163161,165049
Pennsylvania,24,162120,170204
Pennsylvania,25,158541,171097
Pennsylvania,26,153988,176527
Pennsylvania,27,157526,175397
Pennsylvania,28,154870,174023
Pennsylvania,29,154428,170502
Pennsylvania,30,155586,167086
Pennsylvania,31,146136,165309
Pennsylvania,32,145808,157194
Pennsylvania,33,140486,159700
Pennsylvania,34,139959,158462
Pennsylvania,35,143534,156300
Pennsylvania,36,141152,157726
Pennsylvania,37,147665,149220
Pennsylvania,38,158908,146518
Pennsylvania,39,171373,143850
Pennsylvania,40,171394,139557
Pennsylvania,41,165685,143898
Pennsylvania,42,166352,141197
Pennsylvania,43,170718,145524
Pennsylvania,44,175735,155315
Pennsylvania,45,187902,167491
Pennsylvania,46,188543,170022
Pennsylvania,47,188410,164148
Pennsylvania,48,192684,163194
Pennsylvania,49,197228,166299
Pennsylvania,50,199936,170386
Pennsylvania,51,197880,180958
Pennsylvania,52,200850,183773
Pennsylvania,53,195115,182863
Pennsylvania,54,190530,185011
Pennsylvania,55,188956,189786
Pennsylvania,56,180475,190814
Pennsylvania,57,177283,189341
Pennsylvania,58,171030,190702
Pennsylvania,59,161190,188243
Pennsylvania,60,158078,180453
Pennsylvania,61,154491,178477
Pennsylvania,62,160104,171428
Pennsylvania,63,157537,165555
Pennsylvania,64,113081,159164
Pennsylvania,65,114759,151547
Pennsylvania,66,116869,145590
Pennsylvania,67,121167,141131
Pennsylvania,68,104282,141183
Pennsylvania,69,95932,149812
Pennsylvania,70,90753,104667
Pennsylvania,71,89101,101437
Pennsylvania,72,86127,101473
Pennsylvania,73,81031,107414
Pennsylvania,74,79531,92752
Pennsylvania,75,77067,83160
Pennsylvania,76,70594,77745
Pennsylvania,77,71564,74123
Pennsylvania,78,71831,71744
Pennsylvania,79,71290,65831
Pennsylvania,80,68523,62985
Pennsylvania,81,64709,60349
Pennsylvania,82,64309,53693
Pennsylvania,83,59182,52152
Pennsylvania,84,55059,50465
Rhode Island,0,10959,10846
Rhode Island,1,11124,10989
Rhode Island,2,11705,10776
Rhode Island,3,11640,10906
Rhode Island,4,12020,11191
Rhode Island,5,11938,10982
Rhode Island,6,12162,11011
Rhode Island,7,11973,10883
Rhode Island,8,12182,11442
Rhode Island,9,12185,11515
Rhode Island,10,12452,11871
Rhode Island,11,12622,11805
Rhode Island,12,12681,12135
Rhode Island,13,12890,11940
Rhode Island,14,13179,12103
Rhode Island,15,13623,12231
Rhode Island,16,14108,12772
Rhode Island,17,14513,12983
Rhode Island,18,17418,16624
Rhode Island,19,20021,18425
Rhode Island,20,19443,17429
Rhode Island,21,18397,16760
Rhode Island,22,16288,15106
Rhode Island,23,14084,14769
Rhode Island,24,13356,14568
Rhode Island,25,13292,14817
Rhode Island,26,12894,15217
Rhode Island,27,12947,15012
Rhode Island,28,12944,15368
Rhode Island,29,13028,14287
Rhode Island,30,13107,13710
Rhode Island,31,12123,13626
Rhode Island,32,12087,13082
Rhode Island,33,11572,13199
Rhode Island,34,11512,13062
Rhode Island,35,11948,12817
Rhode Island,36,11669,13089
Rhode Island,37,12245,12278
Rhode Island,38,12984,12050
Rhode Island,39,14081,11691
Rhode Island,40,14653,11424
Rhode Island,41,13871,12009
Rhode Island,42,14389,11734
Rhode Island,43,14600,11983
Rhode Island,44,15087,12585
Rhode Island,45,16246,13600
Rhode Island,46,15822,14194
Rhode Island,47,15901,13698
Rhode Island,48,16464,13975
Rhode Island,49,16565,14198
Rhode Island,50,16525,14634
Rhode Island,51,16158,15469
Rhode Island,52,16439,15521
Rhode Island,53,16028,15380
Rhode Island,54,15796,15682
Rhode Island,55,15523,15870
Rhode Island,56,14638,15825
Rhode Island,57,14172,15422
Rhode Island,58,13509,15518
Rhode Island,59,12761,15298
Rhode Island,60,12905,14896
Rhode Island,61,12344,14640
Rhode Island,62,12532,13743
Rhode Island,63,12698,13151
Rhode Island,64,9475,12506
Rhode Island,65,9392,11818
Rhode Island,66,9091,11510
Rhode Island,67,9408,11146
Rhode Island,68,7795,10702
Rhode Island,69,7119,11862
Rhode Island,70,6775,8499
Rhode Island,71,6384,8281
Rhode Island,72,6295,7924
Rhode Island,73,5873,8251
Rhode Island,74,5753,6940
Rhode Island,75,5524,6233
Rhode Island,76,5328,5825
Rhode Island,77,5396,5477
Rhode Island,78,4998,5240
Rhode Island,79,5405,4910
Rhode Island,80,5173,4657
Rhode Island,81,5023,4406
Rhode Island,82,5147,4020
Rhode Island,83,4752,4117
Rhode Island,84,4524,3786
South Carolina,0,59000,58245
South Carolina,1,60151,58704
South Carolina,2,61157,58783
South Carolina,3,62304,58062
South Carolina,4,59686,59340
South Carolina,5,59129,59599
South Carolina,6,58758,60620
South Carolina,7,58258,61783
South Carolina,8,59030,63501
South Carolina,9,60677,64181
South Carolina,10,61796,62349
South Carolina,11,59474,61512
South Carolina,12,59009,61464
South Carolina,13,58317,60621
South Carolina,14,58696,60813
South Carolina,15,59975,62469
South Carolina,16,61501,63602
South Carolina,17,63548,61717
South Carolina,18,67408,62203
South Carolina,19,72470,63771
South Carolina,20,70498,62523
South Carolina,21,66802,63938
South Carolina,22,62131,64643
South Carolina,23,59155,65529
South Carolina,24,59502,67658
South Carolina,25,59257,70098
South Carolina,26,58370,70779
South Carolina,27,59251,67675
South Carolina,28,58842,64443
South Carolina,29,59561,62237
South Carolina,30,60002,61157
South Carolina,31,56971,61519
South Carolina,32,56651,60294
South Carolina,33,55277,61591
South Carolina,34,53699,61823
South Carolina,35,56087,61504
South Carolina,36,55448,62525
South Carolina,37,57620,59519
South Carolina,38,60205,58865
South Carolina,39,63430,57958
South Carolina,40,62820,55996
South Carolina,41,59637,57968
South Carolina,42,58691,57692
South Carolina,43,59372,59466
South Carolina,44,61680,62202
South Carolina,45,66053,65650
South Carolina,46,66905,65348
South Carolina,47,65911,62214
South Carolina,48,65812,60821
South Carolina,49,66927,61422
South Carolina,50,67178,63268
South Carolina,51,64788,67319
South Carolina,52,66018,68792
South Carolina,53,64737,68112
South Carolina,54,63570,67736
South Carolina,55,64035,69016
South Carolina,56,61442,68849
South Carolina,57,60669,66609
South Carolina,58,59336,67440
South Carolina,59,57624,67101
South Carolina,60,58298,65283
South Carolina,61,57092,65763
South Carolina,62,59784,64063
South Carolina,63,59627,62699
South Carolina,64,45718,61273
South Carolina,65,46394,60605
South Carolina,66,45825,59976
South Carolina,67,45875,59103
South Carolina,68,40133,59639
South Carolina,69,37335,60773
South Carolina,70,34879,45300
South Carolina,71,32283,44635
South Carolina,72,30646,43163
South Carolina,73,28193,43030
South Carolina,74,27484,37062
South Carolina,75,26338,33745
South Carolina,76,23477,31091
South Carolina,77,22795,27793
South Carolina,78,20894,25967
South Carolina,79,19745,23091
South Carolina,80,18195,21712
South Carolina,81,16944,20429
South Carolina,82,16062,17684
South Carolina,83,14543,16491
South Carolina,84,13122,14795
South Dakota,0,11651,12217
South Dakota,1,11834,12156
South Dakota,2,12188,12542
South Dakota,3,12194,12377
South Dakota,4,11758,12077
South Dakota,5,11657,12066
South Dakota,6,11407,12030
South Dakota,7,10959,11906
South Dakota,8,10711,12202
South Dakota,9,10798,12273
South Dakota,10,11006,12039
South Dakota,11,10828,11873
South Dakota,12,10543,11701
South Dakota,13,10767,11332
South Dakota,14,10816,10897
South Dakota,15,10885,11091
South Dakota,16,11268,11343
South Dakota,17,11532,11165
South Dakota,18,11739,10869
South Dakota,19,12057,12260
South Dakota,20,11682,12136
South Dakota,21,11472,11867
South Dakota,22,11310,11936
South Dakota,23,10947,11906
South Dakota,24,10950,12437
South Dakota,25,11185,11241
South Dakota,26,10807,10931
South Dakota,27,10840,10740
South Dakota,28,10902,11008
South Dakota,29,10926,11069
South Dakota,30,11014,10816
South Dakota,31,9923,11423
South Dakota,32,9580,11039
South Dakota,33,9468,11232
South Dakota,34,9258,11243
South Dakota,35,9053,11207
South Dakota,36,8714,11222
South Dakota,37,8756,10360
South Dakota,38,9229,9924
South Dakota,39,9577,9693
South Dakota,40,9620,9332
South Dakota,41,9193,9294
South Dakota,42,9173,8795
South Dakota,43,9330,8849
South Dakota,44,9716,9244
South Dakota,45,10611,9739
South Dakota,46,11261,9742
South Dakota,47,11637,9463
South Dakota,48,11793,9200
South Dakota,49,12073,9433
South Dakota,50,12369,9719
South Dakota,51,11696,10462
South Dakota,52,11924,11185
South Dakota,53,11636,11448
South Dakota,54,11736,11634
South Dakota,55,11432,12103
South Dakota,56,11225,12240
South Dakota,57,10875,11837
South Dakota,58,10676,11828
South Dakota,59,10013,11829
South Dakota,60,9754,11576
South Dakota,61,9245,11534
South Dakota,62,9190,11295
South Dakota,63,8553,10826
South Dakota,64,6831,10623
South Dakota,65,6722,10266
South Dakota,66,6899,9737
South Dakota,67,6744,9236
South Dakota,68,5968,8963
South Dakota,69,5612,8644
South Dakota,70,5500,6434
South Dakota,71,5241,6293
South Dakota,72,5016,6247
South Dakota,73,4991,6276
South Dakota,74,4935,5368
South Dakota,75,4552,4853
South Dakota,76,4336,4721
South Dakota,77,4303,4431
South Dakota,78,4310,4180
South Dakota,79,4223,4058
South Dakota,80,4061,4056
South Dakota,81,3855,3773
South Dakota,82,3561,3389
South Dakota,83,3387,3275
South Dakota,84,3140,3089
Tennessee,0,79018,81020
Tennessee,1,80173,82015
Tennessee,2,83290,81083
Tennessee,3,82937,81024
Tennessee,4,82399,82457
Tennessee,5,81600,80211
Tennessee,6,82286,81555
Tennessee,7,81577,82372
Tennessee,8,82528,85420
Tennessee,9,84193,85267
Tennessee,10,85542,84690
Tennessee,11,84580,83583
Tennessee,12,83101,84421
Tennessee,13,82355,83691
Tennessee,14,83368,83998
Tennessee,15,84390,85784
Tennessee,16,85792,87141
Tennessee,17,86886,86063
Tennessee,18,88939,82158
Tennessee,19,90408,79808
Tennessee,20,88371,82940
Tennessee,21,85120,86251
Tennessee,22,82484,90646
Tennessee,23,81578,93198
Tennessee,24,82559,96091
Tennessee,25,82039,99011
Tennessee,26,80802,96944
Tennessee,27,83086,92058
Tennessee,28,82692,87590
Tennessee,29,83717,84475
Tennessee,30,85333,84732
Tennessee,31,80794,85531
Tennessee,32,80647,82944
Tennessee,33,78779,85516
Tennessee,34,77216,84909
Tennessee,35,80932,85248
Tennessee,36,78826,86999
Tennessee,37,82304,82812
Tennessee,38,86441,81860
Tennessee,39,91941,80856
Tennessee,40,90603,78264
Tennessee,41,84420,81568
Tennessee,42,82408,80131
Tennessee,43,83939,82721
Tennessee,44,86805,86646
Tennessee,45,93268,91966
Tennessee,46,93756,92024
Tennessee,47,93178,86519
Tennessee,48,92420,83160
Tennessee,49,93360,83833
Tennessee,50,95077,86131
Tennessee,51,91204,91794
Tennessee,52,92239,93510
Tennessee,53,91023,92618
Tennessee,54,89423,91637
Tennessee,55,89083,92298
Tennessee,56,85772,92809
Tennessee,57,82153,90289
Tennessee,58,80450,89408
Tennessee,59,77407,89636
Tennessee,60,77958,86362
Tennessee,61,77269,85836
Tennessee,62,79192,83720
Tennessee,63,77664,79543
Tennessee,64,58632,76740
Tennessee,65,60475,74552
Tennessee,66,59470,73107
Tennessee,67,59492,73083
Tennessee,68,52653,72492
Tennessee,69,48453,75203
Tennessee,70,46444,54142
Tennessee,71,43629,53999
Tennessee,72,41300,52574
Tennessee,73,37596,53172
Tennessee,74,37587,46085
Tennessee,75,35175,41660
Tennessee,76,31747,39359
Tennessee,77,30499,36232
Tennessee,78,29470,33925
Tennessee,79,27641,30258
Tennessee,80,26263,28941
Tennessee,81,23866,27020
Tennessee,82,22711,23474
Tennessee,83,20391,21852
Tennessee,84,18755,20215
Texas,0,379845,405899
Texas,1,381345,408699
Texas,2,390119,406396
Texas,3,390262,400103
Texas,4,386901,398074
Texas,5,387454,404997
Texas,6,385859,403653
Texas,7,383648,404226
Texas,8,382494,413435
Texas,9,388780,412008
Texas,10,387307,409351
Texas,11,377604,408192
Texas,12,373652,407754
Texas,13,372194,403484
Texas,14,371127,400281
Texas,15,371716,405090
Texas,16,376128,407170
Texas,17,379341,395664
Texas,18,377320,379272
Texas,19,369579,373051
Texas,20,362332,372927
Texas,21,351960,379151
Texas,22,351254,393859
Texas,23,354571,404080
Texas,24,360584,420085
Texas,25,363534,422744
Texas,26,357891,419816
Texas,27,368833,405914
Texas,28,365586,399594
Texas,29,368391,397087
Texas,30,369760,400740
Texas,31,344534,403503
Texas,32,345511,393412
Texas,33,341052,400645
Texas,34,341184,399217
Texas,35,347015,396496
Texas,36,336512,398461
Texas,37,344139,373568
Texas,38,354704,366254
Texas,39,366073,364488
Texas,40,361234,359060
Texas,41,337066,364954
Texas,42,329820,355288
Texas,43,325840,357864
Texas,44,331036,367922
Texas,45,350492,378227
Texas,46,350563,374255
Texas,47,353659,351106
Texas,48,349022,339983
Texas,49,352432,332435
Texas,50,354151,334993
Texas,51,336494,349257
Texas,52,337456,352257
Texas,53,327129,352690
Texas,54,318300,348214
Texas,55,312847,348522
Texas,56,293986,349246
Texas,57,285898,333769
Texas,58,270322,328388
Texas,59,259459,322689
Texas,60,255697,309019
Texas,61,244774,302910
Texas,62,247107,287246
Texas,63,240069,274308
Texas,64,187061,259527
Texas,65,189298,250000
Texas,66,183770,242570
Texas,67,175570,233115
Texas,68,157073,228961
Texas,69,147407,233357
Texas,70,137388,176010
Texas,71,129621,173623
Texas,72,124292,166708
Texas,73,115477,162547
Texas,74,112396,141558
Texas,75,108856,131513
Texas,76,98122,121777
Texas,77,94060,111578
Texas,78,89700,105787
Texas,79,86538,96204
Texas,80,82638,90909
Texas,81,74186,86555
Texas,82,68469,76288
Texas,83,63665,70904
Texas,84,58288,65486
Utah,0,52675,51162
Utah,1,53077,51065
Utah,2,53276,50419
Utah,3,53092,51077
Utah,4,51804,49727
Utah,5,51526,50541
Utah,6,50610,52444
Utah,7,50158,52797
Utah,8,48606,53837
Utah,9,48672,53515
Utah,10,48332,52433
Utah,11,46479,52420
Utah,12,45311,51616
Utah,13,44607,51136
Utah,14,43222,49508
Utah,15,43459,49763
Utah,16,42816,49882
Utah,17,43306,48431
Utah,18,45738,46419
Utah,19,45664,43816
Utah,20,42000,44522
Utah,21,44933,48444
Utah,22,45465,52143
Utah,23,46170,53830
Utah,24,46660,53118
Utah,25,46151,52391
Utah,26,44583,47100
Utah,27,45873,44516
Utah,28,45662,42311
Utah,29,45790,40316
Utah,30,46120,41113
Utah,31,43745,43893
Utah,32,43892,43527
Utah,33,41874,45427
Utah,34,39442,45915
Utah,35,37843,46152
Utah,36,35431,46713
Utah,37,34600,44759
Utah,38,34593,43891
Utah,39,35048,43045
Utah,40,33915,40037
Utah,41,31132,38780
Utah,42,30058,36155
Utah,43,29596,35155
Utah,44,28731,34863
Utah,45,29951,35392
Utah,46,30418,34598
Utah,47,31347,31797
Utah,48,31273,30533
Utah,49,31515,29852
Utah,50,31642,29006
Utah,51,30425,29710
Utah,52,30640,30376
Utah,53,29990,31126
Utah,54,29332,31274
Utah,55,28822,31478
Utah,56,27833,31504
Utah,57,26932,30483
Utah,58,25459,30318
Utah,59,24036,30186
Utah,60,23569,29122
Utah,61,22580,28631
Utah,62,22691,27692
Utah,63,21647,26594
Utah,64,16627,25122
Utah,65,16955,24039
Utah,66,17530,23125
Utah,67,16695,22325
Utah,68,14661,21510
Utah,69,13639,21924
Utah,70,12902,16200
Utah,71,12262,16063
Utah,72,11779,16263
Utah,73,11052,16143
Utah,74,10749,13610
Utah,75,10358,12565
Utah,76,9349,11851
Utah,77,9056,10877
Utah,78,8648,10302
Utah,79,8424,9523
Utah,80,7902,9110
Utah,81,7433,8495
Utah,82,6823,7471
Utah,83,6365,6920
Utah,84,5889,6470
Vermont,0,5968,6051
Vermont,1,6203,6111
Vermont,2,6505,6187
Vermont,3,6719,6039
Vermont,4,6557,6253
Vermont,5,6791,6177
Vermont,6,6909,6272
Vermont,7,7030,6200
Vermont,8,6878,6514
Vermont,9,7046,6728
Vermont,10,7404,6533
Vermont,11,7458,6761
Vermont,12,7563,6870
Vermont,13,7611,6963
Vermont,14,7602,6899
Vermont,15,8250,6913
Vermont,16,8219,7478
Vermont,17,8521,7579
Vermont,18,9851,9532
Vermont,19,11127,11104
Vermont,20,10380,10763
Vermont,21,9592,10334
Vermont,22,8761,9177
Vermont,23,7631,8514
Vermont,24,7196,8256
Vermont,25,7171,7846
Vermont,26,6955,7150
Vermont,27,7007,6849
Vermont,28,6960,7306
Vermont,29,7091,7278
Vermont,30,7287,7114
Vermont,31,6688,7398
Vermont,32,6915,7159
Vermont,33,6545,7259
Vermont,34,6530,7149
Vermont,35,6901,7198
Vermont,36,6612,7385
Vermont,37,6942,6949
Vermont,38,7413,6767
Vermont,39,8295,6769
Vermont,40,8461,6525
Vermont,41,8030,6941
Vermont,42,8073,6651
Vermont,43,8469,6845
Vermont,44,8758,7271
Vermont,45,9481,8018
Vermont,46,9717,8347
Vermont,47,9967,7939
Vermont,48,10112,7823
Vermont,49,10660,8196
Vermont,50,10408,8372
Vermont,51,10581,8956
Vermont,52,10651,9269
Vermont,53,10456,9569
Vermont,54,10328,9678
Vermont,55,10306,10152
Vermont,56,9918,10018
Vermont,57,9783,9886
Vermont,58,9536,10116
Vermont,59,9178,9997
Vermont,60,8835,9790
Vermont,61,8795,9685
Vermont,62,8814,9386
Vermont,63,8428,9097
Vermont,64,6357,8752
Vermont,65,6538,8544
Vermont,66,6281,8047
Vermont,67,6396,7907
Vermont,68,5135,7699
Vermont,69,5040,8093
Vermont,70,4458,5655
Vermont,71,4255,5837
Vermont,72,4103,5508
Vermont,73,3716,5710
Vermont,74,3616,4676
Vermont,75,3494,4286
Vermont,76,3237,3843
Vermont,77,3177,3556
Vermont,78,3060,3452
Vermont,79,2992,3042
Vermont,80,2909,2877
Vermont,81,2688,2763
Vermont,82,2647,2537
Vermont,83,2291,2394
Vermont,84,2248,2223
Virginia,0,100078,101443
Virginia,1,99747,102266
Virginia,2,103616,101937
Virginia,3,103466,101872
Virginia,4,102720,102983
Virginia,5,102271,103321
Virginia,6,102681,102665
Virginia,7,101357,101744
Virginia,8,101788,105700
Virginia,9,103755,105626
Virginia,10,103931,104759
Virginia,11,102062,104870
Virginia,12,101406,104859
Virginia,13,101716,104296
Virginia,14,102132,103399
Virginia,15,105444,105812
Virginia,16,106694,107165
Virginia,17,108811,105389
Virginia,18,111412,108537
Virginia,19,114923,109268
Virginia,20,113045,108859
Virginia,21,109762,112977
Virginia,22,107522,112515
Virginia,23,106387,112564
Virginia,24,107822,114366
Virginia,25,108028,114931
Virginia,26,105529,114974
Virginia,27,108909,112916
Virginia,28,108159,110088
Virginia,29,107736,110908
Virginia,30,109301,112675
Virginia,31,101154,113084
Virginia,32,101795,110701
Virginia,33,98429,111783
Virginia,34,96923,113378
Virginia,35,100849,112521
Virginia,36,97445,113500
Virginia,37,101625,107339
Virginia,38,107911,104315
Virginia,39,114331,103503
Virginia,40,114558,100223
Virginia,41,109245,103450
Virginia,42,108450,100869
Virginia,43,110615,103614
Virginia,44,114052,109474
Virginia,45,122926,115239
Virginia,46,124008,116131
Virginia,47,123340,110943
Virginia,48,121807,108588
Virginia,49,122985,109436
Virginia,50,123620,112070
Virginia,51,119226,119458
Virginia,52,119412,122067
Virginia,53,115473,121147
Virginia,54,113156,119558
Virginia,55,111180,119385
Virginia,56,105990,119004
Virginia,57,102855,115131
Virginia,58,97651,113939
Virginia,59,94409,111515
Virginia,60,94377,107176
Virginia,61,92197,105182
Virginia,62,94268,100495
Virginia,63,92053,96715
Virginia,64,69388,91269
Virginia,65,69713,88407
Virginia,66,68441,86175
Virginia,67,68497,85005
Virginia,68,59109,83706
Virginia,69,54542,87955
Virginia,70,51526,64174
Virginia,71,48553,62721
Virginia,72,46150,61085
Virginia,73,42562,62252
Virginia,74,40714,53044
Virginia,75,39007,47989
Virginia,76,35220,44952
Virginia,77,34948,41433
Virginia,78,33041,38771
Virginia,79,31711,35613
Virginia,80,30286,32911
Virginia,81,27706,31044
Virginia,82,26331,26938
Virginia,83,24291,25628
Virginia,84,22187,23614
Washington,0,87016,91223
Washington,1,87607,91720
Washington,2,89399,90589
Washington,3,89097,90530
Washington,4,86538,91277
Washington,5,86550,91028
Washington,6,85890,91991
Washington,7,84916,91163
Washington,8,85058,93204
Washington,9,87463,92387
Washington,10,88130,90199
Washington,11,87626,89505
Washington,12,87497,89010
Washington,13,87399,87798
Washington,14,87582,87249
Washington,15,89007,89433
Washington,16,90813,90765
Washington,17,93768,90423
Washington,18,94291,87094
Washington,19,93216,83915
Washington,20,92444,85213
Washington,21,89957,88525
Washington,22,88753,93681
Washington,23,88653,99012
Washington,24,91673,105126
Washington,25,93290,111063
Washington,26,92365,110947
Washington,27,94846,107338
Washington,28,95363,104730
Washington,29,94832,103207
Washington,30,96007,104067
Washington,31,89033,105535
Washington,32,88763,102360
Washington,33,87301,103815
Washington,34,85843,104106
Washington,35,87932,102715
Washington,36,83475,102667
Washington,37,85264,96102
Washington,38,89790,93320
Washington,39,96968,92070
Washington,40,98426,89382
Washington,41,92137,90750
Washington,42,89240,86928
Washington,43,87692,86932
Washington,44,88979,90457
Washington,45,95506,97346
Washington,46,97073,99638
Washington,47,99243,94356
Washington,48,98738,90146
Washington,49,100848,88353
Washington,50,101506,88768
Washington,51,98289,93735
Washington,52,99802,96970
Washington,53,98150,98453
Washington,54,97107,98137
Washington,55,97073,99903
Washington,56,93331,99886
Washington,57,92104,97388
Washington,58,86832,97218
Washington,59,83609,97007
Washington,60,82762,94769
Washington,61,79677,94376
Washington,62,81055,91609
Washington,63,79017,89227
Washington,64,59552,84250
Washington,65,60360,81781
Washington,66,59058,79228
Washington,67,57090,76312
Washington,68,49203,75320
Washington,69,44765,77772
Washington,70,41931,57066
Washington,71,39486,55949
Washington,72,37771,54140
Washington,73,34718,53572
Washington,74,32840,45367
Washington,75,31563,40625
Washington,76,28765,37364
Washington,77,27985,34706
Washington,78,27005,32745
Washington,79,26750,29619
Washington,80,25115,27310
Washington,81,23421,25460
Washington,82,22138,22767
Washington,83,20867,21512
Washington,84,19577,19959
West Virginia,0,20222,19645
West Virginia,1,20418,19815
West Virginia,2,21343,20182
West Virginia,3,21137,20689
West Virginia,4,20940,20688
West Virginia,5,20985,20466
West Virginia,6,21138,20225
