President	Start Date	End Date	% Approval	% Disapproval	% No opinion/data
Barack Obama	3/10/2016	3/12/2016	49	47	4
Barack Obama	3/11/2016	3/13/2016	51	46	3
Barack Obama	3/12/2016	3/14/2016	51	46	3
Barack Obama	3/13/2016	3/15/2016	52	45	3
Barack Obama	3/14/2016	3/16/2016	50	47	3
Barack Obama	3/15/2016	3/17/2016	49	47	4
Barack Obama	3/16/2016	3/18/2016	49	46	5
Barack Obama	3/17/2016	3/19/2016	52	44	4
Barack Obama	3/18/2016	3/20/2016	50	45	5
Barack Obama	3/19/2016	3/21/2016	51	45	4
Barack Obama	3/20/2016	3/22/2016	51	46	3
Barack Obama	3/21/2016	3/23/2016	52	45	3
Barack Obama	3/22/2016	3/24/2016	52	45	3
Barack Obama	3/23/2016	3/25/2016	53	44	3
Barack Obama	3/24/2016	3/26/2016	53	44	3
Barack Obama	3/25/2016	3/28/2016	53	44	3
Barack Obama	3/26/2016	3/29/2016	51	46	3
Barack Obama	3/28/2016	3/30/2016	49	47	4
Barack Obama	3/29/2016	3/31/2016	49	47	4
Barack Obama	3/30/2016	4/1/2016	50	46	4
Barack Obama	3/31/2016	4/2/2016	52	45	3
Barack Obama	4/1/2016	4/3/2016	52	43	5
Barack Obama	4/2/2016	4/4/2016	53	43	4
Barack Obama	4/3/2016	4/5/2016	51	44	5
Barack Obama	4/4/2016	4/6/2016	52	44	4
Barack Obama	4/5/2016	4/7/2016	52	44	4
Barack Obama	4/6/2016	4/8/2016	52	44	4
Barack Obama	4/7/2016	4/9/2016	51	45	4
Barack Obama	4/8/2016	4/10/2016	49	46	5
Barack Obama	4/9/2016	4/11/2016	48	48	4
Barack Obama	4/10/2016	4/12/2016	47	48	5
Barack Obama	4/11/2016	4/13/2016	48	48	4
Barack Obama	4/12/2016	4/14/2016	48	47	5
Barack Obama	4/13/2016	4/15/2016	49	47	4
Barack Obama	4/14/2016	4/16/2016	50	46	4
Barack Obama	4/15/2016	4/17/2016	49	47	4
Barack Obama	4/16/2016	4/18/2016	49	48	3
Barack Obama	4/17/2016	4/19/2016	51	46	3
Barack Obama	4/18/2016	4/20/2016	52	44	4
Barack Obama	4/19/2016	4/21/2016	51	44	5
Barack Obama	4/20/2016	4/22/2016	50	46	4
Barack Obama	4/21/2016	4/23/2016	50	46	4
Barack Obama	4/22/2016	4/24/2016	52	45	3
Barack Obama	4/23/2016	4/25/2016	50	46	4
Barack Obama	4/24/2016	4/26/2016	50	45	5
Barack Obama	4/25/2016	4/27/2016	49	46	5
Barack Obama	4/26/2016	4/28/2016	50	46	4
Barack Obama	4/27/2016	4/29/2016	50	46	4
Barack Obama	4/28/2016	4/30/2016	52	45	3
Barack Obama	4/29/2016	5/1/2016	52	45	3
Barack Obama	4/30/2016	5/2/2016	52	45	3
Barack Obama	5/1/2016	5/3/2016	51	45	4
Barack Obama	5/2/2016	5/4/2016	50	46	4
Barack Obama	5/3/2016	5/5/2016	51	45	4
Barack Obama	5/4/2016	5/6/2016	52	45	3
Barack Obama	5/5/2016	5/7/2016	53	43	4
Barack Obama	5/6/2016	5/8/2016	53	43	4
Barack Obama	5/7/2016	5/9/2016	53	43	4
Barack Obama	5/8/2016	5/10/2016	52	44	4
Barack Obama	5/9/2016	5/11/2016	52	44	4
Barack Obama	5/10/2016	5/12/2016	50	47	3
Barack Obama	5/11/2016	5/13/2016	50	46	4
Barack Obama	5/12/2016	5/14/2016	50	46	4
Barack Obama	5/13/2016	5/15/2016	51	44	5
Barack Obama	5/14/2016	5/16/2016	50	44	6
Barack Obama	5/15/2016	5/17/2016	50	45	5
Barack Obama	5/16/2016	5/18/2016	49	46	5
Barack Obama	5/17/2016	5/19/2016	51	45	4
Barack Obama	5/18/2016	5/20/2016	52	44	4
Barack Obama	5/19/2016	5/21/2016	52	43	5
Barack Obama	5/20/2016	5/22/2016	50	45	5
Barack Obama	5/21/2016	5/23/2016	52	44	4
Barack Obama	5/22/2016	5/24/2016	53	43	4
Barack Obama	5/23/2016	5/25/2016	52	44	4
Barack Obama	5/24/2016	5/26/2016	50	45	5
Barack Obama	5/25/2016	5/27/2016	50	46	4
Barack Obama	5/26/2016	5/28/2016	52	44	4
Barack Obama	5/27/2016	5/29/2016	53	44	3
Barack Obama	5/28/2016	5/30/2016	52	44	4
Barack Obama	5/29/2016	5/31/2016	51	45	4
Barack Obama	5/30/2016	6/1/2016	52	44	4
Barack Obama	5/31/2016	6/2/2016	51	45	4
Barack Obama	6/1/2016	6/3/2016	53	43	4
Barack Obama	6/2/2016	6/4/2016	51	44	5
Barack Obama	6/3/2016	6/5/2016	50	44	6
Barack Obama	6/4/2016	6/6/2016	51	44	5
Barack Obama	6/5/2016	6/7/2016	50	46	4
Barack Obama	6/6/2016	6/8/2016	53	43	4
Barack Obama	6/7/2016	6/9/2016	52	43	5
Barack Obama	6/8/2016	6/10/2016	54	42	4
Barack Obama	6/9/2016	6/11/2016	52	44	4
Barack Obama	6/10/2016	6/12/2016	52	44	4
Barack Obama	6/11/2016	6/13/2016	53	44	3
Barack Obama	6/12/2016	6/14/2016	53	44	3
Barack Obama	6/13/2016	6/15/2016	53	44	3
Barack Obama	6/14/2016	6/16/2016	53	45	2
Barack Obama	6/15/2016	6/17/2016	53	43	4
Barack Obama	6/16/2016	6/18/2016	53	44	3
Barack Obama	6/17/2016	6/19/2016	52	44	4
Barack Obama	6/18/2016	6/20/2016	50	45	5
Barack Obama	6/19/2016	6/21/2016	49	45	6
Barack Obama	6/20/2016	6/22/2016	49	46	5
Barack Obama	6/21/2016	6/23/2016	50	45	5
Barack Obama	6/22/2016	6/24/2016	50	46	4
Barack Obama	6/23/2016	6/25/2016	50	45	5
Barack Obama	6/24/2016	6/26/2016	50	45	5
Barack Obama	6/25/2016	6/27/2016	51	44	5
Barack Obama	6/26/2016	6/28/2016	51	44	5
Barack Obama	6/27/2016	6/29/2016	52	44	4
Barack Obama	6/28/2016	6/30/2016	51	45	4
Barack Obama	6/29/2016	7/1/2016	51	45	4
Barack Obama	6/30/2016	7/2/2016	51	45	4
Barack Obama	7/1/2016	7/3/2016	51	44	5
Barack Obama	7/2/2016	7/5/2016	50	45	5
Barack Obama	7/3/2016	7/6/2016	50	45	5
Barack Obama	7/5/2016	7/7/2016	51	45	4
Barack Obama	7/6/2016	7/8/2016	51	45	4
Barack Obama	7/7/2016	7/9/2016	51	45	4
Barack Obama	7/8/2016	7/10/2016	51	46	3
Barack Obama	7/9/2016	7/11/2016	49	47	4
Barack Obama	7/10/2016	7/12/2016	48	48	4
Barack Obama	7/11/2016	7/14/2016	47	48	5
Barack Obama	7/12/2016	7/15/2016	49	47	4
Barack Obama	7/14/2016	7/16/2016	49	46	5
Barack Obama	7/15/2016	7/17/2016	51	44	5
Barack Obama	7/16/2016	7/18/2016	49	46	5
Barack Obama	7/17/2016	7/19/2016	49	47	4
Barack Obama	7/18/2016	7/20/2016	49	47	4
Barack Obama	7/19/2016	7/22/2016	49	47	4
Barack Obama	7/20/2016	7/23/2016	49	47	4
Barack Obama	7/22/2016	7/24/2016	49	48	3
Barack Obama	7/23/2016	7/25/2016	50	46	4
Barack Obama	7/24/2016	7/26/2016	51	45	4
Barack Obama	7/25/2016	7/27/2016	51	46	3
Barack Obama	7/26/2016	7/28/2016	52	44	4
Barack Obama	7/27/2016	7/29/2016	53	43	4
Barack Obama	7/28/2016	7/30/2016	54	42	4
Barack Obama	7/29/2016	7/31/2016	54	43	3
Barack Obama	7/30/2016	8/1/2016	53	44	3
Barack Obama	7/31/2016	8/2/2016	52	44	4
Barack Obama	8/1/2016	8/3/2016	51	44	5
Barack Obama	8/2/2016	8/4/2016	50	45	5
Barack Obama	8/3/2016	8/5/2016	49	46	5
Barack Obama	8/4/2016	8/6/2016	52	45	3
Barack Obama	8/5/2016	8/7/2016	53	44	3
Barack Obama	8/6/2016	8/8/2016	52	45	3
Barack Obama	8/7/2016	8/9/2016	50	45	5
Barack Obama	8/8/2016	8/10/2016	49	46	5
Barack Obama	8/9/2016	8/11/2016	53	42	5
Barack Obama	8/10/2016	8/12/2016	53	43	4
Barack Obama	8/11/2016	8/13/2016	54	43	3
Barack Obama	8/12/2016	8/14/2016	53	44	3
Barack Obama	8/13/2016	8/15/2016	51	45	4
Barack Obama	8/14/2016	8/16/2016	52	45	3
Barack Obama	8/15/2016	8/18/2016	51	45	4
Barack Obama	8/16/2016	8/19/2016	52	45	3
Barack Obama	8/18/2016	8/20/2016	51	46	3
Barack Obama	8/19/2016	8/21/2016	52	44	4
Barack Obama	8/20/2016	8/22/2016	50	45	5
Barack Obama	8/21/2016	8/23/2016	51	44	5
Barack Obama	8/22/2016	8/24/2016	48	46	6
Barack Obama	8/23/2016	8/25/2016	51	44	5
Barack Obama	8/24/2016	8/26/2016	51	43	6
Barack Obama	8/25/2016	8/27/2016	52	44	4
Barack Obama	8/26/2016	8/28/2016	51	44	0
Barack Obama	8/27/2016	8/29/2016	51	44	5
Barack Obama	8/28/2016	8/30/2016	52	43	5
Barack Obama	8/29/2016	8/31/2016	52	44	4
Barack Obama	8/30/2016	9/1/2016	52	44	4
Barack Obama	8/31/2016	9/2/2016	51	45	4
Barack Obama	9/1/2016	9/3/2016	52	44	4
Barack Obama	9/2/2016	9/4/2016	52	44	4
Barack Obama	9/3/2016	9/5/2016	52	44	4
Barack Obama	9/4/2016	9/6/2016	51	45	4
Barack Obama	9/5/2016	9/8/2016	50	46	4
Barack Obama	9/6/2016	9/9/2016	50	46	4
Barack Obama	9/8/2016	9/10/2016	50	45	5
Barack Obama	9/9/2016	9/11/2016	51	45	4
Barack Obama	9/10/2016	9/12/2016	50	46	4
Barack Obama	9/11/2016	9/13/2016	53	44	3
Barack Obama	9/12/2016	9/14/2016	52	45	3
Barack Obama	9/13/2016	9/15/2016	54	43	3
Barack Obama	9/14/2016	9/16/2016	53	45	2
Barack Obama	9/15/2016	9/17/2016	52	44	4
Barack Obama	9/16/2016	9/18/2016	51	45	4
Barack Obama	9/17/2016	9/19/2016	51	45	4
Barack Obama	9/18/2016	9/20/2016	53	44	3
Barack Obama	9/19/2016	9/21/2016	52	45	3
Barack Obama	9/20/2016	9/22/2016	52	44	4
Barack Obama	9/21/2016	9/23/2016	53	42	5
Barack Obama	9/22/2016	9/24/2016	54	41	5
Barack Obama	9/23/2016	9/25/2016	54	41	5
Barack Obama	9/24/2016	9/26/2016	51	44	5
Barack Obama	9/25/2016	9/27/2016	50	45	5
Barack Obama	9/26/2016	9/28/2016	51	45	4
Barack Obama	9/27/2016	9/29/2016	52	44	4
Barack Obama	9/28/2016	9/30/2016	53	44	3
Barack Obama	9/29/2016	10/1/2016	52	45	3
Barack Obama	9/30/2016	10/2/2016	54	43	3
Barack Obama	10/1/2016	10/3/2016	54	43	3
Barack Obama	10/2/2016	10/4/2016	54	43	3
Barack Obama	10/3/2016	10/6/2016	51	45	4
Barack Obama	10/4/2016	10/7/2016	51	46	3
Barack Obama	10/6/2016	10/8/2016	52	46	2
Barack Obama	10/7/2016	10/9/2016	53	44	3
Barack Obama	10/8/2016	10/10/2016	55	42	3
Barack Obama	10/9/2016	10/11/2016	54	42	4
Barack Obama	10/10/2016	10/12/2016	53	42	5
Barack Obama	10/11/2016	10/13/2016	53	43	4
Barack Obama	10/12/2016	10/14/2016	54	42	4
Barack Obama	10/13/2016	10/15/2016	55	41	4
Barack Obama	10/14/2016	10/16/2016	54	43	3
Barack Obama	10/15/2016	10/17/2016	54	43	3
Barack Obama	10/16/2016	10/18/2016	53	44	3
Barack Obama	10/17/2016	10/19/2016	55	42	3
Barack Obama	10/18/2016	10/20/2016	55	42	3
Barack Obama	10/19/2016	10/21/2016	57	40	3
Barack Obama	10/20/2016	10/22/2016	56	41	3
Barack Obama	10/21/2016	10/23/2016	54	43	3
Barack Obama	10/22/2016	10/24/2016	52	46	2
Barack Obama	10/23/2016	10/25/2016	52	44	4
Barack Obama	10/24/2016	10/26/2016	53	44	3
Barack Obama	10/25/2016	10/27/2016	54	43	3
Barack Obama	10/26/2016	10/28/2016	53	44	3
Barack Obama	10/27/2016	10/29/2016	55	43	2
Barack Obama	10/28/2016	10/30/2016	54	44	2
Barack Obama	10/29/2016	10/31/2016	53	45	2
Barack Obama	10/30/2016	11/2/2016	51	47	4
Barack Obama	10/31/2016	11/3/2016	49	48	3
Barack Obama	11/2/2016	11/4/2016	51	46	3
Barack Obama	11/3/2016	11/5/2016	53	44	3
Barack Obama	11/4/2016	11/6/2016	56	41	3
Barack Obama	11/5/2016	11/7/2016	56	42	8
Barack Obama	11/6/2016	11/8/2016	56	42	2
Barack Obama	11/7/2016	11/9/2016	56	42	2
Barack Obama	11/8/2016	11/10/2016	58	40	2
Barack Obama	11/9/2016	11/11/2016	57	40	3
Barack Obama	11/10/2016	11/12/2016	57	41	2
Barack Obama	11/11/2016	11/13/2016	57	40	3
Barack Obama	11/12/2016	11/14/2016	57	40	3
Barack Obama	11/13/2016	11/15/2016	56	40	4
Barack Obama	11/14/2016	11/16/2016	56	41	3
Barack Obama	11/15/2016	11/17/2016	56	42	2
Barack Obama	11/16/2016	11/18/2016	58	40	2
Barack Obama	11/17/2016	11/19/2016	56	41	3
Barack Obama	11/18/2016	11/20/2016	57	40	3
Barack Obama	11/19/2016	11/21/2016	56	42	2
Barack Obama	11/20/2016	11/22/2016	55	42	3
Barack Obama	11/21/2016	11/23/2016	55	42	3
Barack Obama	11/22/2016	11/25/2016	56	40	4
Barack Obama	11/23/2016	11/26/2016	56	40	4
Barack Obama	11/25/2016	11/27/2016	57	39	4
Barack Obama	11/26/2016	11/28/2016	57	39	4
Barack Obama	11/27/2016	11/29/2016	57	40	3
Barack Obama	11/28/2016	12/1/2016	54	43	3
Barack Obama	11/29/2016	12/2/2016	53	45	2
Barack Obama	12/1/2016	12/3/2016	53	44	3
Barack Obama	12/2/2016	12/4/2016	54	42	4
Barack Obama	12/3/2016	12/5/2016	54	42	4
Barack Obama	12/4/2016	12/6/2016	55	41	4
Barack Obama	12/5/2016	12/8/2016	56	41	3
Barack Obama	12/6/2016	12/9/2016	59	39	2
Barack Obama	12/8/2016	12/10/2016	58	40	2
Barack Obama	12/9/2016	12/11/2016	59	39	2
Barack Obama	12/10/2016	12/12/2016	56	41	3
Barack Obama	12/11/2016	12/13/2016	57	40	3
Barack Obama	12/12/2016	12/14/2016	56	41	3
Barack Obama	12/13/2016	12/15/2016	56	41	3
Barack Obama	12/14/2016	12/16/2016	56	40	4
Barack Obama	12/15/2016	12/17/2016	56	40	4
Barack Obama	12/16/2016	12/18/2016	57	38	5
Barack Obama	12/17/2016	12/19/2016	57	39	4
Barack Obama	12/18/2016	12/20/2016	57	39	4
Barack Obama	12/19/2016	12/21/2016	56	40	4
Barack Obama	12/20/2016	12/22/2016	56	40	4
Barack Obama	12/21/2016	12/23/2016	56	41	3
Barack Obama	12/22/2016	12/26/2016	56	40	4
Barack Obama	12/23/2016	12/27/2016	56	40	4
Barack Obama	12/26/2016	12/28/2016	55	40	5
Barack Obama	12/27/2016	12/29/2016	56	41	3
Barack Obama	12/28/2016	12/30/2016	55	40	5
Barack Obama	12/29/2016	1/2/2017	54	42	4
Barack Obama	12/30/2016	1/3/2017	53	43	4
Barack Obama	1/2/2017	1/4/2017	54	43	3
Barack Obama	1/3/2017	1/5/2017	56	42	2
Barack Obama	1/4/2017	1/6/2017	56	41	3
Barack Obama	1/5/2017	1/7/2017	56	40	4
Barack Obama	1/6/2017	1/8/2017	56	41	3
Barack Obama	1/7/2017	1/9/2017	56	40	0
Barack Obama	1/8/2017	1/10/2017	55	42	3
Barack Obama	1/9/2017	1/11/2017	57	40	3
Barack Obama	1/10/2017	1/12/2017	57	40	3
Barack Obama	1/11/2017	1/13/2017	58	37	5
Barack Obama	1/12/2017	1/14/2017	57	39	4
Barack Obama	1/13/2017	1/15/2017	57	38	5
Barack Obama	1/14/2017	1/17/2017	57	39	4
Barack Obama	1/15/2017	1/18/2017	58	38	4
Barack Obama	1/17/2017	1/19/2017	59	37	4
Donald J. Trump	1/20/2017	1/22/2017	45	45	10
Donald J. Trump	1/21/2017	1/23/2017	45	46	9
Donald J. Trump	1/22/2017	1/24/2017	46	45	9
Donald J. Trump	1/23/2017	1/25/2017	46	45	9
Donald J. Trump	1/24/2017	1/26/2017	45	48	7
Donald J. Trump	1/25/2017	1/27/2017	42	50	8
Donald J. Trump	1/26/2017	1/28/2017	42	51	7
Donald J. Trump	1/27/2017	1/29/2017	43	50	7
Donald J. Trump	1/28/2017	1/30/2017	43	51	6
Donald J. Trump	1/29/2017	1/31/2017	43	52	5
Donald J. Trump	1/30/2017	2/1/2017	43	52	5
Donald J. Trump	1/31/2017	2/2/2017	43	52	5
Donald J. Trump	2/1/2017	2/3/2017	44	50	6
Donald J. Trump	2/2/2017	2/4/2017	42	53	5
Donald J. Trump	2/3/2017	2/5/2017	42	52	6
Donald J. Trump	2/4/2017	2/6/2017	42	54	4
Donald J. Trump	2/5/2017	2/7/2017	43	52	5
Donald J. Trump	2/6/2017	2/8/2017	43	52	5
Donald J. Trump	2/7/2017	2/9/2017	42	52	6
Donald J. Trump	2/8/2017	2/10/2017	41	53	6
Donald J. Trump	2/9/2017	2/11/2017	40	55	5
Donald J. Trump	2/10/2017	2/12/2017	40	54	6
Donald J. Trump	2/11/2017	2/13/2017	40	54	6
Donald J. Trump	2/12/2017	2/14/2017	40	53	7
Donald J. Trump	2/13/2017	2/15/2017	40	54	6
Donald J. Trump	2/14/2017	2/16/2017	38	56	6
Donald J. Trump	2/15/2017	2/17/2017	40	55	5
Donald J. Trump	2/16/2017	2/18/2017	41	55	4
Donald J. Trump	2/17/2017	2/19/2017	42	53	5
Donald J. Trump	2/18/2017	2/20/2017	41	53	6
Donald J. Trump	2/19/2017	2/21/2017	42	52	6
Donald J. Trump	2/20/2017	2/22/2017	43	52	5
Donald J. Trump	2/21/2017	2/23/2017	43	52	5
Donald J. Trump	2/22/2017	2/24/2017	41	53	6
Donald J. Trump	2/23/2017	2/25/2017	41	54	5
Donald J. Trump	2/24/2017	2/26/2017	42	54	4
Donald J. Trump	2/25/2017	2/27/2017	42	54	4
Donald J. Trump	2/26/2017	2/28/2017	43	52	5
Donald J. Trump	2/27/2017	3/1/2017	43	51	6
Donald J. Trump	2/28/2017	3/2/2017	43	51	6
Donald J. Trump	3/1/2017	3/3/2017	43	51	6
Donald J. Trump	3/2/2017	3/4/2017	43	50	7
Donald J. Trump	3/3/2017	3/5/2017	44	50	6
Donald J. Trump	3/4/2017	3/6/2017	43	51	6
Donald J. Trump	3/5/2017	3/7/2017	42	53	5
Donald J. Trump	3/6/2017	3/8/2017	41	53	6
Donald J. Trump	3/7/2017	3/9/2017	42	52	6
Donald J. Trump	3/8/2017	3/10/2017	44	49	7
Donald J. Trump	3/9/2017	3/11/2017	45	49	6
Donald J. Trump	3/10/2017	3/12/2017	42	51	7
Donald J. Trump	3/11/2017	3/13/2017	39	55	6
Donald J. Trump	3/12/2017	3/14/2017	40	54	6
Donald J. Trump	3/13/2017	3/15/2017	42	53	5
Donald J. Trump	3/14/2017	3/16/2017	41	54	5
Donald J. Trump	3/15/2017	3/17/2017	40	55	5
Donald J. Trump	3/16/2017	3/18/2017	37	58	5
Donald J. Trump	3/17/2017	3/19/2017	39	55	6
Donald J. Trump	3/18/2017	3/20/2017	39	56	5
Donald J. Trump	3/19/2017	3/21/2017	40	55	5
Donald J. Trump	3/20/2017	3/22/2017	39	56	5
Donald J. Trump	3/21/2017	3/23/2017	41	54	5
Donald J. Trump	3/22/2017	3/24/2017	41	54	5
Donald J. Trump	3/23/2017	3/25/2017	40	54	6
Donald J. Trump	3/24/2017	3/26/2017	36	57	7
Donald J. Trump	3/25/2017	3/27/2017	36	56	8
Donald J. Trump	3/26/2017	3/28/2017	35	59	6
Donald J. Trump	3/27/2017	3/29/2017	38	57	5
Donald J. Trump	3/28/2017	3/30/2017	38	56	6
Donald J. Trump	3/29/2017	3/31/2017	40	56	4
Donald J. Trump	3/30/2017	4/1/2017	38	57	5
Donald J. Trump	3/31/2017	4/2/2017	38	57	5
Donald J. Trump	4/1/2017	4/3/2017	39	55	6
Donald J. Trump	4/2/2017	4/4/2017	42	52	6
Donald J. Trump	4/3/2017	4/5/2017	41	53	6
Donald J. Trump	4/4/2017	4/6/2017	40	54	6
Donald J. Trump	4/5/2017	4/7/2017	40	54	6
Donald J. Trump	4/6/2017	4/8/2017	40	54	6
Donald J. Trump	4/7/2017	4/9/2017	40	53	7
Donald J. Trump	4/8/2017	4/10/2017	40	54	6
Donald J. Trump	4/9/2017	4/11/2017	41	52	7
Donald J. Trump	4/10/2017	4/12/2017	40	54	6
Donald J. Trump	4/11/2017	4/13/2017	40	55	5
Donald J. Trump	4/12/2017	4/14/2017	39	55	6
Donald J. Trump	4/13/2017	4/15/2017	41	53	6
Donald J. Trump	4/14/2017	4/17/2017	41	52	7
Donald J. Trump	4/15/2017	4/18/2017	42	52	6
Donald J. Trump	4/17/2017	4/19/2017	43	50	7
Donald J. Trump	4/18/2017	4/20/2017	43	51	6
Donald J. Trump	4/19/2017	4/21/2017	42	52	6
Donald J. Trump	4/20/2017	4/22/2017	40	54	6
Donald J. Trump	4/21/2017	4/23/2017	40	54	6
Donald J. Trump	4/22/2017	4/24/2017	40	55	5
Donald J. Trump	4/23/2017	4/25/2017	39	56	5
Donald J. Trump	4/24/2017	4/26/2017	40	55	5
Donald J. Trump	4/25/2017	4/27/2017	43	52	5
Donald J. Trump	4/26/2017	4/28/2017	43	51	6
Donald J. Trump	4/27/2017	4/29/2017	42	53	5
Donald J. Trump	4/28/2017	4/30/2017	41	55	4
Donald J. Trump	4/29/2017	5/1/2017	42	54	4
Donald J. Trump	4/30/2017	5/2/2017	42	52	6
Donald J. Trump	5/1/2017	5/4/2017	42	52	6
Donald J. Trump	5/2/2017	5/5/2017	40	54	6
Donald J. Trump	5/4/2017	5/6/2017	40	54	6
Donald J. Trump	5/5/2017	5/7/2017	42	53	5
Donald J. Trump	5/6/2017	5/8/2017	40	53	7
Donald J. Trump	5/7/2017	5/9/2017	40	53	7
Donald J. Trump	5/8/2017	5/10/2017	38	55	7
Donald J. Trump	5/9/2017	5/11/2017	41	54	5
Donald J. Trump	5/10/2017	5/12/2017	40	55	5
Donald J. Trump	5/11/2017	5/13/2017	39	56	5
Donald J. Trump	5/12/2017	5/14/2017	38	57	5
Donald J. Trump	5/13/2017	5/15/2017	38	57	5
Donald J. Trump	5/14/2017	5/16/2017	38	57	5
Donald J. Trump	5/15/2017	5/17/2017	38	56	6
Donald J. Trump	5/16/2017	5/18/2017	38	56	6
Donald J. Trump	5/17/2017	5/19/2017	37	56	7
Donald J. Trump	5/18/2017	5/20/2017	38	56	6
Donald J. Trump	5/19/2017	5/21/2017	37	56	7
Donald J. Trump	5/20/2017	5/22/2017	38	56	6
Donald J. Trump	5/21/2017	5/23/2017	39	55	6
Donald J. Trump	5/22/2017	5/24/2017	39	55	6
Donald J. Trump	5/23/2017	5/25/2017	41	54	5
Donald J. Trump	5/24/2017	5/26/2017	41	54	5
Donald J. Trump	5/25/2017	5/27/2017	42	53	5
Donald J. Trump	5/26/2017	5/28/2017	42	53	5
Donald J. Trump	5/27/2017	5/29/2017	41	54	5
Donald J. Trump	5/28/2017	5/30/2017	41	53	6
Donald J. Trump	5/29/2017	5/31/2017	40	54	6
Donald J. Trump	5/30/2017	6/1/2017	39	55	6
Donald J. Trump	5/31/2017	6/2/2017	37	57	6
Donald J. Trump	6/1/2017	6/3/2017	36	58	6
Donald J. Trump	6/2/2017	6/4/2017	37	57	6
Donald J. Trump	6/3/2017	6/5/2017	38	57	5
Donald J. Trump	6/4/2017	6/6/2017	38	57	5
Donald J. Trump	6/5/2017	6/7/2017	37	58	5
Donald J. Trump	6/6/2017	6/8/2017	37	58	5
Donald J. Trump	6/7/2017	6/9/2017	39	56	5
Donald J. Trump	6/8/2017	6/10/2017	38	58	4
Donald J. Trump	6/9/2017	6/11/2017	36	59	5
Donald J. Trump	6/10/2017	6/12/2017	36	60	4
Donald J. Trump	6/11/2017	6/13/2017	36	59	5
Donald J. Trump	6/12/2017	6/14/2017	38	57	5
Donald J. Trump	6/13/2017	6/15/2017	38	57	5
Donald J. Trump	6/14/2017	6/16/2017	39	55	6
Donald J. Trump	6/15/2017	6/17/2017	39	55	6
Donald J. Trump	6/16/2017	6/18/2017	38	56	6
Donald J. Trump	6/17/2017	6/19/2017	37	57	6
Donald J. Trump	6/18/2017	6/20/2017	37	58	5
Donald J. Trump	6/19/2017	6/21/2017	39	56	5
Donald J. Trump	6/20/2017	6/22/2017	42	54	4
Donald J. Trump	6/21/2017	6/23/2017	39	55	6
Donald J. Trump	6/22/2017	6/24/2017	38	57	5
Donald J. Trump	6/23/2017	6/25/2017	36	58	6
Donald J. Trump	6/24/2017	6/26/2017	39	57	4
Donald J. Trump	6/25/2017	6/27/2017	39	56	5
Donald J. Trump	6/26/2017	6/28/2017	40	56	4
Donald J. Trump	6/27/2017	6/29/2017	38	57	5
Donald J. Trump	6/28/2017	6/30/2017	38	57	5
Donald J. Trump	6/29/2017	7/1/2017	37	57	6
Donald J. Trump	6/30/2017	7/2/2017	39	56	5
Donald J. Trump	7/1/2017	7/3/2017	37	57	6
Donald J. Trump	7/2/2017	7/5/2017	37	57	6
Donald J. Trump	7/3/2017	7/6/2017	37	57	6
Donald J. Trump	7/5/2017	7/7/2017	38	56	6
Donald J. Trump	7/6/2017	7/8/2017	39	56	5
Donald J. Trump	7/7/2017	7/9/2017	39	56	5
Donald J. Trump	7/8/2017	7/10/2017	40	55	5
Donald J. Trump	7/9/2017	7/11/2017	40	55	5
Donald J. Trump	7/10/2017	7/13/2017	39	55	6
Donald J. Trump	7/11/2017	7/14/2017	38	57	5
Donald J. Trump	7/13/2017	7/15/2017	38	56	6
Donald J. Trump	7/14/2017	7/16/2017	39	56	5
Donald J. Trump	7/15/2017	7/17/2017	38	56	6
Donald J. Trump	7/16/2017	7/18/2017	37	57	6
Donald J. Trump	7/17/2017	7/19/2017	36	59	5
Donald J. Trump	7/18/2017	7/20/2017	37	58	5
Donald J. Trump	7/19/2017	7/21/2017	38	57	5
Donald J. Trump	7/20/2017	7/22/2017	39	55	6
Donald J. Trump	7/21/2017	7/23/2017	37	58	5
Donald J. Trump	7/22/2017	7/24/2017	36	59	5
Donald J. Trump	7/23/2017	7/25/2017	37	58	5
Donald J. Trump	7/24/2017	7/26/2017	39	55	6
Donald J. Trump	7/25/2017	7/27/2017	39	54	7
Donald J. Trump	7/26/2017	7/28/2017	39	56	5
Donald J. Trump	7/27/2017	7/29/2017	38	57	5
Donald J. Trump	7/28/2017	7/30/2017	37	59	4
Donald J. Trump	7/29/2017	7/31/2017	37	59	4
Donald J. Trump	7/30/2017	8/1/2017	36	60	4
Donald J. Trump	7/31/2017	8/2/2017	36	58	6
Donald J. Trump	8/1/2017	8/3/2017	36	58	6
Donald J. Trump	8/2/2017	8/4/2017	37	55	8
Donald J. Trump	8/3/2017	8/5/2017	38	56	6
Donald J. Trump	8/4/2017	8/6/2017	38	57	5
Donald J. Trump	8/5/2017	8/7/2017	37	59	4
Donald J. Trump	8/6/2017	8/8/2017	36	58	6
Donald J. Trump	8/7/2017	8/9/2017	36	57	7
Donald J. Trump	8/8/2017	8/10/2017	37	56	7
Donald J. Trump	8/9/2017	8/11/2017	37	57	6
Donald J. Trump	8/10/2017	8/12/2017	36	59	5
Donald J. Trump	8/11/2017	8/13/2017	34	61	5
Donald J. Trump	8/12/2017	8/14/2017	36	59	5
Donald J. Trump	8/13/2017	8/15/2017	36	58	6
Donald J. Trump	8/14/2017	8/16/2017	37	57	6
Donald J. Trump	8/15/2017	8/17/2017	38	57	5
