par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
21701,"Rochester","Minnesota","MN",16020,.0058052,.0002497,.0005618,.0015605,.0011236,.0009988,.0008115,.0004994,.0002497,0,.0001248,0,.0000624,0,.0000624,0,8148,.0100638,.0004909,.0011046,.0025773,.0018409,.0017182,.0014728,.0008591,.0004909,0,.0002455,0,.0001227,0,.0001227,0,7872,.0013974,0,0,.0005081,.0003811,.0002541,.000127,.000127,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,.0021561,0,.0004312,.0008624,0,0,.0004312,.0004312,0,0,0,0,0,0,0,0,3610,.0041551,.000277,.000277,.000554,.001108,.000831,.001108,.000277,0,0,0,0,0,0,.000277,0,4717,.003392,0,.000212,.000424,.000636,.000636,.000636,.000212,.000636,0,0,0,0,0,0,0,4284,.0133053,.0007003,.0014006,.0044351,.0025677,.0023343,.0011671,.0011671,.0002334,0,.0004669,0,.0002334,0,0,0
21702,"Austin","Minnesota","MN",4765,.0025184,.0002099,0,.0006296,.0002099,.0002099,.0004197,.0008395,.0002099,0,0,.0002099,0,0,0,0,2441,.0040967,0,0,.0008193,0,.0004097,.0008193,.0016387,.0004097,0,0,0,0,0,0,0,2324,.0008606,.0004303,0,.0004303,.0004303,0,0,0,0,0,0,.0004303,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,.0033761,0,0,.0006752,0,.0006752,.0006752,.0013504,0,0,0,0,0,0,0,0,1251,.0015987,0,0,.0007994,0,0,.0007994,0,0,0,0,0,0,0,0,0,557,.0089767,.0017953,0,.0017953,.0017953,0,0,.0035907,.0017953,0,0,.0017953,0,0,0,0
21801,"Mason City","Iowa","IA",5329,.0020642,0,.0003753,.0003753,.0001877,.0001877,0,.0009383,0,0,0,0,0,0,0,0,2706,.0033259,0,.0007391,.0003695,.0003695,.0003695,0,.0014782,0,0,0,0,0,0,0,0,2623,.0007625,0,0,.0003812,0,0,0,.0003812,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,.0025532,0,0,0,0,0,0,.0025532,0,0,0,0,0,0,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,.0022901,0,0,.0007634,.0007634,0,0,.0007634,0,0,0,0,0,0,0,0,630,.0079365,0,.0031746,.0015873,0,.0015873,0,.0015873,0,0,0,0,0,0,0,0
21802,"Decorah","Iowa","IA",4914,.001628,0,.000407,0,.000407,0,0,.000407,.000407,0,0,0,0,0,0,0,2467,.0020268,0,.0008107,0,.0004054,0,0,.0004054,.0004054,0,0,0,0,0,0,0,2447,.001226,0,0,0,.0004087,0,0,.0004087,.0004087,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,.0017346,0,.0008673,0,0,0,0,.0008673,0,0,0,0,0,0,0,0,1601,.0018738,0,.0006246,0,.0006246,0,0,.0006246,0,0,0,0,0,0,0,0,1153,.0017346,0,0,0,.0008673,0,0,0,.0008673,0,0,0,0,0,0,0,489,.002045,0,0,0,0,0,0,0,.002045,0,0,0,0,0,0,0
21900,"Marshalltown","Iowa","IA",7245,.0040028,0,.0004141,.0004141,.0002761,.000138,.0008282,.0017943,.000138,0,0,0,0,0,0,0,3685,.0065129,0,.0005427,.0005427,.0005427,.0002714,.0013569,.0029851,.0002714,0,0,0,0,0,0,0,3560,.0014045,0,.0002809,.0002809,0,0,.0002809,.0005618,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,.0014981,0,0,.0007491,0,0,0,.0007491,0,0,0,0,0,0,0,0,1994,.0045135,0,0,.001003,0,.0005015,.0005015,.002006,.0005015,0,0,0,0,0,0,0,2139,.0056101,0,.0004675,0,.0004675,0,.0014025,.0032726,0,0,0,0,0,0,0,0,1058,.0056711,0,.0018904,0,.0009452,0,.0018904,.0009452,0,0,0,0,0,0,0,0
22001,"Waterloo","Iowa","IA",14426,.0022875,.000208,.000208,.0006932,.0002773,.0001386,.0004159,.000208,.0003466,0,.0000693,0,0,0,.0000693,.0000693,7172,.0037646,.0004183,.0004183,.000976,.0004183,.0002789,.0008366,.0001394,.0006972,0,.0001394,0,0,0,.0001394,.0001394,7254,.0008271,0,0,.0004136,.0001379,0,0,.0002757,0,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,.0011291,.0003764,0,0,0,0,.0007527,.0003764,0,0,0,0,0,0,.0003764,0,3609,.0013854,0,.0005542,.0002771,.0002771,0,.0002771,0,0,0,0,0,0,0,0,0,3918,.0030628,.0002552,.0002552,.0007657,0,.0002552,.0007657,.0002552,.0007657,0,0,0,0,0,0,.0002552,2532,.0051343,.0003949,0,.0023697,.0011848,.0003949,0,.0003949,.0007899,0,.0003949,0,0,0,0,0
22002,"Iowa Falls","Iowa","IA",2126,.0032926,0,0,.0004704,.0018815,0,.0004704,.0004704,0,0,0,0,0,0,0,0,1095,.003653,0,0,.0009132,.0018265,0,.0009132,0,0,0,0,0,0,0,0,0,1031,.0029098,0,0,0,.0019399,0,0,.0009699,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,.002805,0,0,0,.0014025,0,.0014025,0,0,0,0,0,0,0,0,0,463,.0064795,0,0,0,.0043197,0,0,.0021598,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
22100,"Iowa City","Iowa","IA",11295,.0030987,.0003541,.0001771,.0010624,.0002656,.0007083,.0000885,.0007083,.0000885,.0000885,.0000885,0,.0000885,0,0,.0000885,5718,.0054215,.0005247,.0003498,.0017489,.0003498,.0012242,.0001749,.0013991,.0001749,.0001749,0,0,.0001749,0,0,.0001749,5577,.0007172,.0001793,0,.0003586,.0001793,.0001793,0,0,0,0,.0001793,0,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,.0016367,0,0,.0005456,.0005456,.0005456,0,0,0,0,0,0,0,0,0,0,2824,.0014164,0,.0003541,.0007082,0,0,0,.0003541,0,0,0,0,0,0,0,0,3178,.0040906,.0003147,0,.0012587,.0003147,.0006293,0,.0015733,.0003147,0,0,0,0,0,0,.0003147,2481,.0060459,.0012092,.0004031,.0020153,.0004031,.0020153,.0004031,.0008061,0,.0004031,.0004031,0,.0004031,0,0,0
22200,"Cedar Rapids","Iowa","IA",15383,.0026653,.000065,.00039,.0009101,.00026,.00026,.00026,.00039,.000195,0,0,0,0,.000065,0,0,7757,.0042542,.0001289,.0002578,.0016759,.0002578,.0005157,.0005157,.0007735,.0002578,0,0,0,0,.0001289,0,0,7626,.001049,0,.0005245,.0001311,.0002623,0,0,0,.0001311,0,0,0,0,0,0,0,1294,.0023184,0,0,0,.0007728,0,0,.0007728,.0007728,0,0,0,0,0,0,0,2208,.0013587,0,0,.0009058,.0004529,0,0,0,0,0,0,0,0,0,0,0,3545,.0008463,0,0,0,0,.0002821,0,.0005642,0,0,0,0,0,0,0,0,4594,.0021768,0,.0004354,.000653,.0002177,0,.0004354,0,.0004354,0,0,0,0,0,0,0,3742,.0058792,.0002672,.0010689,.0024051,.0002672,.0008017,.0005345,.0008017,0,0,0,0,0,.0002672,0,0
22300,"Ottumwa","Iowa","IA",9291,.0025831,.0002153,.0002153,.0006458,.0001076,.0001076,.0007534,.0006458,.0001076,0,.0001076,0,0,0,0,.0001076,4738,.0042212,.0004221,.0002111,.0008442,.0002111,.0002111,.0012664,.0012664,.0002111,0,.0002111,0,0,0,0,.0002111,4553,.0008785,0,.0002196,.0004393,0,0,.0002196,0,0,0,0,0,0,0,0,0,1295,.0007722,0,0,0,0,.0007722,0,0,0,0,0,0,0,0,0,0,2109,.0004742,.0004742,0,0,0,0,0,0,.0004742,0,0,0,0,0,0,.0004742,2620,.0019084,0,.0007634,0,.0003817,0,.0003817,.0003817,0,0,0,0,0,0,0,0,2219,.0049572,.0004507,0,.0027039,0,0,.0009013,.001352,0,0,.0004507,0,0,0,0,0,1048,.0057252,0,0,0,0,0,.0038168,.0019084,0,0,0,0,0,0,0,0
22400,"Sheboygan","Wisconsin","WI",13158,.003116,0,.000228,.000456,.000532,.00038,.00076,.000532,.000228,0,0,0,0,0,0,0,6515,.0052187,0,.0004605,.0007675,.000921,.000614,.0015349,.000614,.000307,0,0,0,0,0,0,0,6643,.0010537,0,0,.0001505,.0001505,.0001505,0,.0004516,.0001505,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843,.0016278,0,.0005426,0,0,.0005426,0,.0005426,0,0,0,0,0,0,0,0,3661,.0024583,0,.0002731,.0002731,0,0,.0008194,.0010926,0,0,0,0,0,0,0,0,4653,.0023641,0,0,0,.0004298,.0004298,.0010746,.0004298,0,0,0,0,0,0,0,0,2198,.0081893,0,.000455,.0022748,.0022748,.0009099,.0009099,0,.0013649,0,0,0,0,0,0,0
22500,"Oshkosh","Wisconsin","WI",36399,.0032968,.0000824,.0003022,.0005769,.0003572,.000522,.0006044,.0006868,.0002473,0,0,0,.0000275,0,0,.0000549,18164,.0055604,.0001652,.0004404,.001046,.0003303,.001046,.0011561,.0011011,.0004404,0,0,0,.0000551,0,0,.0001101,18235,.001042,0,.0001645,.0001097,.0003839,0,.0000548,.0002742,.0000548,0,0,0,0,0,0,0,2570,.0011673,.0003891,0,0,.0003891,.0003891,0,.0003891,0,0,0,0,.0003891,0,0,0,5082,.0003935,0,0,.0001968,.0001968,0,0,0,0,0,0,0,0,0,0,0,9248,.0029196,0,.0003244,.0002163,.0001081,.0004325,.0010813,.0005407,.0002163,0,0,0,0,0,0,0,12132,.0030498,0,.0002473,.0003297,0,.0006594,.0006594,.0009067,.0002473,0,0,0,0,0,0,0,7367,.0069228,.0002715,.0006787,.0019004,.0013574,.0008144,.000543,.0010859,.000543,0,0,0,0,0,0,.0002715
22601,"Green Bay","Wisconsin","WI",19601,.0030611,.000051,.0004592,.0007142,.0005612,.0003061,.0001531,.0006632,.0002041,0,.000051,0,0,0,0,0,9779,.0048062,0,.0008181,.0012271,.0005113,.0006136,.0002045,.0012271,.0002045,0,0,0,0,0,0,0,9822,.0013236,.0001018,.0001018,.0002036,.0006109,0,.0001018,.0001018,.0002036,0,.0001018,0,0,0,0,0,1763,.0011344,0,.0005672,0,0,0,0,.0005672,0,0,0,0,0,0,0,0,2940,.0010204,0,0,0,0,0,.0003401,.0003401,.0003401,0,0,0,0,0,0,0,4804,.0020816,.0002082,.0002082,.0010408,.0004163,0,0,.0002082,.0002082,0,.0002082,0,0,0,0,0,5910,.0030457,0,.0006768,0,.0005076,.0006768,0,.0010152,.0001692,0,0,0,0,0,0,0,4184,.0064532,0,.000717,.0021511,.001434,.000478,.000478,.000956,.000239,0,0,0,0,0,0,0
22602,"Shawano","Wisconsin","WI",4121,.0019413,.0002427,.0002427,.0004853,.0002427,.0002427,.000728,0,0,0,0,0,0,.0002427,0,0,2082,.0038425,.0004803,.0004803,.0009606,.0004803,.0004803,.0014409,0,0,0,0,0,0,.0004803,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,.0015291,.0015291,0,0,0,0,.0015291,0,0,0,0,0,0,.0015291,0,0,946,.0010571,0,0,0,0,0,.0010571,0,0,0,0,0,0,0,0,0,1253,.0015962,0,0,.0015962,0,0,0,0,0,0,0,0,0,0,0,0,890,.0022472,0,0,0,0,.0011236,.0011236,0,0,0,0,0,0,0,0,0,378,.005291,0,.0026455,0,.0026455,0,0,0,0,0,0,0,0,0,0,0
22700,"Wausau","Wisconsin","WI",25438,.0031449,.0001966,.0003145,.000511,.0005897,.000511,.0004324,.0005504,.0002359,.0000786,0,0,0,.0000393,0,.0000786,12792,.0052376,.0002345,.0003909,.0009381,.0007036,.0010163,.0008599,.0009381,.0003909,.0000782,0,0,0,.0000782,0,.0000782,12646,.001028,.0001582,.0002372,.0000791,.0004745,0,0,.0001582,.0000791,.0000791,0,0,0,0,0,.0000791,2359,.0012717,0,0,0,0,.0004239,.0008478,0,0,0,0,0,0,0,0,0,4621,.001082,0,.0002164,.0002164,0,.0002164,0,.0004328,0,0,0,0,0,0,0,0,6871,.0032019,.0002911,.0004366,.0007277,.0010188,.0002911,.0001455,.0002911,.0002911,.0001455,0,0,0,0,0,.0001455,7405,.0025658,.0002701,.0002701,.0006752,.000135,.0006752,.0006752,.000135,0,.000135,0,0,0,.000135,0,0,4182,.0074127,.0002391,.0004782,.0004782,.0016738,.0009565,.0007174,.0021521,.0009565,0,0,0,0,0,0,.0002391
22800,"Eau Claire","Wisconsin","WI",19714,.0037537,.0003044,.0004058,.000558,.0004565,.0001522,.0006594,.0009638,.000558,0,0,.0000507,0,.0000507,0,.0002029,9918,.0062513,.000605,.000605,.0009074,.000605,.0003025,.0013107,.0015124,.0010083,0,0,.0001008,0,.0001008,0,.0004033,9794,.0012252,0,.0002042,.0002042,.0003063,0,0,.0004084,.0001021,0,0,0,0,0,0,0,2186,.0022873,.0004575,.0004575,0,0,0,.0004575,.0009149,.0004575,0,0,0,0,.0004575,0,0,3945,.0025349,.0002535,.0002535,.0002535,.0002535,0,.000507,.0010139,.0002535,0,0,0,0,0,0,.0002535,5548,.0027037,.0001802,.0001802,0,.0001802,.0001802,.0009012,.0009012,.0003605,0,0,0,0,0,0,.0001802,5171,.0038677,.0003868,.0003868,.0009669,.0001934,.0001934,.0003868,.0007735,.0009669,0,0,0,0,0,0,.0003868,2864,.0083799,.0003492,.0010475,.0017458,.002095,.0003492,.0010475,.0013966,.0006983,0,0,.0003492,0,0,0,0
22900,"La Crosse","Wisconsin","WI",14410,.002984,.0001388,.0000694,.0006246,.000694,.000347,.0002082,.0009715,.0000694,0,0,0,0,0,.0000694,.0000694,7241,.0049717,.0002762,.0001381,.0011048,.0009667,.0005524,.0004143,.0016572,.0001381,0,0,0,0,0,.0001381,.0001381,7168,.0009766,0,0,.0001395,.0004185,.0001395,0,.000279,0,0,0,0,0,0,0,0,1766,.0011325,.0005663,0,0,.0005663,0,0,0,.0005663,0,0,0,0,0,0,.0005663,2831,.0010597,0,0,.0007065,0,.0003532,0,0,0,0,0,0,0,0,0,0,3913,.0015334,0,0,.0002556,.0005111,.0002556,.0002556,.0002556,0,0,0,0,0,0,0,0,3703,.0035107,.0002701,.0002701,0,.0008102,.0002701,.0005401,.0016203,0,0,0,0,0,0,.0002701,0,2197,.0086482,0,0,.002731,.0018207,.0009103,0,.0031862,0,0,0,0,0,0,0,0
23000,"Monroe","Wisconsin","WI",8601,.0029066,.0001163,.0001163,.0002325,.0002325,.0004651,.0008139,.0010464,0,0,0,0,0,0,.0001163,0,4252,.0049389,0,.0002352,0,.0004704,.0009407,.0016463,.0016463,0,0,0,0,0,0,0,0,4349,.0009198,.0002299,0,.0004599,0,0,0,.0004599,0,0,0,0,0,0,.0002299,0,1101,.0009083,0,0,0,0,0,0,.0009083,0,0,0,0,0,0,0,0,1964,.0020367,0,0,.0005092,.0005092,0,0,.0010183,0,0,0,0,0,0,0,0,2414,.0028998,.0004143,0,0,0,.0012428,.0008285,.0008285,0,0,0,0,0,0,.0004143,0,2185,.0036613,0,.0004577,0,.0004577,.0004577,.001373,.0009153,0,0,0,0,0,0,0,0,937,.0053362,0,0,.0010672,0,0,.0021345,.0021345,0,0,0,0,0,0,0,0
23100,"Madison","Wisconsin","WI",32843,.0049021,.0003045,.0003654,.0013702,.0006699,.0004263,.0006699,.0009134,.0004872,.0000304,.0000609,.0000304,.0000304,0,.0000304,.0001218,16551,.0077941,.0004834,.0006042,.0024168,.0004834,.0007855,.001148,.0015709,.0007855,.0000604,.0001208,.0000604,.0000604,0,.0000604,.0001208,16291,.0019643,.0001228,.0001228,.0003069,.0008594,.0000614,.0001842,.0002455,.0001842,0,0,0,0,0,0,.0001228,2745,.0014572,0,0,.0007286,0,0,0,.0007286,0,0,0,0,0,0,0,0,4903,.0022435,.000204,.000204,.000204,.000204,0,.0004079,.0008158,.0004079,0,0,0,0,0,0,.000204,7023,.0029902,0,.0004272,.0002848,.0004272,.0004272,.0009967,.0004272,0,0,0,0,0,0,0,0,9002,.0039991,.0003333,.0002222,.0009998,.0005554,.0002222,.0006665,.0007776,.0005554,.0001111,0,.0001111,0,0,.0001111,0,9170,.0097056,.0006543,.0006543,.0033806,.0014177,.0009815,.0007634,.0015267,.0009815,0,.0002181,0,.0001091,0,0,.0003272
23200,"Dubuque","Iowa","IA",11760,.0031463,.0001701,.0003401,.0005102,.0002551,.0004252,.0010204,.0005102,.000085,0,.000085,0,0,0,.000085,0,5788,.0053559,.0003455,.0003455,.0008639,.0001728,.0008639,.0019005,.0010366,.0001728,0,.0001728,0,0,0,.0001728,0,5972,.0010047,0,.0003349,.0001674,.0003349,0,.0001674,0,0,0,0,0,0,0,0,0,1231,.0016247,0,0,0,0,0,.0008123,.0008123,0,0,0,0,0,0,0,0,2310,.0008658,0,0,0,0,.0004329,0,.0004329,0,0,0,0,0,0,0,0,3400,.0020588,.0002941,0,.0002941,0,.0005882,.0005882,.0005882,0,0,0,0,0,0,.0002941,0,3173,.0053577,.0003152,.0012606,.0015758,.0003152,0,.0015758,.0006303,0,0,.0003152,0,0,0,0,0,1646,.0054678,0,0,0,.0012151,.0012151,.0024301,0,.0006075,0,0,0,0,0,0,0
23301,"Charleston","Illinois","IL",5931,.0013488,0,0,.0005058,0,.0003372,0,.0003372,.0001686,0,0,0,0,0,0,0,2989,.0023419,0,0,.0010037,0,.0006691,0,.0006691,0,0,0,0,0,0,0,0,2942,.0003399,0,0,0,0,0,0,0,.0003399,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,.0019133,0,0,.0012755,0,.0006378,0,0,0,0,0,0,0,0,0,0,1371,.0029176,0,0,.0007294,0,.0007294,0,.0014588,0,0,0,0,0,0,0,0,691,.0014472,0,0,0,0,0,0,0,.0014472,0,0,0,0,0,0,0
23302,"Douglas","Illinois","IL",7174,.0030666,0,.000697,.0002788,.0002788,.000697,.0005576,.0002788,.0002788,0,0,0,0,0,0,0,3602,.0055525,0,.0013881,.0005552,0,.0013881,.0011105,.0005552,.0005552,0,0,0,0,0,0,0,3572,.0005599,0,0,0,.0005599,0,0,0,0,0,0,0,0,0,0,0,1021,.0009794,0,0,0,0,.0009794,0,0,0,0,0,0,0,0,0,0,1561,.0032031,0,.0006406,0,.0006406,0,.0006406,.0006406,.0006406,0,0,0,0,0,0,0,2052,.001462,0,.0004873,.0009747,0,0,0,0,0,0,0,0,0,0,0,0,1754,.0039909,0,.0011403,0,0,.0011403,.0017104,0,0,0,0,0,0,0,0,0,786,.0076336,0,.0012723,0,.0012723,.0025445,0,.0012723,.0012723,0,0,0,0,0,0,0
23400,"Bloomington","Illinois","IL",12181,.0032017,.0002463,.0002463,.0010672,.0002463,.0001642,.000903,.0004105,.0001642,0,0,0,0,.0000821,.0000821,.0000821,6142,.0055357,.0004884,.0003256,.0017909,.0001628,.0003256,.0017909,.0008141,.0003256,0,0,0,0,.0001628,.0001628,.0001628,6038,.0008281,0,.0001656,.0003312,.0003312,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,.0006094,0,0,.0006094,0,0,0,0,0,0,0,0,0,0,0,0,2540,.0019685,0,.0003937,.0007874,0,0,.0003937,.0003937,0,0,0,0,0,0,0,0,3440,.0037791,.0005814,.0002907,.0008721,.0002907,.0002907,.0011628,.0005814,.0002907,0,0,0,0,.0002907,.0002907,0,3397,.0058875,.0002944,.0002944,.0020606,.0005888,.0002944,.0017663,.0005888,.0002944,0,0,0,0,0,0,.0002944
23500,"Decatur","Illinois","IL",22499,.0028446,0,.0003556,.0006222,.0004,.0004,.0004445,.0003556,.0002667,0,0,0,0,0,0,0,11409,.0049084,0,.0005259,.0011395,.0006136,.0007889,.0007889,.0007012,.0003506,0,0,0,0,0,0,0,11090,.0007214,0,.0001803,.0000902,.0001803,0,.0000902,0,.0001803,0,0,0,0,0,0,0,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3952,.0007591,0,0,.000253,.000253,.000253,0,0,0,0,0,0,0,0,0,0,5315,.0011289,0,.0003763,0,.0001881,0,.0003763,.0001881,0,0,0,0,0,0,0,0,5744,.0026114,0,.0003482,0,.0006964,.0001741,.0005223,.0005223,.0003482,0,0,0,0,0,0,0,4186,.0095557,0,.0009556,.0031056,.0007167,.0016722,.0011945,.0009556,.0009556,0,0,0,0,0,0,0
23600,"Burlington","Iowa","IA",9226,.0028181,.0001084,.0004336,.0006503,.0004336,.0001084,.0005419,.0005419,.0001084,0,.0001084,0,0,0,0,0,4641,.0051713,.0002155,.0006464,.0012928,.0006464,.0002155,.0010774,.0010774,.0002155,0,.0002155,0,0,0,0,0,4585,.0004362,0,.0002181,0,.0002181,0,0,0,0,0,0,0,0,0,0,0,1143,.0034996,0,.0017498,.0008749,0,0,.0008749,0,0,0,0,0,0,0,0,0,1831,.0016384,.0005461,0,.0005461,.0005461,0,0,.0005461,0,0,.0005461,0,0,0,0,0,2619,.0019091,0,.0003818,.0007637,0,0,0,.0003818,.0003818,0,0,0,0,0,0,0,2526,.0023753,0,.0003959,.0003959,.0003959,0,.0003959,.0007918,0,0,0,0,0,0,0,0,1107,.0072267,0,0,.0009033,.0018067,.0009033,.00271,.0009033,0,0,0,0,0,0,0,0
23700,"Galesburg","Illinois","IL",8388,.0015498,0,.0001192,.0007153,.0001192,.0001192,.0003577,.0001192,0,0,0,0,0,0,0,0,4276,.0023386,0,0,.0009355,.0002339,.0002339,.0007016,.0002339,0,0,0,0,0,0,0,0,4112,.0007296,0,.0002432,.0004864,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,.00104,0,.00052,.00052,0,0,0,0,0,0,0,0,0,0,0,0,2264,.0017668,0,0,.0004417,.0004417,0,.0004417,.0004417,0,0,0,0,0,0,0,0,1939,.0015472,0,0,.0005157,0,.0005157,.0005157,0,0,0,0,0,0,0,0,0,946,.0042283,0,0,.0031712,0,0,.0010571,0,0,0,0,0,0,0,0,0
23801,"Davenport","Illinois","IL",25652,.0019881,.000078,.0001559,.0005458,.0003508,.000039,.0003119,.0004288,.0001559,.000039,0,0,0,0,0,.000039,13050,.0033716,.0001533,.0002299,.0010728,.0003831,.0000766,.000613,.0006897,.0003065,.0000766,0,0,0,0,0,.0000766,12601,.0005555,0,.0000794,0,.0003174,0,0,.0001587,0,0,0,0,0,0,0,0,3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,.000977,0,0,0,0,0,0,.0007328,.0002443,0,0,0,0,0,0,0,5741,.001916,0,0,.0003484,0,0,.0010451,.0003484,.0001742,0,0,0,0,0,0,0,6897,.0024648,0,.00029,.000725,.000435,.000145,.00029,.00058,0,0,0,0,0,0,0,0,5599,.0033935,.0003572,.0003572,.0012502,.0010716,0,0,.0003572,.0003572,.0001786,0,0,0,0,0,.0001786
23802,"Clinton","Iowa","IA",4845,.003096,0,.0002064,.0004128,.0006192,.0006192,.0004128,.0004128,.0004128,0,0,0,0,0,0,0,2428,.0053542,0,.0004119,.0008237,.0008237,.0012356,.0008237,.0004119,.0008237,0,0,0,0,0,0,0,2417,.0008275,0,0,0,.0004137,0,0,.0004137,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,.0046154,0,0,.0007692,.0007692,0,.0015385,.0007692,.0007692,0,0,0,0,0,0,0,1442,.0027739,0,0,.0006935,.0006935,.001387,0,0,0,0,0,0,0,0,0,0,629,.0079491,0,.0015898,0,.0015898,.0015898,0,.0015898,.0015898,0,0,0,0,0,0,0
