par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
6301,"McMinnville","Tennessee","TN",4793,.0010432,0,0,0,0,.0004173,0,.0004173,.0002086,0,0,0,0,0,0,0,2389,.0016743,0,0,0,0,.0008372,0,.0004186,.0004186,0,0,0,0,0,0,0,2404,.000416,0,0,0,0,0,0,.000416,0,0,0,0,0,0,0,0,1250,.0008,0,0,0,0,0,0,0,.0008,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,.0017241,0,0,0,0,.0008621,0,.0008621,0,0,0,0,0,0,0,0,765,.0026144,0,0,0,0,.0013072,0,.0013072,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,"Cookeville","Tennessee","TN",5187,.0013495,0,.0001928,.0005784,.0001928,.0001928,.0001928,0,0,0,0,0,0,0,0,0,2703,.0018498,0,.00037,.0007399,0,.00037,.00037,0,0,0,0,0,0,0,0,0,2484,.0008052,0,0,.0004026,.0004026,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,.0007215,0,0,0,0,.0007215,0,0,0,0,0,0,0,0,0,0,1242,.0016103,0,.0008052,0,0,0,.0008052,0,0,0,0,0,0,0,0,0,844,.0035545,0,0,.0035545,0,0,0,0,0,0,0,0,0,0,0,0,472,.0021186,0,0,0,.0021186,0,0,0,0,0,0,0,0,0,0,0
6401,"Chattanooga","Tennessee","TN",28097,.0012457,.0000712,.0001068,.0003915,.000178,.0000712,.0000712,.0003203,.0001068,0,0,0,0,.0000356,0,.0000356,14097,.0021281,.0001419,.0000709,.0007094,.0003547,.0001419,.0001419,.0005675,.0001419,0,0,0,0,.0000709,0,.0000709,13999,.0003572,0,.0001429,.0000714,0,0,0,.0000714,.0000714,0,0,0,0,0,0,0,6098,.000328,0,0,.000164,.000164,0,0,0,0,0,0,0,0,0,0,0,6554,.0009155,0,0,.0004577,.0001526,0,0,.0003052,0,0,0,0,0,0,0,0,5862,.0003412,0,.0001706,0,0,0,0,0,.0001706,0,0,0,0,0,0,0,5079,.0015751,.0003938,0,0,.0003938,.0001969,.0003938,.0003938,.0001969,0,0,0,0,.0001969,0,.0001969,4504,.0037744,0,.000444,.0015542,.000222,.000222,0,.0011101,.000222,0,0,0,0,0,0,0
6402,"Crossville","Tennessee","TN",5212,.0009593,0,0,0,.0003837,0,0,.0005756,0,0,0,0,0,0,0,0,2671,.0011232,0,0,0,0,0,0,.0011232,0,0,0,0,0,0,0,0,2541,.0007871,0,0,0,.0007871,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,.0006481,0,0,0,0,0,0,.0006481,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,.0044843,0,0,0,.0029895,0,0,.0014948,0,0,0,0,0,0,0,0,289,.0034602,0,0,0,0,0,0,.0034602,0,0,0,0,0,0,0,0
6501,"Ellijay","Georgia","GA",2000,.001,0,0,.0005,.0005,0,0,0,0,0,0,0,0,0,0,0,1032,.001938,0,0,.000969,.000969,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,"Cleveland","Tennessee","TN",10952,.0006392,0,0,.0002739,0,.0000913,.0000913,.0001826,0,0,0,0,0,0,0,0,5523,.0009053,0,0,.0003621,0,.0001811,.0001811,.0001811,0,0,0,0,0,0,0,0,5429,.0003684,0,0,.0001842,0,0,0,.0001842,0,0,0,0,0,0,0,0,2467,.0004054,0,0,.0004054,0,0,0,0,0,0,0,0,0,0,0,0,2746,.0007283,0,0,.0003642,0,0,.0003642,0,0,0,0,0,0,0,0,0,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,.0005131,0,0,0,0,.0005131,0,0,0,0,0,0,0,0,0,0,1171,.0025619,0,0,.000854,0,0,0,.0017079,0,0,0,0,0,0,0,0
6600,"Rome","Georgia","GA",23833,.0007553,.0001259,0,.0002518,.0000839,.0001259,.0000839,.0001259,.0000839,0,0,0,.000042,0,.000042,.000042,12058,.0014099,.0002488,0,.0004147,.0001659,.0002488,.0001659,.0002488,.0001659,0,0,0,.0000829,0,.0000829,.0000829,11771,.000085,0,0,.000085,0,0,0,0,0,0,0,0,0,0,0,0,5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6347,.0003151,.0001576,0,0,.0001576,0,0,0,.0001576,0,0,0,0,0,0,.0001576,5254,.000571,.0001903,0,.0001903,0,.0003807,0,0,0,0,0,0,.0001903,0,0,0,4093,.0012216,0,0,.000733,0,0,0,.0004886,0,0,0,0,0,0,0,0,2613,.0030616,.0003827,0,.0007654,.0003827,.0003827,.0007654,.0003827,.0003827,0,0,0,0,0,.0003827,0
6700,"Tampa","Florida","FL",101682,.0019669,.0000885,.0001377,.000354,.0003344,.0002754,.0002065,.0004819,.000177,0,.0000197,9.83e-06,.0000197,0,0,.0000393,51354,.0030183,.0001558,.0001947,.0005842,.0004868,.0004868,.0003505,.0006815,.0002337,0,.0000389,.0000195,.0000389,0,0,.0000584,50324,.0008942,.0000199,.0000795,.0001192,.0001788,.0000596,.0000596,.0002782,.0001192,0,0,0,0,0,0,.0000199,24162,.0006208,.0000414,0,.0000414,.0001242,.0001655,0,.0002069,.0000828,0,0,0,0,0,0,.0000414,26173,.0012608,.0000764,0,.0002292,.0001528,.0001146,.000191,.0004203,.0001528,0,.0000382,0,.0000382,0,0,0,21583,.0013437,0,.0001853,.0001853,.0002317,.0000927,.0000927,.0004633,.0000927,0,0,0,0,0,0,0,16175,.0025966,.0002473,.0001855,.0004328,.0005564,.0004946,.0002473,.0003709,.0003091,0,.0000618,0,0,0,0,.0001855,13589,.0059607,.0001472,.0005151,.0013246,.0009567,.0008095,.0007359,.001251,.0003679,0,0,.0000736,.0000736,0,0,0
6800,"Lakeland","Florida","FL",31525,.000793,.0000317,.0000317,.0002538,.0001269,.0001586,.0000952,.0000634,.0000634,0,.0000317,0,0,0,0,0,15955,.0011282,.0000627,0,.0005014,.0000627,.0002507,.0001254,.0000627,.0001254,0,.0000627,0,0,0,0,0,15570,.0004496,0,.0000642,0,.0001927,.0000642,.0000642,.0000642,0,0,0,0,0,0,0,0,9064,.000331,0,0,.0001103,0,.0001103,0,0,.0001103,0,0,0,0,0,0,0,8658,.000231,0,.0001155,0,0,0,.0001155,0,0,0,0,0,0,0,0,0,6907,.0008687,0,0,.0002896,0,.0002896,0,.0002896,0,0,0,0,0,0,0,0,4353,.0018378,.0002297,0,.0009189,.0004595,.0004595,0,0,0,0,.0002297,0,0,0,0,0,2543,.0023594,0,0,.0003932,.0007865,0,.0007865,0,.0003932,0,0,0,0,0,0,0
6900,"Sarasota","Florida","FL",29346,.0014653,.0000341,.0000682,.0004089,.0001363,.0003408,.0003067,.0001022,.0001022,0,.0000341,0,0,0,0,0,14793,.0022984,.0000676,.0001352,.000676,.0000676,.0004732,.0005408,.0002028,.0002028,0,.0000676,0,0,0,0,0,14553,.0006184,0,0,.0001374,.0002061,.0002061,.0000687,0,0,0,0,0,0,0,0,0,6091,.0009851,0,0,.0004925,0,.0001642,.0003284,0,0,0,0,0,0,0,0,0,7253,.0009651,0,.0002757,.0004136,0,.0001379,0,.0001379,0,0,0,0,0,0,0,0,6369,.0012561,.000157,0,.000314,0,.000157,.000628,.000157,0,0,.000157,0,0,0,0,0,5100,.0019608,0,0,.0003922,.0003922,.0005882,.0001961,.0001961,.0001961,0,0,0,0,0,0,0,4533,.0026473,0,0,.0004412,.0004412,.0008824,.0004412,0,.0004412,0,0,0,0,0,0,0
7000,"Miami","Florida","FL",172669,.0016332,.0000637,.0001042,.0005386,.0002374,.000139,.0001042,.0003301,.0001795,0,.0000116,0,5.79e-06,0,5.79e-06,.0000405,84755,.0025721,.0001298,.0001534,.0008967,.0002832,.0002714,.0002006,.0005073,.0002596,0,.0000236,0,.0000118,0,.0000118,.0000826,87886,.0007282,0,.0000569,.0001934,.0001934,.0000114,.0000114,.0001593,.0001024,0,0,0,0,0,0,0,46092,.0006292,.0000651,.0000651,.0001519,.0000868,0,.0000434,.000217,.0000651,0,.0000217,0,0,0,0,.0000434,43262,.0009708,.0000462,.0000925,.0003698,.0000925,.0000693,.0000462,.0002311,.0000693,0,0,0,.0000231,0,0,.0000231,29124,.0017511,.0000687,.0001717,.0004464,.0003434,.0001373,.000103,.000309,.0002404,0,0,0,0,0,0,.0000687,24482,.0017972,0,0,.0007761,.0001225,.0003676,.0002042,.0002042,.0001225,0,0,0,0,0,0,0,29709,.0039045,.0001346,.000202,.0012791,.0006732,.0002693,.000202,.0007742,.0005049,0,.0000337,0,0,0,.0000337,.0000673
7100,"Port St. Lucie","Florida","FL",65437,.0023993,.0001528,.0001528,.0007488,.0002598,.0003515,.0002751,.0003973,.0002139,.0000153,.0000458,0,.0000153,0,0,.0000764,32726,.0040029,.0002445,.0002139,.0013751,.0003972,.00055,.0005195,.0006111,.0003361,0,.0000917,0,.0000306,0,0,.0001222,32707,.0007949,.0000611,.0000917,.0001223,.0001223,.0001529,.0000306,.0001834,.0000917,.0000306,0,0,0,0,0,.0000306,14264,.0003505,.0000701,0,0,.0000701,0,.0000701,0,.0002103,0,0,0,0,0,0,.0000701,15279,.0015708,.0000654,.0000654,.000589,.0001309,.0003927,.0000654,.0001309,.0001963,.0000654,0,0,0,0,0,0,12062,.0013265,.0000829,.0000829,.0003316,.0001658,.0000829,.0001658,.0003316,.0001658,0,0,0,0,0,0,.0000829,10859,.0032231,0,.0004604,.0009209,.0001842,.0005525,.0004604,.0006446,0,0,0,0,0,0,0,0,12973,.0059354,.0005396,.0002312,.0020042,.0007708,.0007708,.0006937,.0010021,.0004625,0,.0002312,0,.0000771,0,0,.0002312
7200,"Cape Coral","Florida","FL",24471,.0013077,0,0,.0002861,.0002861,.0003678,.0001635,.0001635,.0000409,0,0,0,0,0,0,0,12318,.0019484,0,0,.0004059,.0004871,.0004871,.0002435,.0003247,0,0,0,0,0,0,0,0,12151,.0006584,0,0,.0001646,.0000823,.0002469,.0000823,0,.0000823,0,0,0,0,0,0,0,5469,.0005485,0,0,.0001828,.0001828,.0001828,0,0,0,0,0,0,0,0,0,0,6188,.000808,0,0,.0001616,0,.0004848,0,0,.0001616,0,0,0,0,0,0,0,4918,.00061,0,0,0,.0004067,0,0,.0002033,0,0,0,0,0,0,0,0,4091,.0007333,0,0,.0002444,0,0,.0002444,.0002444,0,0,0,0,0,0,0,0,3805,.0047306,0,0,.0010512,.0010512,.0013141,.0007884,.0005256,0,0,0,0,0,0,0,0
7300,"Palm Bay","Florida","FL",29292,.0022873,.0000683,.0001707,.0008193,.000239,.0003755,.000239,.0004097,.0000341,0,.0000341,0,.0000341,0,0,0,14791,.0033128,.0001352,.0002028,.0012846,.0002028,.0006761,.0002704,.0006085,.0000676,0,.0000676,0,.0000676,0,0,0,14500,.0012414,0,.0001379,.0003448,.0002759,.000069,.0002069,.0002069,0,0,0,0,0,0,0,0,6030,.0013267,0,.0001658,.0003317,.0001658,0,0,.0004975,.0001658,0,0,0,0,0,0,0,6800,.0016176,0,.0001471,.0002941,.0001471,.0001471,.0004412,.0004412,0,0,0,0,0,0,0,0,6928,.0010104,0,.0001443,.000433,.0001443,.0002887,0,0,0,0,0,0,0,0,0,0,5700,.0031579,0,.0001754,.0014035,.0001754,.0008772,0,.0005263,0,0,0,0,0,0,0,0,3834,.005999,.0005216,.0002608,.0023474,.0007825,.0007825,.0010433,.0007825,0,0,.0002608,0,.0002608,0,0,0
7400,"Orlando","Florida","FL",85323,.001465,.0000586,.0000938,.0004922,.0001289,.0002227,.0001172,.0002696,.0001406,0,.0000117,.0000117,0,.0000117,0,.0000234,42700,.0024356,.0000703,.0001639,.0008665,.0001405,.0004215,.0001874,.000445,.0002108,0,.0000234,0,0,.0000234,0,.0000234,42614,.0004928,.0000469,.0000235,.0001173,.0001173,.0000235,.0000469,.0000939,.0000704,0,0,.0000235,0,0,0,.0000235,20050,.0002993,0,0,.0001496,.0000499,0,0,.0000499,.0000499,0,0,0,0,0,0,0,21686,.0005995,0,.0000922,.0002767,.0000461,.0000922,0,.0000461,.0000461,0,0,0,0,0,0,0,18027,.0011649,0,0,.0004438,.0000555,.0001664,.0001109,.0002774,.0001109,0,0,0,0,0,0,0,13576,.00302,.000221,.000221,.0007366,.0003683,.0005156,.0003683,.0005156,.0002946,0,.0000737,0,0,.0000737,0,.0000737,11984,.0036716,.0001669,.0002503,.0012517,.0002503,.0005841,.0002503,.000751,.0003338,0,0,.0000834,0,0,0,.0000834
7500,"Deltona","Florida","FL",26015,.0013069,.0000384,.0001538,.0003844,.0001922,.0003075,.0001153,.0001153,.0000384,.0000384,0,0,0,0,0,0,13214,.0018919,0,.000227,.0003027,.000227,.0006054,.000227,.000227,.0000757,0,0,0,0,0,0,0,12799,.0007032,.0000781,.0000781,.0004688,.0001563,0,0,0,0,.0000781,0,0,0,0,0,0,7307,.0002737,0,0,0,0,.0001369,0,.0001369,0,0,0,0,0,0,0,0,7087,.0007055,0,0,.0002822,.0001411,0,.0001411,.0001411,0,0,0,0,0,0,0,0,5876,.0020422,.0001702,.0005106,.0003404,.0001702,.0006807,.0001702,0,.0001702,.0001702,0,0,0,0,0,0,3721,.001075,0,0,.0008062,0,.0002687,0,0,0,0,0,0,0,0,0,0,2024,.0054348,0,.0004941,.0014822,.0014822,.0009881,.0004941,.0004941,0,0,0,0,0,0,0,0
7600,"Jacksonville","Florida","FL",70290,.0010812,.0001849,.0000854,.0002419,.0001992,.0002276,.0000854,.0001423,.0000996,0,.0000711,0,.0000427,0,.0000142,.0000569,35116,.0015947,.0002848,.0001424,.0003702,.0002563,.0003987,.0001424,.0001424,.0001424,0,.0001139,0,.0000854,0,0,.0000854,35172,.0005686,.0000853,.0000284,.0001137,.0001422,.0000569,.0000284,.0001422,.0000569,0,.0000284,0,0,0,.0000284,.0000284,14614,.0006843,.0001369,0,.0001369,.0000684,.0001369,.0002053,.0000684,.0000684,0,0,0,0,0,.0000684,.0000684,17286,.0002893,0,0,.0000579,.0001157,0,.0000579,.0000579,0,0,0,0,0,0,0,0,16415,.0009138,.0003046,.0000609,.0001218,.0001218,.0003046,0,.0001828,.0001218,0,.0000609,0,.0001828,0,0,.0000609,12872,.0015538,.0002331,.0000777,.0003884,.0003884,.0003108,0,.0002331,.0001554,0,.0001554,0,0,0,0,.0000777,9103,.0028562,.0003296,.0004394,.000769,.0004394,.0005493,.0002197,.0002197,.0002197,0,.0002197,0,0,0,0,.0001099
7700,"Lake City","Florida","FL",8798,.0009093,0,0,.0002273,.0001137,.0001137,.0001137,.000341,0,0,0,0,0,0,0,0,4510,.0015521,0,0,.0004435,.0002217,.0002217,.0002217,.0004435,0,0,0,0,0,0,0,0,4288,.0002332,0,0,0,0,0,0,.0002332,0,0,0,0,0,0,0,0,2857,.0007,0,0,.00035,0,0,0,.00035,0,0,0,0,0,0,0,0,2593,.001157,0,0,.0003857,.0003857,0,0,.0003857,0,0,0,0,0,0,0,0,1827,.0010947,0,0,0,0,.0005473,.0005473,0,0,0,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,.0021459,0,0,0,0,0,0,.0021459,0,0,0,0,0,0,0,0
7800,"Ocala","Florida","FL",16864,.0010081,0,.0001779,.0002372,0,0,.0003558,.0001779,.0000593,0,0,0,0,0,0,0,8541,.0015221,0,.0003512,.0003512,0,0,.0007025,.0001171,0,0,0,0,0,0,0,0,8323,.0004806,0,0,.0001201,0,0,0,.0002403,.0001201,0,0,0,0,0,0,0,5234,.0003821,0,0,.0001911,0,0,.0001911,0,0,0,0,0,0,0,0,0,4818,.0006227,0,.0002076,0,0,0,.0002076,.0002076,0,0,0,0,0,0,0,0,3536,.0011312,0,0,.0002828,0,0,.0005656,.0002828,0,0,0,0,0,0,0,0,2039,.0029426,0,.0004904,.0004904,0,0,.0009809,.0004904,.0004904,0,0,0,0,0,0,0,1237,.0016168,0,.0008084,.0008084,0,0,0,0,0,0,0,0,0,0,0,0
7900,"Gainesville","Florida","FL",16366,.0014054,0,.0003666,.0003055,.0003666,.0001833,.0000611,.0001222,0,0,0,0,0,0,0,0,8262,.0024207,0,.0004841,.0006052,.0006052,.0003631,.000121,.0002421,0,0,0,0,0,0,0,0,8104,.0003702,0,.0002468,0,.0001234,0,0,0,0,0,0,0,0,0,0,0,4507,.0004438,0,.0002219,0,.0002219,0,0,0,0,0,0,0,0,0,0,0,4503,.0004441,0,0,.0002221,.0002221,0,0,0,0,0,0,0,0,0,0,0,3223,.0009308,0,0,0,0,.0003103,0,.0006205,0,0,0,0,0,0,0,0,2376,.003367,0,.0012626,.0008418,.0004209,.0004209,.0004209,0,0,0,0,0,0,0,0,0,1757,.0045532,0,.0011383,.0011383,.0017075,.0005692,0,0,0,0,0,0,0,0,0,0
8000,"Sumter","South Carolina","SC",14416,.0009018,0,.0000694,.0003468,.0001387,0,.0001387,0,.0002081,0,0,0,0,0,0,0,7235,.0009675,0,0,.0004147,.0001382,0,.0001382,0,.0002764,0,0,0,0,0,0,0,7180,.0008357,0,.0001393,.0002786,.0001393,0,.0001393,0,.0001393,0,0,0,0,0,0,0,4575,.0004372,0,0,0,0,0,0,0,.0004372,0,0,0,0,0,0,0,3976,.0007545,0,.0002515,.0002515,0,0,.0002515,0,0,0,0,0,0,0,0,0,2731,.0007323,0,0,0,.0003662,0,0,0,.0003662,0,0,0,0,0,0,0,2050,.0009756,0,0,.0004878,.0004878,0,0,0,0,0,0,0,0,0,0,0,1084,.00369,0,0,.0027675,0,0,.0009225,0,0,0,0,0,0,0,0,0
8100,"Columbia","South Carolina","SC",42775,.0012858,.0000468,.0002104,.0003974,.0002338,.0002104,.0000935,.0001169,.0000234,.0000234,0,0,.0000234,0,0,0,21391,.0021037,.0000935,.0004207,.0007012,.0002337,.000374,.000187,.0001402,.0000467,.0000467,0,0,.0000467,0,0,0,21382,.0004677,0,0,.0000935,.0002338,.0000468,0,.0000935,0,0,0,0,0,0,0,0,10693,.000187,0,0,.0000935,0,.0000935,0,0,0,0,0,0,0,0,0,0,10067,.000596,0,.0001987,.0000993,0,0,.0000993,.0001987,0,0,0,0,0,0,0,0,7767,.0006437,0,.0001287,.0002575,0,.0001287,0,.0001287,0,0,0,0,0,0,0,0,7513,.0018634,.0001331,.0001331,.0009317,.0005324,.0001331,.0001331,0,0,.0001331,0,0,0,0,0,0,6735,.0041574,.0001485,.0007424,.0008909,.0008909,.0008909,.000297,.000297,.0001485,0,0,0,.0001485,0,0,0
8201,"Barnwell","South Carolina","SC",5222,.0001915,0,0,0,0,0,0,.0001915,0,0,0,0,0,0,0,0,2619,.0003818,0,0,0,0,0,0,.0003818,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,.0015699,0,0,0,0,0,0,.0015699,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202,"Charleston","South Carolina","SC",34547,.0011868,.0000289,.0001447,.0002605,.0001737,.0001737,.0000868,.0002605,.0000868,0,0,0,0,0,.0000289,0,17022,.0018212,.0000587,.0002937,.0004112,.0001762,.0002937,.0001762,.0002937,.0001762,0,0,0,0,0,.0000587,0,17525,.0005706,0,0,.0001141,.0001712,.0000571,0,.0002282,0,0,0,0,0,0,0,0,9351,.0001069,0,0,0,.0001069,0,0,0,0,0,0,0,0,0,0,0,7921,.0011362,.0001262,.0002525,.0002525,0,.0001262,0,.0003787,.0001262,0,0,0,0,0,.0001262,0,6716,.0004467,0,.0001489,.0001489,0,.0001489,0,0,0,0,0,0,0,0,0,0,5895,.0011874,0,0,.0003393,.0001696,.0003393,.0001696,.0001696,0,0,0,0,0,0,0,0,4664,.0045026,0,.0004288,.0008576,.0008576,.0004288,.0004288,.001072,.0004288,0,0,0,0,0,0,0
8300,"Greenville","South Carolina","SC",49743,.0011861,.0000402,.0001608,.0002412,.0001809,.000201,.0000402,.0002211,.0001407,0,0,0,0,0,.0000201,.0000201,25061,.0017557,.0000399,.0002793,.0004389,.0001197,.0002394,.0000798,.000399,.0001995,0,0,0,0,0,.0000399,0,24680,.0006078,.0000405,.0000405,.0000405,.0002431,.0001621,0,.0000405,.000081,0,0,0,0,0,0,.0000405,10344,.0001933,0,0,0,.0000967,0,0,0,.0000967,0,0,0,0,0,0,0,11537,.0006934,.0000867,0,.0000867,0,.0001734,0,.0000867,.0003467,0,0,0,0,0,0,.0000867,10123,.001383,0,.0001976,.0001976,.0000988,.0003951,.0000988,.0002964,.0000988,0,0,0,0,0,0,0,9516,.0011559,.0001051,.0001051,.0002102,.0002102,.0001051,0,.0004203,.0001051,0,0,0,0,0,.0001051,0,8223,.0029186,0,.0006081,.0008513,.0006081,.0003648,.0001216,.0003648,0,0,0,0,0,0,0,0
8401,"Aiken","Georgia","GA",34648,.0014431,.0000289,.0001443,.0003175,.0002309,.0001443,.0002886,.0002309,.0000866,0,0,0,0,.0000289,0,0,17320,.002194,.0000577,.0001732,.0005196,.0002309,.0002887,.0004619,.0004042,.0001155,0,0,0,0,.0000577,0,0,17319,.0006929,0,.0001155,.0001155,.000231,0,.0001155,.0000577,.0000577,0,0,0,0,0,0,0,8929,.000224,0,0,0,.000224,0,0,0,0,0,0,0,0,0,0,0,7762,.0003865,0,.0001288,0,0,0,.0001288,0,.0001288,0,0,0,0,0,0,0,6173,.000972,0,.000162,.000324,0,.000162,.000162,0,.000162,0,0,0,0,0,0,0,6263,.001916,0,0,.0003193,.0006387,.0003193,0,.000479,.0001597,0,0,0,0,0,0,0,5521,.0048904,.0001811,.0005434,.0012679,.0003623,.0003623,.001449,.0009056,0,0,0,0,0,.0001811,0,0
8402,"Washington","Georgia","GA",2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
8501,"Fitzgerald","Georgia","GA",1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
8502,"Cordele","Georgia","GA",3235,.0003091,0,0,.0003091,0,0,0,0,0,0,0,0,0,0,0,0,1616,.0006188,0,0,.0006188,0,0,0,0,0,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,.0026954,0,0,.0026954,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
