super_opeid,instnm,count,count_pq1,count_pq2,count_pq3,count_pq4,count_pq5,inventor,inventor_pq1,inventor_pq2,inventor_pq3,inventor_pq4,inventor_pq5,top5cit,total_patents,total_cites
2536,"University Of Montana ",9746,920,1519,2014,2431,2862,.0014365,.001087,0,.0014896,.0020568,.001747,2.89e-07,26,186
2568,"University Of Nevada , Reno",7687,374,727,1280,2049,3257,.0065045,.0080214,.002751,.003125,.0087848,.0070617,.0005155,95,47
2569,"University Of Nevada - Las Vegas",10945,843,1469,2089,2692,3852,.0014619,.0011862,.0013615,.0004787,.0011144,.0023364,.0001836,14,25
2573,"Dartmouth College",4505,164,280,369,579,3113,.0199778,.0060976,.0357143,.0081301,.0138169,.0218439,.000893,369,2202
2589,"University Of New Hampshire",12652,462,1093,1822,3229,6046,.0057698,.0064935,.0036597,.0060373,.0068133,.0054582,.0002493,98,285
2609,"Rowan University",6203,404,572,838,1612,2777,.0046752,.0024752,.0052448,.0059666,.0037221,.0050414,0,24,42
2621,"New Jersey Institute Of Technology",2312,238,324,357,538,855,.0151384,.012605,.0154321,.0196078,.0130112,.0152047,0,30,20
2627,"Princeton University",4508,110,175,297,486,3440,.0295031,.0454545,.0457143,.006734,.026749,.0305233,.002173,278,1083
2629,"Rutgers, The State University Of New Jersey",27914,2315,3160,3920,5966,12553,.0055528,.0038877,.0041139,.0068878,.0051961,.0059747,.0002459,229,972
2639,"Stevens Institute Of Technology",1344,86,145,176,339,598,.046875,.0581395,.0482759,.0397727,.0353982,.0535117,.0016005,55,34
2642,"College Of New Jersey ",6188,223,396,590,1448,3531,.0056561,.0044843,.0126263,.0067797,.0055249,.0048145,.0003333,37,103
2654,"New Mexico Institute Of Mining & Technology",661,57,65,98,188,253,.0378215,.0175439,.0615385,.0408163,.0531915,.0237154,1.01e-06,24,1
2657,"New Mexico State University",15149,2774,3288,3361,3273,2453,.0019143,.0010815,.0009124,.0017852,.0015277,.004892,0,35,4
2663,"University Of New Mexico",12064,1735,2129,2333,2893,2974,.0029012,.0017291,.0018788,.0025718,.001037,.0063887,.0001702,59,379
2668,"Alfred University",2044,166,250,416,540,672,.0249511,.0180723,.012,.0264423,.0351852,.0223214,.0014712,70,112
2699,"Clarkson University",2548,145,268,462,673,1000,.038854,.0137931,.0298507,.034632,.0416048,.045,.0011277,274,226
2701,"Colgate University",3116,64,146,230,441,2235,.0073813,0,.0136986,.0130435,.0090703,.006264,.0006449,30,30
2707,"Columbia University In The City Of New York",5529,290,317,506,676,3740,.0191716,.0034483,.0157729,.0197628,.0266272,.0192513,.0003704,149,277
2708,"Barnard College",2331,158,184,213,289,1487,.00429,.0063291,.0054348,0,0,.00538,0,9,18
2710,"Cooper Union For The Advancement Of Science & Art ",788,80,71,95,141,401,.0596447,0,.0140845,.0526316,.0780142,.074813,.0054275,96,299
2711,"Cornell University",13161,615,992,1377,1861,8316,.0263658,.0146341,.0191532,.0232389,.027942,.0282588,.0011251,664,921
2722,"Fordham University",6986,569,620,876,1398,3523,.0021472,0,.0048387,0,.0035765,.0019869,0,14,118
2728,"Hamilton College",1964,78,122,129,294,1341,.0050916,0,0,.0155039,.0034014,.00522,.000012,11,18
2732,"Hofstra University",7751,591,905,1049,1659,3547,.0021933,.001692,0,.0038132,.0018083,.0025374,0,7,51
2739,"Ithaca College",6409,264,515,813,1353,3464,.0035887,0,.0058252,.0073801,.0036955,.0025982,.0003473,36,16
2765,"Marist College",4248,261,324,483,927,2253,.0042373,0,.0030864,.0041408,.0064725,.0039947,.0004482,65,21
2785,"New York University",16436,1070,1454,1756,2520,9636,.0038939,.0046729,.0020633,.0017084,.006746,.003736,.0000706,71,518
2798,"Pratt Institute",2241,202,277,351,511,900,.0120482,.009901,.0108303,.019943,.0078278,.0122222,.0036361,72,154
2803,"Rensselaer Polytechnic Institute",4724,238,393,568,1149,2376,.0656224,.0504202,.0636132,.0422535,.0687554,.0715488,.0058136,588,740
2806,"Rochester Institute Of Technology",7410,456,792,1284,1986,2892,.037112,.0197368,.0290404,.0272586,.0372608,.0463347,.0021795,481,737
2816,"Siena College",3036,106,243,430,694,1563,.0036232,0,.0082305,.0046512,.0086455,.0006398,0,5,17
2823,"Saint John's University of Queens, NY",10040,1497,1900,1943,2033,2667,.0010956,0,.0015789,.0020587,.0004919,.0011249,.0000924,14,6
2835,"State University Of New York At Albany",10414,920,1219,1657,2462,4156,.0023046,.0043478,.002461,.001207,.0008123,.003128,.000116,69,746
2836,"Binghamton University",9045,858,916,1197,1995,4079,.0063018,.002331,.0065502,.0075188,.00802,.0058838,.0001098,56,127
2837,"State University Of New York At Buffalo",13077,1034,1496,2114,3550,4883,.007647,.0038685,.0053476,.0042573,.0095775,.0092156,.0000782,136,182
2838,"State University Of New York At Stony Brook",8861,1446,1387,1416,2032,2580,.0045142,.0020747,.0043259,.0049435,.003937,.0062016,.0002116,66,86
2842,"SUNY College At Buffalo",5762,585,842,1271,1777,1287,.0019091,.0017094,.0011876,.0031471,.002251,.000777,.0003494,31,23
2845,"SUNY College At Geneseo",5437,208,411,789,1594,2435,.0029428,0,0,.0012674,.0031368,.0041068,0,9,9
2854,"SUNY College Of Technology At Alfred",3473,459,687,902,895,530,.0034552,0,.0014556,.0055432,.003352,.0056604,.0002888,11,0
2862,"Broome Community College",5359,734,1109,1361,1289,866,.0024258,.0013624,0,.002939,.003879,.0034642,0,18,5
2866,"Fashion Institute Of Technology",5093,636,784,885,1058,1730,.0035343,0,.0038265,.0056497,.0047259,.0028902,.0000158,18,23
2868,"Hudson Valley Community College",9878,1165,1699,2228,2829,1957,.0013161,0,.0005886,.0008977,.0017674,.0025549,0,22,14
2872,"Monroe Community College",13550,1688,2128,2905,3937,2892,.0011808,0,.0004699,.0017212,.001016,.0020747,1.59e-06,42,82
2878,"Suffolk County Community College",18213,1948,2955,3815,5141,4354,.0008785,.0005133,.0010152,.0007864,.0005835,.001378,0,23,68
2882,"Syracuse University",11786,687,1050,1410,2124,6515,.007721,.0058224,.0038095,.0049645,.0094162,.0085955,.001002,159,609
2889,"Union College of Schenectady, NY",2044,77,159,207,330,1271,.0122309,0,.0062893,.0096618,.0212121,.0118017,.0000148,24,12
2894,"University Of Rochester",4321,236,291,543,735,2516,.0215228,.0084746,.0103093,.0165746,.029932,.022655,.000452,157,175
2903,"Yeshiva University",1758,67,83,115,169,1324,.0068259,.0149254,.0120482,0,.0118343,.0060423,.0011074,24,16
2905,"North Carolina Agricultural & Technical State University",8143,1563,2231,1667,1600,1082,.0014737,0,.0008965,.0029994,0,.0046211,2.85e-06,12,12
2906,"Appalachian State University",11497,481,1028,1883,2983,5122,.0013047,0,0,.0005311,.0010057,.0021476,.0000611,13,28
2918,"Davidson College",1843,19,47,89,192,1496,.0070537,0,.0212766,.011236,.0052083,.0066845,1.82e-06,4,282
2920,"Duke University",7027,216,337,562,885,5027,.0210616,.0138889,.0207715,.0053381,.0214689,.0230754,.0011895,269,501
2923,"East Carolina University",14080,964,1688,2440,3565,5423,.0011364,0,0,0,.0019635,.0016596,.0000758,16,117
2972,"North Carolina State University",18534,860,1604,2594,4503,8973,.0166181,.0081395,.0130923,.0173477,.0144348,.0189457,.0011839,622,1233
2974,"University Of North Carolina - Chapel Hill",16848,658,1205,1783,3318,9884,.0045109,0,.0033195,.0033651,.005425,.0048563,0,137,85
2975,"University Of North Carolina - Charlotte",10311,722,1258,1768,2807,3756,.0049462,.001385,.0023847,.0050905,.0053438,.0061235,.0004971,100,130
2978,"Wake Forest University",4447,66,219,368,610,3184,.0040477,0,0,.0027174,.004918,.004397,.0000107,25,302
2984,"University Of North Carolina At Wilmington ",8285,339,767,1280,2103,3796,.0015691,0,.0013038,.0023438,.0023776,.0010537,0,8,49
2997,"North Dakota State University - Main Campus - Fargo",8597,450,1124,2082,2754,2187,.011632,.0088889,.0062278,.0096061,.0123457,.0160037,.0002528,149,102
3005,"University Of North Dakota",8885,417,915,1825,2847,2881,.0042769,.0023981,.0021858,.0060274,.00562,.0027768,.0000824,59,9
3014,"Baldwin Wallace University",3453,131,320,714,1082,1206,.0031856,0,.003125,0,.0027726,.0058043,0,3,0
3018,"Bowling Green State University",17294,664,1725,3552,5677,5676,.0014456,.001506,.0011594,.0014077,.0017615,.0012333,1.87e-06,20,8
3024,"Case Western Reserve University",3304,126,226,464,715,1773,.0499395,.031746,.0663717,.049569,.048951,.0496334,.0027105,266,245
3025,"Cedarville University",3615,117,350,686,1007,1455,.0071923,0,.0057143,.0029155,.0099305,.0082474,.0000281,32,29
3032,"Cleveland State University",4867,657,840,1162,1314,894,.0028765,0,0,.0060241,.0022831,.0044743,.0004124,23,31
3037,"College Of Wooster ",2147,84,179,343,490,1051,.0069865,.0238095,.0055866,.0058309,.0102041,.0047574,0,36,70
3042,"Denison University",1791,62,130,203,213,1183,.0055835,0,.0076923,.0049261,.0046948,.0059172,1.05e-06,12,40
3051,"Kent State University",25275,1799,3882,6335,7658,5601,.0016222,.0011117,.0010304,.0009471,.0024811,.0017854,6.03e-06,73,328
3065,"Kenyon College",1844,14,69,168,304,1289,.0059653,0,0,0,.0098684,.0062064,.0000111,10,17
3077,"Miami University",21111,656,1523,2849,4891,11192,.0033632,0,.0006566,.002457,.0028624,.0043781,.0001482,118,164
3078,"Wright State University",10145,539,1328,2483,3282,2513,.0024643,0,0,.0040274,.0015235,.0039793,0,40,65
3086,"Oberlin College",2911,147,211,353,548,1652,.0054964,0,0,.0028329,.0036496,.0078692,.0003383,12,34
3090,"Ohio State University ",7458,335,714,1347,2141,2921,.0049611,.0029851,.0014006,.0029696,.0042036,.0075317,.0008084,56,62
3100,"Ohio University",24009,1327,2704,4842,6785,8351,.0032488,.0030143,.0011095,.0020653,.0023581,.0053886,.0000611,73,37
3119,"Sinclair Community College",15106,1679,2709,3935,4156,2627,.0014564,0,.0011074,.0007624,.0021655,.0026646,.0001403,31,27
3123,"University Of Akron ",14603,1376,2361,3817,4275,2774,.0065055,.002907,.0033884,.0057637,.0091228,.0079308,.0004108,170,168
3125,"University Of Cincinnati",23911,1711,3325,4993,6894,6988,.0073606,.0017534,.0027068,.0042059,.0095735,.0110189,.0013813,619,1120
3127,"University Of Dayton",7419,177,387,848,1673,4334,.0111875,.0056497,.0103359,.0129717,.0089659,.0119982,.0001307,123,39
3131,"University Of Toledo",15600,1149,2037,3264,4988,4162,.0073718,.0008703,.0068729,.0055147,.0082197,.009851,.0002613,190,263
3145,"Youngstown State University",9708,1012,1732,2628,2825,1511,.0020602,.0049407,.0005774,.0022831,.0021239,.0013236,0,19,0
3170,"Oklahoma State University",15047,989,1903,2900,4019,5236,.0051838,.0020222,.0042039,.0041379,.0049764,.0068755,.0001333,128,73
3184,"University Of Oklahoma",16827,1083,1915,2677,3992,7160,.0050514,.0055402,.0031332,.0041091,.006012,.0053073,.0001166,161,130
3185,"University Of Tulsa ",2340,126,290,465,528,931,.007265,.0079365,.0103448,.0129032,.0018939,.0064447,.0001569,18,13
3210,"Oregon State University",12614,662,1221,2149,3307,5275,.0099889,.0045317,.00819,.008376,.0096764,.0119431,.0003011,162,182
3211,"Oregon Institute Of Technology",1354,145,230,318,445,216,.0206795,.0068966,.0130435,.0188679,.0269663,.0277778,.0006525,45,19
3213,"Portland Community College",15946,1945,2768,3643,3989,3601,.0011915,.0005141,.0010838,.001647,.0002507,.0022216,.0000641,37,549
3216,"Portland State University",5930,493,749,1058,1566,2064,.003204,.0020284,.0053405,.0009452,.0038314,.0033915,.0000112,22,50
3217,"Reed College",1358,71,116,215,221,735,.0095729,0,.0086207,0,.0090498,.0136054,.0007079,13,242
3218,"Chemeketa Community College",8104,1097,1560,2054,2190,1203,.0016041,.0009116,.0012821,.0019474,.0013699,.0024938,0,12,0
3223,"University Of Oregon",12790,641,1136,1962,2917,6134,.0030493,.0062402,.0052817,.0025484,.0010285,.0034235,.0001406,74,227
3224,"University Of Portland",2709,76,149,413,686,1385,.0055371,.0263158,.0134228,.0024213,.0043732,.0050542,9.12e-07,29,73
3238,"Bucknell University",3759,91,214,384,665,2405,.0130354,.010989,.0280374,.015625,.0105263,.0120582,.0005282,76,49
3239,"Bucks County Community College",8345,578,1043,1693,2539,2492,.0011983,0,0,.0011813,.0015754,.0016051,.00012,39,56
3242,"Carnegie Mellon University",4651,112,358,505,849,2827,.0752526,.0357143,.0363128,.0712871,.0730271,.083127,.0059734,837,1126
3274,"Haverford College",1252,49,70,137,163,833,.0111821,0,0,0,.0122699,.0144058,.0008075,12,26
3284,"Lafayette College",2303,62,48,216,406,1571,.0143291,0,.0208333,.0231481,.0147783,.0133673,.0004489,46,39
3289,"Lehigh University",4628,122,248,570,649,3039,.0229041,.0409836,.0241935,.0192982,.0246533,.0223758,.0021117,216,290
3325,"Millersville University Of Pennsylvania",6760,300,715,1272,2156,2317,.0025148,.0033333,0,.0023585,.0046382,.0012948,0,16,0
3326,"Shippensburg University Of Pennsylvania",6884,317,726,1313,2177,2351,.0017432,0,.0013774,.0007616,.0018374,.0025521,7.52e-07,7,0
3328,"West Chester University Of Pennsylvania",9146,435,845,1420,2578,3868,.001312,0,.0023669,.0028169,0,.0015512,0,24,256
3329,"Pennsylvania State University ",61298,3645,6490,10809,15920,24434,.0076838,.0041152,.0053929,.0052734,.0087312,.0092085,.0004698,906,1371
3354,"Philadelphia University",2405,124,247,366,575,1093,.0120582,0,.0080972,.0081967,.0173913,.0128088,.0043917,129,345
3370,"Swarthmore College",1408,67,104,154,203,880,.0163352,0,.0192308,0,.0098522,.0215909,3.13e-06,28,6
3371,"Temple University",15236,1455,2298,2827,3759,4897,.0018378,.0006873,.0008703,.0028299,.0010641,.0026547,.0000764,28,100
3378,"University Of Pennsylvania",9653,357,492,776,1205,6823,.01585,.0168067,.0182927,.0103093,.0149378,.0164151,.0005206,201,237
3388,"Villanova University",7066,147,315,530,1095,4979,.0067931,.0068027,.0063492,.0075472,.0063927,.0068287,.0001389,47,6
3395,"Pennsylvania College Of Technology",6823,589,1129,1900,1898,1307,.003371,0,.0017715,.0042105,.0047418,.0030604,.0001399,21,17
3401,"Brown University",5998,173,270,459,699,4397,.0206736,.0115607,.0111111,.0261438,.0257511,.0202411,.0010294,195,138
3404,"Johnson & Wales University",14496,1792,2612,2884,3104,4104,.0009658,0,.0003828,.0006935,.0016108,.001462,3.13e-06,12,51
3406,"Providence College",4200,88,167,346,846,2753,.002619,0,0,.0028902,.0023641,.0029059,0,19,135
3409,"Rhode Island School Of Design",1421,58,103,168,240,852,.0204082,.0517241,.0097087,.0119048,.0333333,.0176056,.0058059,154,309
3410,"Roger Williams University",3317,113,254,470,822,1658,.0048236,0,0,.0085106,.0024331,.0060314,.0002951,22,6
3414,"University Of Rhode Island",9704,496,929,1424,2409,4446,.0049464,0,.0010764,.0049157,.0058115,.005848,.0002084,66,84
3425,"Clemson University",13325,440,915,1635,3008,7327,.0087805,.0022727,.0120219,.0103976,.0106383,.007643,.0004422,169,179
3428,"College Of Charleston",8848,458,675,1156,1802,4757,.0023734,.0043668,0,.0017301,.0011099,.0031532,.0002057,23,178
3434,"Furman University",3049,74,164,288,545,1978,.0039357,0,0,.0034722,.0055046,.0040445,.0000232,30,128
3482,"Christian Brothers University",1058,100,153,141,242,422,.0113422,.02,0,.0070922,.0123967,.014218,0,21,0
3509,"University Of Memphis ",10416,1116,1695,1891,2548,3166,.0022081,.0008961,.00059,.0026441,.0023548,.0031586,.0000913,45,63
3510,"Middle Tennessee State University",15162,1014,1881,2929,4470,4868,.0012531,.0009862,.0015949,.0010242,.0013423,.0012325,.0000652,13,9
3523,"Tennessee Technological University",6146,575,924,1405,1744,1498,.0060202,.0034783,.0021645,.0085409,.0063073,.0066756,.0001679,37,23
3535,"Vanderbilt University",6817,263,356,580,840,4778,.0129089,.0038023,.008427,.0137931,.0130952,.013604,.0002926,132,390
3545,"Baylor University",11730,502,897,1308,2132,6891,.0036658,.0039841,.0044593,.0007645,.0051595,.0036279,.0001605,48,87
3549,"Blinn College",13658,1511,2157,2614,3335,4041,.0009518,.0006618,.0009272,.0015302,.0005997,.0009899,5.37e-06,18,6
3581,"Lamar University",7083,925,1090,1305,2014,1749,.0016942,0,0,.0007663,.0019861,.0040023,6.69e-07,13,0
3584,"Letourneau University",1191,104,198,166,355,368,.0193115,.0384615,.0151515,.0120482,.0169014,.0217391,0,50,128
3594,"University Of North Texas",15127,1014,1742,2390,3717,6264,.0020493,0,.0028703,.0012552,.0008071,.0031928,0,31,58
3599,"University Of Texas - Pan American",7890,3028,2005,1237,953,667,.0013942,.0006605,.0014963,.0024252,.0010493,.0029985,.0001275,8,8
3604,"Rice University",3066,106,166,275,409,2110,.0335943,.0188679,.0301205,.0254545,.0220049,.0379147,.0009934,143,53
3606,"Sam Houston State University",8705,777,1380,1650,2224,2674,.0011488,.001287,.0021739,0,.0013489,.0011219,0,7,108
3613,"Southern Methodist University",5500,251,446,495,678,3630,.0056364,.0039841,0,.0080808,.0058997,.0060606,.000022,28,47
3615,"Texas State University",14768,913,1608,2331,3746,6170,.001896,0,.0012438,.001287,.0021356,.0024311,.0000663,32,102
3626,"Tarrant County College District",27358,3194,4917,5714,6903,6630,.0006579,.0003131,.0004068,0,.0010141,.0012066,.0000221,27,131
3632,"Texas A&M University",33583,1203,2446,4194,7566,18174,.0071762,.003325,.007359,.0045303,.007005,.0080885,.0002425,366,785
3636,"Texas Christian University",6099,205,435,626,952,3881,.0031153,0,.0068966,.0015974,.0010504,.0036073,0,20,66
3647,"Trinity University",2686,69,174,294,407,1742,.0085629,0,0,.0102041,.014742,.0080367,.0003703,49,62
3656,"University Of Texas At Arlington",8579,847,1330,1567,2042,2793,.0025644,.0035419,0,.0019145,.003428,.0032223,.000017,46,0
3670,"Brigham Young University",28861,724,1636,3551,7321,15629,.0103254,.0110497,.007335,.0081667,.0103811,.0110692,.0002729,441,856
3671,"Dixie State University",6379,580,966,1545,1882,1406,.0029785,.0051724,.0010352,.0045307,.0021254,.002845,0,26,0
3675,"University Of Utah",13555,568,1208,2045,3529,6205,.0078938,.0052817,.0074503,.005379,.0079343,.009025,.0003645,133,788
3677,"Utah State University",12974,573,1351,2788,4156,4106,.0052413,.0017452,.0051813,.0046628,.0055342,.0058451,.0002003,75,103
3679,"Snow College",4304,362,616,1176,1326,824,.0025558,.0055249,.0016234,.0008503,.0030166,.0036408,0,20,25
3680,"Weber State University",13453,553,1227,2799,4861,4013,.0023787,.0018083,.000815,.0021436,.0022629,.0032395,0,46,172
3691,"Middlebury College",2470,66,127,157,267,1853,.0064777,0,.007874,0,.0074906,.0070157,.0000133,10,28
3696,"University Of Vermont And State Agricultural College",8101,355,699,1139,1715,4193,.0048142,.0056338,.0028612,.0035119,.0052478,.0052468,.0002525,67,155
3705,"College Of William & Mary",6169,104,271,539,1045,4210,.0050251,0,.0073801,0,0,.0068884,.0000284,34,178
3721,"James Madison University",14985,318,683,1446,3067,9471,.0027361,.0062893,.0014641,.0027663,.0016303,.003062,.0000841,56,140
3727,"Northern Virginia Community College",22619,2235,3092,3882,5126,8284,.0016358,.0017897,.0012937,.0010304,.0019508,.0018107,0,45,1389
3728,"Old Dominion University",7761,685,1165,1676,2120,2115,.0021904,0,.0008584,.0023866,.0023585,.0033097,0,15,41
3732,"Radford University",7887,395,794,1237,2172,3289,.0016483,.0025316,0,.0016168,0,.0030404,2.00e-06,14,0
3735,"Virginia Commonwealth University",12811,983,1662,2281,3227,4658,.0032784,.0020346,.0012034,.004384,.0018593,.0047231,.0001587,60,27
3744,"University Of Richmond",3321,159,133,198,507,2324,.0039145,0,0,0,.0019724,.0051635,.0003224,16,0
3745,"University Of Virginia",13592,382,661,1145,2122,9282,.0080194,0,.0060514,.0061135,.0089538,.0085111,.0002986,206,271
3746,"University Of Mary Washington",3682,77,167,363,802,2273,.0027159,0,0,.0027548,.0012469,.0035196,.0002617,11,1
3749,"George Mason University",9661,640,1011,1336,2028,4646,.0026912,.003125,.0019782,.0022455,.0019724,.0032286,2.42e-06,23,26
3753,"Virginia Military Institute",1388,81,100,158,335,714,.0072046,.0123457,.01,0,.0119403,.0056022,.0000374,16,15
3754,"Virginia Polytechnic Institute & State University",21219,625,1270,2396,4682,12246,.0132428,.0112,.0062992,.009182,.0089705,.0164952,.0005932,499,666
3769,"Bellevue College",8886,610,904,1385,2285,3702,.0040513,.0065574,.0033186,.001444,.0061269,.0035116,.0002336,49,228
3773,"Clark College",7391,663,1056,1605,2299,1768,.0014883,.0015083,.000947,.0018692,.0008699,.0022624,.0001365,17,64
3778,"Gonzaga University",3574,148,232,448,766,1980,.0081142,.0067568,.0086207,.0022321,.0078329,.009596,.0002762,31,135
3785,"Pacific Lutheran University",2776,120,274,500,748,1134,.0061239,.0083333,0,.006,.0093583,.005291,0,26,10
3788,"Seattle Pacific University",2931,143,225,500,789,1274,.0044353,.006993,0,.004,.0050697,.0047096,.0017361,40,75
3790,"Seattle University",2583,145,211,459,648,1120,.0058072,0,0,.0087146,.0015432,.0089286,.0007615,47,23
3797,"University Of Puget Sound",2787,84,197,295,616,1595,.0071762,0,.0050761,.0067797,.0081169,.0075235,.0003679,28,0
3798,"University Of Washington System",22467,1476,2016,3153,5202,10620,.0133529,.0094851,.0109127,.0072946,.0136486,.0160075,.0011135,613,1439
3800,"Washington State University",12977,616,1133,2091,3481,5656,.0056253,.0032468,.0061783,.0047824,.00316,.0076025,0,122,897
3802,"Western Washington University",10996,379,851,1633,3094,5039,.0067297,.0105541,.0035253,.0067361,.0064641,.0071443,.0007985,218,454
3803,"Whitman College",1666,37,86,153,293,1097,.0078031,0,.0232558,0,.0068259,.0082042,8.26e-06,27,153
3815,"Marshall University",9287,963,1393,2125,2602,2204,.0012921,0,.0014358,.0009412,.001153,.0022686,.0000958,0,34
3856,"Lawrence University Of Wisconsin",1375,46,94,229,346,660,.0072727,0,0,.0087336,.0028902,.0106061,0,15,7
3863,"Marquette University",7675,223,478,748,1892,4334,.0100326,.0134529,.0062762,.0147059,.0073996,.0106138,.0006763,123,216
3868,"Milwaukee School Of Engineering",1755,39,177,345,600,594,.0615385,.025641,.0677966,.0463768,.05,.0824916,.0035619,122,104
3932,"University Of Wyoming",6645,372,793,1409,2091,1980,.0037622,.0026882,.001261,.0028389,.0057389,.0035354,8.58e-06,34,20
3954,"University Of Central Florida",21490,1682,2947,4201,5388,7272,.0053048,.0041617,.002036,.0054749,.0057535,.0064631,.0002321,190,669
3961,"Harper College",9718,780,1101,1702,2744,3391,.0012348,.0025641,.0009083,.0017626,.0007289,.0011796,.0000215,11,3
4003,"Central Texas College District",22182,4666,5615,5595,4199,2107,.0008115,.0006429,.0008905,.0003575,.0009526,.0018984,0,42,583
4027,"Utah Valley University",16911,936,1824,3595,4977,5579,.0031341,.0010684,.0027412,.001669,.0030139,.0046603,.0001174,83,714
4076,"Kirkwood Community College",13331,1158,2101,3440,4121,2511,.0009752,.0008636,.0009519,.0017442,.0009706,0,0,17,37
4452,"Montgomery County Community College",7863,599,1092,1576,2408,2188,.001399,.0016694,0,.001269,.0008306,.0027422,0,18,33
4641,"Dunwoody College Of Technology",1704,110,190,339,563,502,.0076291,0,.0052632,.0147493,.0071048,.0059761,3.09e-06,14,2
4673,"Baker College",15640,2961,3304,3609,3703,2063,.0006394,0,.0006053,.0002771,.0010802,.0014542,3.09e-06,3,8
4742,"Central New Mexico Community College",15802,3323,3641,3599,3196,2043,.0007594,.0009028,.0005493,.0002779,.0006258,.0019579,3.19e-07,16,29
4844,"Wake Technical Community College",7098,758,1153,1363,1803,2021,.0015497,0,0,.0014674,.0016639,.0029688,0,20,29
4878,"Clackamas Community College",5977,620,1056,1492,1797,1012,.0016731,0,0,.0020107,.0038954,0,.0001609,15,129
5220,"Salt Lake Community College",17404,1173,2229,4023,5528,4451,.001379,0,.0008973,.0007457,.0005427,.0035947,.0000547,43,813
5294,"Waukesha County Technical College",4512,197,467,914,1600,1334,.0026596,0,.0021413,.0032823,.003125,.0022489,.0000177,43,83
6656,"College Of Du Page",15590,1364,1859,2614,4247,5506,.000898,.0021994,.0010758,0,.0004709,.0012713,7.55e-06,15,13
6750,"Valencia College",22616,3918,5138,5261,4597,3702,.0013265,.0010209,.0009731,.0013305,.0015227,.0018909,.0000441,41,133
6753,"Illinois Central College",8582,753,1091,1921,2840,1977,.0020974,0,.0009166,.0010411,.0028169,.0035407,.0002297,19,18
6771,"College For Creative Studies",498,12,38,79,117,252,.062249,.1666667,.0526316,.0506329,.034188,.0753968,.0174667,123,319
6867,"Columbus State Community College",17603,1923,3208,4207,4708,3557,.0007385,.00052,.0006234,.0004754,.001062,.0008434,.0000315,23,35
7120,"Des Moines Area Community College",11857,1191,2073,3015,3545,2033,.0010964,0,.0014472,.000995,.0008463,.0019675,.0001721,20,27
7470,"Art Institute Of Pittsburgh ",3789,567,801,920,838,663,.0047506,.0035273,.0087391,.0043478,.0011933,.0060332,.000785,53,52
7531,"Academy Of Art University",2195,219,278,399,457,842,.0068337,.0091324,.0107914,.0025063,.0021882,.0095012,.0008868,22,32
7692,"Moraine Valley Community College",11740,980,1390,2228,3819,3323,.0011925,.0010204,.0014388,.0008977,.0002618,.0024075,.0001687,28,44
7694,"College Of Lake County",7666,630,1035,1362,2266,2373,.0013045,0,.0009662,0,.0008826,.0029499,0,16,637
7870,"Hillsborough Community College",15124,2579,3541,3706,3208,2090,.0007273,0,.0002824,.0005397,.0012469,.0019139,.0000209,36,178
8244,"Johnson County Community College",12841,843,1535,2569,3550,4344,.0010903,.0011862,.0019544,.0011678,.0008451,.0009208,1.97e-06,19,35
8903,"College Of The Canyons",9011,865,1238,1532,2144,3232,.0011098,0,0,.0006527,.0013993,.0018564,0,26,123
8906,"Macomb Community College",17719,1266,2028,3047,5494,5884,.001298,.0007899,.0004931,.0009846,.0014561,.0016995,.0001259,90,406
8918,"Saddleback College",10028,794,1110,1629,2144,4351,.0019944,.0012594,.0018018,.0018416,.0032649,.0016088,.0001107,63,383
9058,"Bethel University of Saint Paul, MN",2950,83,246,503,850,1268,.0054237,0,.004065,.0019881,.0070588,.0063091,0,22,25
9256,"Moraine Park Technical College",4261,275,657,1236,1553,540,.0039897,0,.0030441,.0016181,.0051513,.0092593,.0004493,40,89
9275,"Northern Kentucky University",9234,626,1157,1892,3137,2422,.0014078,0,.0008643,.0015856,.0009563,.0024773,.0001683,15,17
9345,"Richard Stockton College Of New Jersey ",4319,320,490,707,1253,1549,.0025469,.003125,.0040816,0,.0015962,.0038735,0,11,11
9741,"University Of Texas At Dallas",3772,240,385,596,900,1651,.009544,0,.012987,.0067114,.01,.0109025,0,37,48
9763,"Tulsa Community College",10879,1437,2130,2467,2736,2109,.001103,.0013918,.000939,.0016214,.0010965,.0004742,9.05e-06,32,61
9841,"University Of North Florida",7534,509,1064,1667,2181,2113,.0021237,0,.0028195,.0005999,.0022925,.0033128,.0002616,21,105
9896,"Oakton Community College",6176,732,986,1198,1475,1785,.0017811,.0013661,.0010142,.0008347,.0020339,.0028011,0,21,23
10149,"Pepperdine University",2857,152,228,390,525,1562,.0038502,.0065789,0,0,.0038095,.0051216,.0003209,26,238
10195,"Art Institute Of Fort Lauderdale ",2237,491,504,422,381,439,.0053643,0,.0039683,.0023697,.007874,.0136674,.0008816,47,106
10684,"Erie Community College",11930,1746,2026,2784,3334,2040,.0010897,0,.0009872,.0014368,.0011998,.0014706,0,12,34
11145,"Lone Star College-North Harris",25985,3260,4577,5199,6110,6839,.0010775,.0009202,.0008739,.0009617,.0016367,.0008773,1.98e-06,72,381
11644,"University Of Maryland University College",19768,3805,4937,4894,4019,2113,.0007082,.0007884,.0006077,.0002043,.0014929,.0004733,.000063,32,24
