  Year          Age             Female            Male           Total
  1940          73             14235.83        17145.96        31381.79
  1940          74             14151.62        16728.78        30880.40
  1940          75             13982.03        16202.33        30184.36
  1940          76             13773.93        15637.76        29411.69
  1940          77             13539.02        15052.88        28591.90
  1940          78             13277.33        14447.68        27725.01
  1940          79             12988.83        13822.16        26810.99
  1940          80             12648.43        13154.63        25803.06
  1940          81             12155.77        12358.28        24514.05
  1940          82             11485.75        11411.41        22897.16
  1940          83             10638.34        10314.04        20952.38
  1940          84              9613.57         9066.16        18679.73
  1940          85              8454.03         7715.95        16169.98
  1940          86              7330.09         6456.21        13786.30
  1940          87              6284.33         5335.10        11619.43
  1940          88              5316.76         4352.63         9669.39
  1940          89              4427.37         3508.82         7936.19
  1940          90              3619.33         2796.28         6415.61
  1940          91              2905.26         2185.56         5090.82
  1940          92              2288.32         1669.31         3957.63
  1940          93              1768.49         1247.51         3016.00
  1940          94              1345.80          920.17         2265.97
  1940          95              1013.58          678.59         1692.17
  1940          96               745.21          488.04         1233.25
  1940          97               534.01          339.79          873.80
  1940          98               380.02          233.88          613.90
  1940          99               283.22          170.27          453.49
  1940         100               251.62          160.37          411.99
  1940         101               176.07          111.17          287.24
  1940         102               122.34           74.60          196.94
  1940         103                81.73           48.49          130.22
  1940         104                52.82           31.33           84.15
  1940         105                34.15           21.07           55.22
  1940         106                22.48           13.98           36.46
  1940         107                14.68            8.82           23.50
  1940         108                 9.14            5.50           14.64
  1940         109                 5.59            3.37            8.96
  1940         110+                7.17            3.97           11.14
  1941           0             48998.24        65051.22       114049.46
  1941           1              5363.97         6213.13        11577.10
  1941           2              2558.89         3197.16         5756.05
  1941           3              1825.35         2130.10         3955.45
  1941           4              1389.02         1645.62         3034.64
  1941           5              1148.87         1433.18         2582.05
  1941           6              1016.15         1321.42         2337.57
  1941           7               908.77         1230.85         2139.62
  1941           8               826.70         1161.47         1988.17
  1941           9               769.97         1113.25         1883.22
  1941          10               743.34         1093.36         1836.70
  1941          11               765.87         1130.33         1896.20
  1941          12               842.33         1231.29         2073.62
  1941          13               972.73         1396.24         2368.97
  1941          14              1157.05         1625.17         2782.22
  1941          15              1382.17         1902.81         3284.98
  1941          16              1595.53         2168.06         3763.59
  1941          17              1783.99         2405.63         4189.62
  1941          18              1947.56         2615.52         4563.08
  1941          19              2086.24         2797.74         4883.98
  1941          20              2201.46         2951.41         5152.87
  1941          21              2299.02         3073.16         5372.18
  1941          22              2380.36         3162.09         5542.45
  1941          23              2445.50         3218.22         5663.72
  1941          24              2494.41         3241.56         5735.97
  1941          25              2531.48         3240.60         5772.08
  1941          26              2574.10         3249.43         5823.53
  1941          27              2626.63         3276.55         5903.18
  1941          28              2689.09         3321.98         6011.07
  1941          29              2761.45         3385.70         6147.15
  1941          30              2841.93         3467.69         6309.62
  1941          31              2923.29         3567.83         6491.12
  1941          32              3003.74         3686.12         6689.86
  1941          33              3083.27         3822.54         6905.81
  1941          34              3161.87         3977.10         7138.97
  1941          35              3244.26         4150.62         7394.88
  1941          36              3349.23         4346.50         7695.73
  1941          37              3481.50         4565.54         8047.04
  1941          38              3641.07         4807.78         8448.85
  1941          39              3827.92         5073.20         8901.12
  1941          40              4037.75         5364.94         9402.69
  1941          41              4253.27         5695.62         9948.89
  1941          42              4470.14         6068.36        10538.50
  1941          43              4688.39         6483.17        11171.56
  1941          44              4907.98         6940.06        11848.04
  1941          45              5132.54         7434.95        12567.49
  1941          46              5376.43         7951.55        13327.98
  1941          47              5643.26         8485.76        14129.02
  1941          48              5933.01         9037.62        14970.63
  1941          49              6245.70         9607.09        15852.79
  1941          50              6572.49        10185.16        16757.65
  1941          51              6878.05        10735.69        17613.74
  1941          52              7153.53        11249.64        18403.17
  1941          53              7398.96        11727.02        19125.98
  1941          54              7614.31        12167.82        19782.13
  1941          55              7810.07        12574.82        20384.89
  1941          56              8028.09        12959.12        20987.21
  1941          57              8278.82        13323.46        21602.28
  1941          58              8562.28        13667.89        22230.17
  1941          59              8878.47        13992.37        22870.84
  1941          60              9229.25        14306.14        23535.39
  1941          61              9622.10        14646.04        24268.14
  1941          62             10058.91        15021.31        25080.22
  1941          63             10539.69        15431.93        25971.62
  1941          64             11064.41        15877.90        26942.31
  1941          65             11616.65        16340.77        27957.42
  1941          66             12130.64        16746.69        28877.33
  1941          67             12589.95        17077.20        29667.15
  1941          68             12994.58        17332.29        30326.87
  1941          69             13344.52        17511.96        30856.48
  1941          70             13630.88        17601.97        31232.85
  1941          71             13818.09        17545.30        31363.39
  1941          72             13897.24        17327.69        31224.93
  1941          73             13868.36        16949.13        30817.49
  1941          74             13731.41        16409.65        30141.06
  1941          75             13505.88        15743.44        29249.32
  1941          76             13269.63        15087.35        28356.98
  1941          77             13042.11        14475.60        27517.71
  1941          78             12823.34        13908.19        26731.53
  1941          79             12613.29        13385.10        25998.39
  1941          80             12376.16        12868.52        25244.68
  1941          81             11968.68        12207.08        24175.76
  1941          82             11355.03        11362.94        22717.97
  1941          83             10535.18        10336.10        20871.28
  1941          84              9509.16         9126.55        18635.71
  1941          85              8325.98         7786.24        16112.22
  1941          86              7181.58         6522.92        13704.50
  1941          87              6124.99         5388.53        11513.52
  1941          88              5156.21         4383.05         9539.26
  1941          89              4275.22         3506.50         7781.72
  1941          90              3483.44         2755.44         6238.88
  1941          91              2786.51         2116.18         4902.69
  1941          92              2185.83         1585.30         3771.13
  1941          93              1681.41         1162.79         2844.20
  1941          94              1273.24          848.65         2121.89
  1941          95               954.52          630.81         1585.33
  1941          96               698.04          460.97         1159.01
  1941          97               496.98          327.04          824.02
  1941          98               351.36          229.03          580.39
  1941          99               261.15          166.94          428.09
  1941         100               238.08          145.73          383.81
  1941         101               164.66          100.04          264.70
  1941         102               113.11           67.85          180.96
  1941         103                77.15           44.52          121.67
  1941         104                50.61           28.28           78.89
  1941         105                32.12           17.86           49.98
  1941         106                20.39           11.72           32.11
  1941         107                13.18            7.60           20.78
  1941         108                 8.46            4.68           13.14
  1941         109                 5.17            2.84            8.01
  1941         110+                6.62            3.29            9.91
  1942           0             48706.26        64928.25       113634.51
  1942           1              4685.17         5394.24        10079.41
  1942           2              2230.99         2780.25         5011.24
  1942           3              1698.51         2096.20         3794.71
  1942           4              1368.21         1627.49         2995.70
  1942           5              1102.37         1382.63         2485.00
  1942           6               921.91         1252.57         2174.48
  1942           7               783.19         1151.14         1934.33
  1942           8               686.22         1078.39         1764.61
  1942           9               630.99         1034.29         1665.28
  1942          10               617.68         1022.72         1640.40
  1942          11               646.94         1059.22         1706.16
  1942          12               718.94         1147.68         1866.62
  1942          13               833.68         1288.09         2121.77
  1942          14               991.15         1480.46         2471.61
  1942          15              1182.61         1715.54         2898.15
  1942          16              1372.96         1956.35         3329.31
  1942          17              1553.44         2193.66         3747.10
  1942          18              1724.05         2427.45         4151.50
  1942          19              1884.80         2657.74         4542.54
  1942          20              2032.70         2874.95         4907.65
  1942          21              2155.86         3040.78         5196.64
  1942          22              2251.30         3145.66         5396.96
  1942          23              2319.01         3189.60         5508.61
  1942          24              2359.00         3172.60         5531.60
  1942          25              2378.09         3111.45         5489.54
  1942          26              2403.60         3073.40         5477.00
  1942          27              2442.34         3075.26         5517.60
  1942          28              2494.32         3117.02         5611.34
  1942          29              2559.54         3198.69         5758.23
  1942          30              2637.24         3315.78         5953.02
  1942          31              2724.44         3450.40         6174.84
  1942          32              2820.38         3598.07         6418.45
  1942          33              2925.04         3758.79         6683.83
  1942          34              3038.46         3932.56         6971.02
  1942          35              3161.04         4119.47         7280.51
  1942          36              3294.43         4319.84         7614.27
  1942          37              3439.04         4533.79         7972.83
  1942          38              3594.88         4761.30         8356.18
  1942          39              3761.94         5002.36         8764.30
  1942          40              3939.40         5263.44         9202.84
  1942          41              4123.90         5570.33         9694.23
  1942          42              4314.62         5929.48        10244.10
  1942          43              4511.56         6340.89        10852.45
  1942          44              4714.70         6804.57        11519.27
  1942          45              4928.55         7315.77        12244.32
  1942          46              5171.01         7855.52        13026.53
  1942          47              5446.56         8419.09        13865.65
  1942          48              5755.22         9006.48        14761.70
  1942          49              6096.98         9617.69        15714.67
  1942          50              6459.37        10241.43        16700.80
  1942          51              6792.47        10832.57        17625.04
  1942          52              7083.81        11379.82        18463.63
  1942          53              7333.39        11883.18        19216.57
  1942          54              7541.22        12342.65        19883.87
  1942          55              7722.23        12761.28        20483.51
  1942          56              7936.13        13151.22        21087.35
  1942          57              8197.88        13515.48        21713.36
  1942          58              8507.47        13854.09        22361.56
  1942          59              8864.90        14167.04        23031.94
  1942          60              9265.57        14465.62        23731.19
  1942          61              9691.07        14795.03        24486.10
  1942          62             10136.79        15166.54        25303.33
  1942          63             10602.74        15580.16        26182.90
  1942          64             11088.93        16035.89        27124.82
  1942          65             11587.69        16511.07        28098.76
  1942          66             12068.45        16915.13        28983.58
  1942          67             12523.56        17225.38        29748.94
  1942          68             12953.00        17441.85        30394.85
  1942          69             13356.79        17564.51        30921.30
  1942          70             13715.88        17585.35        31301.23
  1942          71             13954.12        17472.18        31426.30
  1942          72             14052.45        17216.96        31269.41
  1942          73             14010.89        16819.68        30830.57
  1942          74             13829.43        16280.34        30109.77
  1942          75             13535.79        15628.84        29164.63
  1942          76             13240.90        14984.74        28225.64
  1942          77             12972.48        14377.95        27350.43
  1942          78             12730.52        13808.44        26538.96
  1942          79             12515.03        13276.22        25791.25
  1942          80             12288.73        12746.31        25035.04
  1942          81             11902.51        12078.70        23981.21
  1942          82             11319.08        11238.40        22557.48
  1942          83             10538.45        10225.42        20763.87
  1942          84              9560.62         9039.75        18600.37
  1942          85              8429.40         7730.47        16159.87
  1942          86              7320.09         6493.98        13814.07
  1942          87              6276.51         5379.35        11655.86
  1942          88              5298.65         4386.57         9685.22
  1942          89              4386.51         3515.67         7902.18
  1942          90              3547.40         2764.42         6311.82
  1942          91              2810.46         2123.99         4934.45
  1942          92              2182.97         1592.19         3775.16
  1942          93              1664.96         1168.99         2833.95
  1942          94              1256.40          854.42         2110.82
  1942          95               947.75          636.27         1584.02
  1942          96               700.84          465.76         1166.60
  1942          97               506.11          330.70          836.81
  1942          98               363.57          231.10          594.67
  1942          99               273.21          166.96          440.17
  1942         100               241.12          140.30          381.42
  1942         101               171.01           96.17          267.18
  1942         102               116.79           64.54          181.33
  1942         103                79.22           42.76          121.98
  1942         104                53.36           27.38           80.74
  1942         105                34.58           16.97           51.55
  1942         106                21.67           10.45           32.12
  1942         107                13.59            6.67           20.26
  1942         108                 8.69            4.21           12.90
  1942         109                 5.50            2.52            8.02
  1942         110+                7.14            2.63            9.77
  1943           0             50578.81        68036.96       118615.77
  1943           1              5124.83         6013.30        11138.13
  1943           2              2537.90         3200.42         5738.32
  1943           3              1761.32         2219.07         3980.39
  1943           4              1375.03         1697.34         3072.37
  1943           5              1145.97         1455.60         2601.57
  1943           6              1001.46         1323.53         2324.99
  1943           7               884.42         1217.60         2102.02
  1943           8               794.84         1137.78         1932.62
  1943           9               732.73         1084.08         1816.81
  1943          10               701.05         1061.48         1762.53
  1943          11               711.66         1089.81         1801.47
  1943          12               767.54         1174.01         1941.55
  1943          13               868.69         1314.11         2182.80
  1943          14              1015.09         1510.09         2525.18
  1943          15              1197.45         1754.47         2951.92
  1943          16              1378.51         2017.28         3395.79
  1943          17              1548.96         2291.04         3840.00
  1943          18              1708.80         2575.73         4284.53
  1943          19              1858.03         2871.37         4729.40
  1943          20              1994.20         3159.08         5153.28
  1943          21              2107.51         3363.42         5470.93
  1943          22              2195.53         3465.49         5661.02
  1943          23              2258.24         3465.33         5723.57
  1943          24              2295.64         3362.91         5658.55
  1943          25              2315.01         3185.98         5500.99
  1943          26              2345.41         3045.50         5390.91
  1943          27              2394.10         2969.20         5363.30
  1943          28              2461.10         2957.09         5418.19
  1943          29              2546.39         3009.16         5555.55
  1943          30              2647.82         3117.27         5765.09
  1943          31              2756.74         3248.81         6005.55
  1943          32              2871.02         3395.63         6266.65
  1943          33              2990.61         3557.73         6548.34
  1943          34              3115.55         3735.11         6850.66
  1943          35              3246.01         3929.16         7175.17
  1943          36              3382.71         4145.32         7528.03
  1943          37              3525.83         4384.98         7910.81
  1943          38              3675.36         4648.15         8323.51
  1943          39              3831.31         4934.83         8766.14
  1943          40              3994.88         5245.76         9240.64
  1943          41              4170.91         5584.01         9754.92
  1943          42              4360.60         5950.36        10310.96
  1943          43              4563.97         6344.81        10908.78
  1943          44              4781.00         6767.34        11548.34
  1943          45              5015.29         7223.69        12238.98
  1943          46              5281.27         7736.78        13018.05
  1943          47              5582.53         8312.31        13894.84
  1943          48              5919.05         8950.31        14869.36
  1943          49              6290.86         9650.75        15941.61
  1943          50              6686.28        10392.52        17078.80
  1943          51              7058.58        11091.07        18149.65
  1943          52              7396.10        11725.26        19121.36
  1943          53              7698.82        12295.09        19993.91
  1943          54              7966.75        12800.58        20767.33
  1943          55              8209.80        13249.43        21459.23
  1943          56              8467.51        13672.55        22140.06
  1943          57              8749.79        14077.63        22827.42
  1943          58              9056.65        14464.71        23521.36
  1943          59              9388.06        14833.76        24221.82
  1943          60              9746.92        15189.33        24936.25
  1943          61             10144.77        15549.51        25694.28
  1943          62             10584.48        15918.85        26503.33
  1943          63             11066.05        16297.34        27363.39
  1943          64             11589.49        16684.97        28274.46
  1943          65             12144.00        17074.81        29218.81
  1943          66             12686.41        17439.08        30125.49
  1943          67             13205.94        17770.81        30976.75
  1943          68             13702.58        18070.04        31772.62
  1943          69             14176.33        18336.74        32513.07
  1943          70             14607.75        18545.46        33153.21
  1943          71             14919.04        18594.34        33513.38
  1943          72             15090.75        18457.93        33548.68
  1943          73             15122.89        18136.22        33259.11
  1943          74             15015.46        17629.22        32644.68
  1943          75             14790.79        16970.81        31761.60
  1943          76             14538.21        16296.62        30834.83
  1943          77             14280.05        15640.52        29920.57
  1943          78             14016.31        15002.53        29018.84
  1943          79             13747.00        14382.64        28129.64
  1943          80             13441.68        13752.90        27194.58
  1943          81             12978.68        13001.45        25980.13
  1943          82             12327.59        12100.36        24427.95
  1943          83             11488.37        11049.61        22537.98
  1943          84             10461.05         9849.20        20310.25
  1943          85              9286.72         8539.76        17826.48
  1943          86              8129.75         7283.79        15413.54
  1943          87              7031.25         6121.90        13153.15
  1943          88              5991.19         5054.10        11045.29
  1943          89              5009.60         4080.39         9089.99
  1943          90              4095.11         3206.28         7301.39
  1943          91              3282.37         2453.82         5736.19
  1943          92              2580.02         1828.53         4408.55
  1943          93              1988.06         1330.41         3318.47
  1943          94              1506.50          959.46         2465.96
  1943          95              1127.78          701.79         1829.57
  1943          96               821.71          501.93         1323.64
  1943          97               580.77          346.01          926.78
  1943          98               404.94          234.01          638.95
  1943          99               294.21          165.96          460.17
  1943         100               256.49          152.99          409.48
  1943         101               178.32          104.00          282.32
  1943         102               121.40           68.96          190.36
  1943         103                79.34           44.70          124.04
  1943         104                51.35           28.56           79.91
  1943         105                32.93           17.61           50.54
  1943         106                20.25           10.48           30.73
  1943         107                12.02            6.19           18.21
  1943         108                 7.12            3.79           10.91
  1943         109                 4.29            2.29            6.58
  1943         110+                5.06            2.05            7.11
  1944           0             47898.30        63340.27       111238.57
  1944           1              4918.63         5862.05        10780.68
  1944           2              2552.88         3109.74         5662.62
  1944           3              1743.28         2157.60         3900.88
  1944           4              1385.02         1610.94         2995.96
  1944           5              1131.29         1403.69         2534.98
  1944           6               948.39         1313.88         2262.27
  1944           7               808.96         1235.49         2044.45
  1944           8               713.00         1168.51         1881.51
  1944           9               660.51         1112.94         1773.45
  1944          10               649.46         1076.18         1725.64
  1944          11               671.67         1087.72         1759.39
  1944          12               725.12         1154.96         1880.08
  1944          13               809.81         1277.89         2087.70
  1944          14               925.73         1456.52         2382.25
  1944          15              1068.53         1681.70         2750.23
  1944          16              1220.78         1916.84         3137.62
  1944          17              1378.12         2152.78         3530.90
  1944          18              1540.56         2389.54         3930.10
  1944          19              1708.10         2627.10         4335.20
  1944          20              1873.38         2851.03         4724.41
  1944          21              2007.03         3003.56         5010.59
  1944          22              2101.70         3070.24         5171.94
  1944          23              2157.39         3051.08         5208.47
  1944          24              2174.10         2946.07         5120.17
  1944          25              2163.64         2780.75         4944.39
  1944          26              2173.27         2657.29         4830.56
  1944          27              2214.77         2601.22         4815.99
  1944          28              2288.16         2612.55         4900.71
  1944          29              2393.44         2691.25         5084.69
  1944          30              2524.46         2827.27         5351.73
  1944          31              2656.64         2980.20         5636.84
  1944          32              2783.84         3139.96         5923.80
  1944          33              2906.04         3306.55         6212.59
  1944          34              3023.26         3479.96         6503.22
  1944          35              3138.78         3664.65         6803.43
  1944          36              3265.68         3878.31         7143.99
  1944          37              3407.26         4125.39         7532.65
  1944          38              3563.50         4405.89         7969.39
  1944          39              3734.40         4719.81         8454.21
  1944          40              3916.45         5063.18         8979.63
  1944          41              4095.51         5420.11         9515.62
  1944          42              4268.06         5786.60        10054.66
  1944          43              4434.09         6162.67        10596.76
  1944          44              4593.59         6548.34        11141.93
  1944          45              4757.46         6954.01        11711.47
  1944          46              4969.11         7421.44        12390.55
  1944          47              5239.44         7961.08        13200.52
  1944          48              5568.43         8572.90        14141.33
  1944          49              5956.09         9256.94        15213.03
  1944          50              6385.31         9992.88        16378.19
  1944          51              6787.65        10699.58        17487.23
  1944          52              7146.01        11356.74        18502.75
  1944          53              7460.40        11964.38        19424.78
  1944          54              7730.80        12522.48        20253.28
  1944          55              7969.42        13033.97        21003.39
  1944          56              8225.00        13510.50        21735.50
  1944          57              8509.73        13955.00        22464.73
  1944          58              8823.63        14367.46        23191.09
  1944          59              9166.69        14747.88        23914.57
  1944          60              9538.71        15101.77        24640.48
  1944          61              9938.91        15451.18        25390.09
  1944          62             10367.08        15801.60        26168.68
  1944          63             10823.24        16153.05        26976.29
  1944          64             11307.37        16505.53        27812.90
  1944          65             11813.59        16853.34        28666.93
  1944          66             12318.31        17173.65        29491.96
  1944          67             12815.63        17460.77        30276.40
  1944          68             13305.56        17714.71        31020.27
  1944          69             13788.09        17935.45        31723.54
  1944          70             14241.88        18103.06        32344.94
  1944          71             14581.53        18137.70        32719.23
  1944          72             14785.68        18019.43        32805.11
  1944          73             14854.35        17748.23        32602.58
  1944          74             14787.54        17324.13        32111.67
  1944          75             14601.84        16765.48        31367.32
  1944          76             14363.76        16145.70        30509.46
  1944          77             14089.93        15483.15        29573.08
  1944          78             13780.32        14777.85        28558.17
  1944          79             13434.94        14029.78        27464.72
  1944          80             13036.39        13232.53        26268.92
  1944          81             12515.08        12360.39        24875.47
  1944          82             11853.60        11406.94        23260.54
  1944          83             11051.95        10372.19        21424.14
  1944          84             10110.14         9256.13        19366.27
  1944          85              9055.11         8083.06        17138.17
  1944          86              7994.73         6950.21        14944.94
  1944          87              6955.94         5881.85        12837.79
  1944          88              5938.75         4878.01        10816.76
  1944          89              4943.18         3938.67         8881.85
  1944          90              3986.88         3075.00         7061.88
  1944          91              3140.64         2331.65         5472.29
  1944          92              2422.14         1719.76         4141.90
  1944          93              1831.38         1239.34         3070.72
  1944          94              1368.36          890.40         2258.76
  1944          95              1021.73          657.40         1679.13
  1944          96               746.12          478.29         1224.41
  1944          97               530.17          337.51          867.68
  1944          98               373.89          235.08          608.97
  1944          99               277.26          170.99          448.25
  1944         100               257.12          154.06          411.18
  1944         101               174.99          104.00          278.99
  1944         102               120.48           70.39          190.87
  1944         103                81.33           46.52          127.85
  1944         104                52.74           30.08           82.82
  1944         105                33.91           19.19           53.10
  1944         106                21.62           11.82           33.44
  1944         107                13.24            7.04           20.28
  1944         108                 7.83            4.16           11.99
  1944         109                 4.62            2.55            7.17
  1944         110+                5.67            2.73            8.40
  1945           0             44717.48        60068.21       104785.69
  1945           1              4201.95         4966.81         9168.76
  1945           2              2432.71         2959.46         5392.17
  1945           3              1651.16         2120.48         3771.64
  1945           4              1336.94         1695.98         3032.92
  1945           5              1112.35         1453.64         2565.99
  1945           6               934.27         1283.61         2217.88
  1945           7               798.19         1150.49         1948.68
  1945           8               704.12         1054.26         1758.38
  1945           9               652.04          994.93         1646.97
  1945          10               639.75          975.02         1614.77
  1945          11               658.37         1004.58         1662.95
  1945          12               705.64         1086.14         1791.78
  1945          13               781.60         1219.69         2001.29
  1945          14               886.23         1405.23         2291.46
  1945          15              1015.52         1629.82         2645.34
  1945          16              1153.43         1841.62         2995.05
  1945          17              1295.92         2027.68         3323.60
  1945          18              1443.01         2188.00         3631.01
  1945          19              1594.70         2322.58         3917.28
  1945          20              1744.91         2430.74         4175.65
  1945          21              1869.37         2509.71         4379.08
  1945          22              1961.99         2558.82         4520.81
  1945          23              2022.78         2578.07         4600.85
  1945          24              2051.74         2567.45         4619.19
  1945          25              2058.10         2537.10         4595.20
  1945          26              2078.82         2527.54         4606.36
  1945          27              2123.12         2548.90         4672.02
  1945          28              2191.02         2601.18         4792.20
  1945          29              2282.50         2684.37         4966.87
  1945          30              2395.10         2796.53         5191.63
  1945          31              2518.92         2929.76         5448.68
  1945          32              2651.51         3082.11         5733.62
  1945          33              2792.86         3253.57         6046.43
  1945          34              2942.97         3444.15         6387.12
  1945          35              3098.92         3655.09         6754.01
  1945          36              3249.07         3891.43         7140.50
  1945          37              3390.50         4154.43         7544.93
  1945          38              3523.21         4444.09         7967.30
  1945          39              3647.20         4760.40         8407.60
  1945          40              3768.84         5101.33         8870.17
  1945          41              3913.64         5458.65         9372.29
  1945          42              4087.97         5830.29         9918.26
  1945          43              4291.83         6216.28        10508.11
  1945          44              4525.21         6616.61        11141.82
  1945          45              4785.61         7038.82        11824.43
  1945          46              5062.95         7513.06        12576.01
  1945          47              5354.75         8046.89        13401.64
  1945          48              5660.97         8640.30        14301.27
  1945          49              5981.62         9293.30        15274.92
  1945          50              6313.40         9992.11        16305.51
  1945          51              6642.97        10681.72        17324.69
  1945          52              6967.02        11348.38        18315.40
  1945          53              7285.55        11992.10        19277.65
  1945          54              7598.56        12612.86        20211.42
  1945          55              7907.28        13205.81        21113.09
  1945          56              8216.65        13751.62        21968.27
  1945          57              8527.92        14245.40        22773.32
  1945          58              8841.07        14687.17        23528.24
  1945          59              9156.12        15076.93        24233.05
  1945          60              9481.01        15423.78        24904.79
  1945          61              9847.59        15764.12        25611.71
  1945          62             10263.82        16107.04        26370.86
  1945          63             10729.69        16452.54        27182.23
  1945          64             11245.20        16800.63        28045.83
  1945          65             11795.51        17141.77        28937.28
  1945          66             12321.20        17437.81        29759.01
  1945          67             12807.45        17679.23        30486.68
  1945          68             13254.23        17866.01        31120.24
  1945          69             13661.56        17998.17        31659.73
  1945          70             14024.69        18069.59        32094.28
  1945          71             14324.66        18055.87        32380.53
  1945          72             14556.71        17950.91        32507.62
  1945          73             14720.85        17754.71        32475.56
  1945          74             14817.09        17467.27        32284.36
  1945          75             14834.37        17081.88        31916.25
  1945          76             14728.41        16571.64        31300.05
  1945          77             14488.18        15929.82        30418.00
  1945          78             14113.67        15156.45        29270.12
  1945          79             13604.89        14251.52        27856.41
  1945          80             12975.88        13237.73        26213.61
  1945          81             12282.84        12205.91        24488.75
  1945          82             11539.86        11178.78        22718.64
  1945          83             10746.89        10156.34        20903.23
  1945          84              9903.98         9138.58        19042.56
  1945          85              9014.38         8126.02        17140.40
  1945          86              8091.26         7120.72        15211.98
  1945          87              7137.87         6123.19        13261.06
  1945          88              6154.21         5133.44        11287.65
  1945          89              5140.30         4151.45         9291.75
  1945          90              4125.23         3201.91         7327.14
  1945          91              3225.29         2383.47         5608.76
  1945          92              2469.61         1720.82         4190.43
  1945          93              1858.15         1213.94         3072.09
  1945          94              1390.94          862.83         2253.77
  1945          95              1052.78          646.95         1699.73
  1945          96               783.00          483.96         1266.96
  1945          97               566.43          353.31          919.74
  1945          98               403.06          255.00          658.06
  1945          99               292.91          189.04          481.95
  1945         100               236.95          158.98          395.93
  1945         101               159.69          107.09          266.78
  1945         102               104.27           71.30          175.57
  1945         103                68.71           47.59          116.30
  1945         104                44.31           31.02           75.33
  1945         105                27.37           19.77           47.14
  1945         106                16.73           12.43           29.16
  1945         107                10.12            7.55           17.67
  1945         108                 5.87            4.44           10.31
  1945         109                 3.28            2.59            5.87
  1945         110+                3.19            2.79            5.98
  1946           0             47145.07        64010.90       111155.97
  1946           1              3863.46         4464.39         8327.85
  1946           2              2100.34         2659.61         4759.95
  1946           3              1679.07         2118.08         3797.15
  1946           4              1208.77         1601.57         2810.34
  1946           5               972.29         1350.09         2322.38
  1946           6               850.25         1212.79         2063.04
  1946           7               750.75         1102.00         1852.75
  1946           8               673.79         1017.72         1691.51
  1946           9               619.39          959.94         1579.33
  1946          10               589.05          931.35         1520.40
  1946          11               588.91          942.53         1531.44
  1946          12               620.49          996.18         1616.67
  1946          13               683.80         1092.26         1776.06
  1946          14               778.83         1230.79         2009.62
  1946          15               901.52         1406.85         2308.37
  1946          16              1035.66         1600.73         2636.39
  1946          17              1177.17         1807.50         2984.67
  1946          18              1326.08         2027.16         3353.24
  1946          19              1482.35         2259.71         3742.06
  1946          20              1639.25         2491.80         4131.05
  1946          21              1769.66         2669.99         4439.65
  1946          22              1866.82         2780.92         4647.74
  1946          23              1930.73         2824.60         4755.33
  1946          24              1961.39         2801.01         4762.40
  1946          25              1967.20         2727.64         4694.84
  1946          26              1981.62         2674.37         4655.99
  1946          27              2013.08         2658.68         4671.76
  1946          28              2061.55         2680.56         4742.11
  1946          29              2127.03         2740.01         4867.04
  1946          30              2209.49         2834.42         5043.91
  1946          31              2308.77         2953.29         5262.06
